token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
decair,0,0,1,0,1,0.0,#Div0,#Div0
adjust,0,1,0,1,2,#Div0,0.0,#Div0
mechanical,0,2,1,0,3,0.0,#Div0,#Div0
provided,0,8,1,0,9,0.0,#Div0,#Div0
elderly,0,1,1,0,2,0.0,#Div0,#Div0
start,0,14,8,3,25,0.0,0.0,#Div0
reduce,1,0,0,0,1,1.0,1.0,1.0
mislead,0,0,0,1,1,#Div0,0.0,#Div0
harm,0,1,0,1,2,#Div0,0.0,#Div0
percent,0,1,0,1,2,#Div0,0.0,#Div0
prepare,0,0,1,1,2,0.0,0.0,#Div0
direvered,1,0,0,0,1,1.0,1.0,1.0
little,0,14,12,2,28,0.0,0.0,#Div0
beleve,0,0,1,0,1,0.0,#Div0,#Div0
overwhelm,0,0,0,1,1,#Div0,0.0,#Div0
connected,0,2,0,2,4,#Div0,0.0,#Div0
other,0,138,39,1,178,0.0,0.0,#Div0
places,0,43,0,1,44,#Div0,0.0,#Div0
from,0,166,0,12,178,#Div0,0.0,#Div0
enter,0,3,1,0,4,0.0,#Div0,#Div0
follwing,0,0,1,0,1,0.0,#Div0,#Div0
social,0,18,3,0,21,0.0,#Div0,#Div0
courage,0,6,0,1,7,#Div0,0.0,#Div0
drive,0,5,0,1,6,#Div0,0.0,#Div0
mess,0,0,0,1,1,#Div0,0.0,#Div0
moved,0,4,0,2,6,#Div0,0.0,#Div0
opener,0,0,0,1,1,#Div0,0.0,#Div0
led,0,28,0,1,29,#Div0,0.0,#Div0
spenting,0,0,0,1,1,#Div0,0.0,#Div0
concentrated,0,0,0,1,1,#Div0,0.0,#Div0
rewarding,0,2,0,2,4,#Div0,0.0,#Div0
wach,0,0,2,0,2,0.0,#Div0,#Div0
free,11,7,1,3,22,0.9166666666666666,0.7857142857142857,0.8461538461538461
key,0,1,0,3,4,#Div0,0.0,#Div0
speak,0,6,6,0,12,0.0,#Div0,#Div0
informational,0,0,1,0,1,0.0,#Div0,#Div0
eintire,0,0,1,0,1,0.0,#Div0,#Div0
old-men,0,0,0,1,1,#Div0,0.0,#Div0
village,0,0,0,1,1,#Div0,0.0,#Div0
lettel,0,0,1,0,1,0.0,#Div0,#Div0
around,0,32,0,3,35,#Div0,0.0,#Div0
produce,1,4,3,0,8,0.25,1.0,0.4
live,0,29,17,0,46,0.0,#Div0,#Div0
profitable,0,0,1,0,1,0.0,#Div0,#Div0
angles,0,1,0,1,2,#Div0,0.0,#Div0
active,0,0,0,5,5,#Div0,0.0,#Div0
native,0,0,1,0,1,0.0,#Div0,#Div0
Take,0,1,1,0,2,0.0,#Div0,#Div0
various,0,2,9,0,11,0.0,#Div0,#Div0
throw,0,0,0,1,1,#Div0,0.0,#Div0
good,0,97,33,0,130,0.0,#Div0,#Div0
target,0,0,0,1,1,#Div0,0.0,#Div0
developing,0,7,1,1,9,0.0,0.0,#Div0
playing,0,5,0,2,7,#Div0,0.0,#Div0
closer,0,0,0,1,1,#Div0,0.0,#Div0
attractions,0,0,0,1,1,#Div0,0.0,#Div0
isolte,0,0,0,1,1,#Div0,0.0,#Div0
knowled,0,0,0,1,1,#Div0,0.0,#Div0
sight,0,2,0,1,3,#Div0,0.0,#Div0
gaining,0,1,0,1,2,#Div0,0.0,#Div0
stores,0,2,0,1,3,#Div0,0.0,#Div0
fullfilling,1,1,0,0,2,1.0,1.0,1.0
turn,1,2,0,2,5,1.0,0.3333333333333333,0.5
economical,0,2,2,0,4,0.0,#Div0,#Div0
takes,0,5,0,6,11,#Div0,0.0,#Div0
measure,1,0,0,1,2,1.0,0.5,0.6666666666666666
emphasize,0,1,1,0,2,0.0,#Div0,#Div0
real,0,28,6,0,34,0.0,#Div0,#Div0
far,0,7,0,5,12,#Div0,0.0,#Div0
cheet,0,0,0,1,1,#Div0,0.0,#Div0
revolution,0,0,0,3,3,#Div0,0.0,#Div0
italian,0,0,2,0,2,0.0,#Div0,#Div0
time,0,289,0,2,291,#Div0,0.0,#Div0
incorrect,1,1,0,0,2,1.0,1.0,1.0
pushs,0,0,0,1,1,#Div0,0.0,#Div0
fun,0,17,3,0,20,0.0,#Div0,#Div0
actor,0,0,0,1,1,#Div0,0.0,#Div0
of,0,1325,0,9,1334,#Div0,0.0,#Div0
obliges,0,0,0,1,1,#Div0,0.0,#Div0
voices,0,0,0,1,1,#Div0,0.0,#Div0
prefare,0,0,1,0,1,0.0,#Div0,#Div0
attractive,0,0,1,0,1,0.0,#Div0,#Div0
class,0,17,0,1,18,#Div0,0.0,#Div0
Meeting,0,0,1,0,1,0.0,#Div0,#Div0
alot,0,20,2,0,22,0.0,#Div0,#Div0
grasping,0,0,0,1,1,#Div0,0.0,#Div0
eventualy,0,0,1,0,1,0.0,#Div0,#Div0
revolutianized,0,0,1,0,1,0.0,#Div0,#Div0
wast,0,0,0,2,2,#Div0,0.0,#Div0
compel,0,0,0,1,1,#Div0,0.0,#Div0
balance,0,0,0,1,1,#Div0,0.0,#Div0
third,0,0,1,0,1,0.0,#Div0,#Div0
sustaine,1,0,0,0,1,1.0,1.0,1.0
fulfill,0,0,0,1,1,#Div0,0.0,#Div0
encounter,1,0,0,0,1,1.0,1.0,1.0
black,0,0,1,0,1,0.0,#Div0,#Div0
relaiable,0,1,1,0,2,0.0,#Div0,#Div0
solve,0,4,4,0,8,0.0,#Div0,#Div0
tough,0,4,0,1,5,#Div0,0.0,#Div0
struggle,0,0,0,1,1,#Div0,0.0,#Div0
devoting,0,0,0,1,1,#Div0,0.0,#Div0
Advancement,0,0,0,1,1,#Div0,0.0,#Div0
proactive,0,0,1,0,1,0.0,#Div0,#Div0
Considering,0,3,1,0,4,0.0,#Div0,#Div0
torist,0,0,1,0,1,0.0,#Div0,#Div0
achieved,0,3,0,1,4,#Div0,0.0,#Div0
ecological,0,1,2,0,3,0.0,#Div0,#Div0
broadn,1,0,0,0,1,1.0,1.0,1.0
spring,0,0,0,1,1,#Div0,0.0,#Div0
biological,0,0,1,0,1,0.0,#Div0,#Div0
tasteless,0,0,0,1,1,#Div0,0.0,#Div0
intense,1,0,0,0,1,1.0,1.0,1.0
like,0,119,16,0,135,0.0,#Div0,#Div0
adventure,0,5,0,1,6,#Div0,0.0,#Div0
ask,0,6,5,0,11,0.0,#Div0,#Div0
taught,0,7,0,1,8,#Div0,0.0,#Div0
Thats,0,0,1,0,1,0.0,#Div0,#Div0
bright,1,0,1,0,2,0.5,1.0,0.6666666666666666
nightmare,0,0,0,1,1,#Div0,0.0,#Div0
underlining,0,0,0,1,1,#Div0,0.0,#Div0
relationship,0,2,0,1,3,#Div0,0.0,#Div0
model,0,5,0,1,6,#Div0,0.0,#Div0
judging,0,0,0,1,1,#Div0,0.0,#Div0
size,0,3,1,0,4,0.0,#Div0,#Div0
narrow,0,0,0,3,3,#Div0,0.0,#Div0
happeded,0,0,1,0,1,0.0,#Div0,#Div0
fanatic,1,0,0,0,1,1.0,1.0,1.0
shoulders,0,0,0,2,2,#Div0,0.0,#Div0
summarize,0,0,2,0,2,0.0,#Div0,#Div0
soft,0,0,0,1,1,#Div0,0.0,#Div0
obstacle,0,0,0,2,2,#Div0,0.0,#Div0
horizental,1,0,0,2,3,1.0,0.3333333333333333,0.5
punced,0,0,1,0,1,0.0,#Div0,#Div0
science,0,7,1,0,8,0.0,#Div0,#Div0
huge,0,9,2,1,12,0.0,0.0,#Div0
suppoting,0,0,0,1,1,#Div0,0.0,#Div0
wake,0,1,2,0,3,0.0,#Div0,#Div0
mountenious,0,0,1,0,1,0.0,#Div0,#Div0
educated,0,8,1,0,9,0.0,#Div0,#Div0
very,0,128,0,1,129,#Div0,0.0,#Div0
way,0,104,0,6,110,#Div0,0.0,#Div0
cultural,0,2,4,0,6,0.0,#Div0,#Div0
sharp,0,0,0,1,1,#Div0,0.0,#Div0
Taking,0,1,0,1,2,#Div0,0.0,#Div0
tied,0,0,0,1,1,#Div0,0.0,#Div0
avoid,1,2,5,0,8,0.16666666666666666,1.0,0.2857142857142857
giving,0,6,0,4,10,#Div0,0.0,#Div0
discovery,0,1,0,3,4,#Div0,0.0,#Div0
global,0,3,5,0,8,0.0,#Div0,#Div0
part-time,0,0,1,0,1,0.0,#Div0,#Div0
shattered,0,0,0,1,1,#Div0,0.0,#Div0
allocating,0,0,0,1,1,#Div0,0.0,#Div0
many,0,74,146,0,220,0.0,#Div0,#Div0
foregin,0,0,3,0,3,0.0,#Div0,#Div0
taste,0,0,0,3,3,#Div0,0.0,#Div0
bad,0,13,4,0,17,0.0,#Div0,#Div0
nice,0,8,2,0,10,0.0,#Div0,#Div0
math,0,9,1,0,10,0.0,#Div0,#Div0
getting,0,21,0,1,22,#Div0,0.0,#Div0
yong,0,0,3,0,3,0.0,#Div0,#Div0
relative,0,0,2,0,2,0.0,#Div0,#Div0
first,2,13,23,0,38,0.08,1.0,0.14814814814814814
settle,0,0,0,1,1,#Div0,0.0,#Div0
Such,0,2,1,0,3,0.0,#Div0,#Div0
solid,0,0,0,1,1,#Div0,0.0,#Div0
age,0,21,0,2,23,#Div0,0.0,#Div0
warmly,0,0,0,1,1,#Div0,0.0,#Div0
supervise,0,0,1,0,1,0.0,#Div0,#Div0
dispose,0,0,0,1,1,#Div0,0.0,#Div0
this,0,309,0,1,310,#Div0,0.0,#Div0
fill,1,0,0,1,2,1.0,0.5,0.6666666666666666
facilite,0,0,1,0,1,0.0,#Div0,#Div0
speacilizing,0,0,1,0,1,0.0,#Div0,#Div0
benificial,0,0,2,0,2,0.0,#Div0,#Div0
grows,0,0,0,1,1,#Div0,0.0,#Div0
deal,1,2,0,0,3,1.0,1.0,1.0
pressures,0,0,0,2,2,#Div0,0.0,#Div0
killers,0,0,0,1,1,#Div0,0.0,#Div0
richness,0,0,0,1,1,#Div0,0.0,#Div0
useless,2,3,1,0,6,0.6666666666666666,1.0,0.8
exotic,0,0,0,1,1,#Div0,0.0,#Div0
throught,0,1,2,0,3,0.0,#Div0,#Div0
linked,0,0,0,1,1,#Div0,0.0,#Div0
energy,0,23,0,1,24,#Div0,0.0,#Div0
channels,0,0,0,1,1,#Div0,0.0,#Div0
advanced,1,3,2,1,7,0.3333333333333333,0.5,0.4
made,0,32,0,1,33,#Div0,0.0,#Div0
reject,0,0,0,1,1,#Div0,0.0,#Div0
easy,0,20,1,1,22,0.0,0.0,#Div0
priceless,0,0,0,1,1,#Div0,0.0,#Div0
deny,0,1,2,0,3,0.0,#Div0,#Div0
dont,0,9,6,0,15,0.0,#Div0,#Div0
Simple,0,0,1,0,1,0.0,#Div0,#Div0
constraints,0,0,0,1,1,#Div0,0.0,#Div0
approaching,0,0,0,1,1,#Div0,0.0,#Div0
graps,1,0,0,0,1,1.0,1.0,1.0
loyalty,0,1,0,1,2,#Div0,0.0,#Div0
risk,0,19,0,1,20,#Div0,0.0,#Div0
several,0,3,14,0,17,0.0,#Div0,#Div0
care,0,18,4,0,22,0.0,#Div0,#Div0
widening,0,0,0,1,1,#Div0,0.0,#Div0
collage,0,0,0,1,1,#Div0,0.0,#Div0
help,1,84,47,1,133,0.020833333333333332,0.5,0.039999999999999994
fought,0,0,0,1,1,#Div0,0.0,#Div0
oun,0,0,1,0,1,0.0,#Div0,#Div0
believe,0,17,46,0,63,0.0,#Div0,#Div0
neo,0,0,1,0,1,0.0,#Div0,#Div0
eloquent,1,0,0,0,1,1.0,1.0,1.0
cut,0,2,0,1,3,#Div0,0.0,#Div0
optimistic,0,2,1,0,3,0.0,#Div0,#Div0
expert,0,5,2,0,7,0.0,#Div0,#Div0
expect,0,1,1,0,2,0.0,#Div0,#Div0
set,0,1,1,0,2,0.0,#Div0,#Div0
intensity,0,0,0,1,1,#Div0,0.0,#Div0
focus,4,0,0,8,12,1.0,0.3333333333333333,0.5
few,0,3,25,0,28,0.0,#Div0,#Div0
theorical,0,0,3,0,3,0.0,#Div0,#Div0
noisy,0,0,2,0,2,0.0,#Div0,#Div0
defend,1,0,0,0,1,1.0,1.0,1.0
great,1,19,5,0,25,0.16666666666666666,1.0,0.2857142857142857
virtue,0,0,0,1,1,#Div0,0.0,#Div0
draw,0,1,0,1,2,#Div0,0.0,#Div0
metropolitan,0,1,1,0,2,0.0,#Div0,#Div0
zoo,0,0,0,1,1,#Div0,0.0,#Div0
exercise,0,4,1,0,5,0.0,#Div0,#Div0
goal,0,15,0,3,18,#Div0,0.0,#Div0
demanding,0,0,0,1,1,#Div0,0.0,#Div0
calm,1,0,0,0,1,1.0,1.0,1.0
junk,0,0,0,2,2,#Div0,0.0,#Div0
multiplying,0,0,0,1,1,#Div0,0.0,#Div0
competing,0,0,0,2,2,#Div0,0.0,#Div0
has,0,139,0,5,144,#Div0,0.0,#Div0
requires,0,10,0,3,13,#Div0,0.0,#Div0
door,0,0,0,1,1,#Div0,0.0,#Div0
mostof,0,0,1,0,1,0.0,#Div0,#Div0
thirst,0,0,0,1,1,#Div0,0.0,#Div0
outside,0,3,0,2,5,#Div0,0.0,#Div0
Big,0,0,1,0,1,0.0,#Div0,#Div0
enjoy,0,60,47,0,107,0.0,#Div0,#Div0
supports,0,2,0,2,4,#Div0,0.0,#Div0
failture,0,0,1,0,1,0.0,#Div0,#Div0
wastful,0,0,0,1,1,#Div0,0.0,#Div0
sinch,0,0,1,0,1,0.0,#Div0,#Div0
truks,0,0,1,0,1,0.0,#Div0,#Div0
initelligent,0,0,1,0,1,0.0,#Div0,#Div0
miss,0,1,0,4,5,#Div0,0.0,#Div0
healthier,0,0,0,1,1,#Div0,0.0,#Div0
boring,0,15,1,0,16,0.0,#Div0,#Div0
bravery,0,0,0,1,1,#Div0,0.0,#Div0
cheating,0,1,0,3,4,#Div0,0.0,#Div0
pace,0,0,0,1,1,#Div0,0.0,#Div0
blast,0,0,0,1,1,#Div0,0.0,#Div0
collected,0,0,0,1,1,#Div0,0.0,#Div0
slower,0,0,0,1,1,#Div0,0.0,#Div0
pursue,0,0,0,2,2,#Div0,0.0,#Div0
used,0,37,0,2,39,#Div0,0.0,#Div0
advice,0,0,1,0,1,0.0,#Div0,#Div0
over,0,20,0,4,24,#Div0,0.0,#Div0
availible,0,0,0,1,1,#Div0,0.0,#Div0
conduce,0,0,0,1,1,#Div0,0.0,#Div0
render,0,1,1,0,2,0.0,#Div0,#Div0
floor,0,0,0,1,1,#Div0,0.0,#Div0
steal,0,1,1,0,2,0.0,#Div0,#Div0
obstacles,0,0,0,1,1,#Div0,0.0,#Div0
ignore,0,1,1,0,2,0.0,#Div0,#Div0
accelerating,0,0,0,1,1,#Div0,0.0,#Div0
marginal,1,0,0,0,1,1.0,1.0,1.0
example,0,137,0,1,138,#Div0,0.0,#Div0
employ,0,0,1,0,1,0.0,#Div0,#Div0
raised,0,1,0,1,2,#Div0,0.0,#Div0
connect,0,0,0,3,3,#Div0,0.0,#Div0
learning,0,51,1,0,52,0.0,#Div0,#Div0
biased,0,1,1,0,2,0.0,#Div0,#Div0
come,0,11,9,1,21,0.0,0.0,#Div0
standared,0,0,1,0,1,0.0,#Div0,#Div0
hurt,0,0,1,0,1,0.0,#Div0,#Div0
dedicates,0,0,0,1,1,#Div0,0.0,#Div0
depicted,0,0,0,1,1,#Div0,0.0,#Div0
indepth,1,0,0,0,1,1.0,1.0,1.0
pull,1,0,0,0,1,1.0,1.0,1.0
on,0,246,0,13,259,#Div0,0.0,#Div0
kill,0,0,0,1,1,#Div0,0.0,#Div0
the,0,2383,0,20,2403,#Div0,0.0,#Div0
messege,0,0,0,1,1,#Div0,0.0,#Div0
mentione,0,0,1,0,1,0.0,#Div0,#Div0
civil,0,1,1,0,2,0.0,#Div0,#Div0
sends,0,0,0,1,1,#Div0,0.0,#Div0
general,0,17,7,0,24,0.0,#Div0,#Div0
facing,0,0,0,2,2,#Div0,0.0,#Div0
tipical,0,0,1,0,1,0.0,#Div0,#Div0
it,0,565,0,1,566,#Div0,0.0,#Div0
atmosphere,0,2,0,1,3,#Div0,0.0,#Div0
avalible,0,0,0,1,1,#Div0,0.0,#Div0
individual,0,6,3,0,9,0.0,#Div0,#Div0
sacrifice,0,0,0,1,1,#Div0,0.0,#Div0
graphic,0,0,4,0,4,0.0,#Div0,#Div0
marketting,0,0,1,0,1,0.0,#Div0,#Div0
long,0,22,4,1,27,0.0,0.0,#Div0
natural,0,3,0,2,5,#Div0,0.0,#Div0
level,0,5,0,7,12,#Div0,0.0,#Div0
same,1,16,48,0,65,0.02040816326530612,1.0,0.039999999999999994
shallow,0,0,0,1,1,#Div0,0.0,#Div0
sometimes,0,28,1,0,29,0.0,#Div0,#Div0
gives,0,12,0,14,26,#Div0,0.0,#Div0
points,0,3,0,1,4,#Div0,0.0,#Div0
stop,1,4,3,0,8,0.25,1.0,0.4
trabeling,0,0,1,0,1,0.0,#Div0,#Div0
common,0,8,0,1,9,#Div0,0.0,#Div0
professional,0,1,4,0,5,0.0,#Div0,#Div0
greater,0,5,0,1,6,#Div0,0.0,#Div0
american,0,0,1,0,1,0.0,#Div0,#Div0
primises,0,0,0,1,1,#Div0,0.0,#Div0
find,0,33,14,7,54,0.0,0.0,#Div0
put,3,1,1,4,9,0.75,0.42857142857142855,0.5454545454545454
rule,0,1,0,1,2,#Div0,0.0,#Div0
overcome,2,0,0,1,3,1.0,0.6666666666666666,0.8
pushed,0,0,0,1,1,#Div0,0.0,#Div0
stage,0,3,0,9,12,#Div0,0.0,#Div0
brings,0,9,0,1,10,#Div0,0.0,#Div0
Regarding,0,0,1,0,1,0.0,#Div0,#Div0
defraud,0,0,1,0,1,0.0,#Div0,#Div0
cover,0,1,0,2,3,#Div0,0.0,#Div0
broad,48,0,0,8,56,1.0,0.8571428571428571,0.923076923076923
encouraging,0,0,1,0,1,0.0,#Div0,#Div0
unnatural,0,0,2,0,2,0.0,#Div0,#Div0
sacrificing,0,0,0,1,1,#Div0,0.0,#Div0
exploring,0,0,0,2,2,#Div0,0.0,#Div0
indivudual,0,0,1,0,1,0.0,#Div0,#Div0
figure,0,1,1,0,2,0.0,#Div0,#Div0
moves,0,1,0,1,2,#Div0,0.0,#Div0
elements,0,1,0,2,3,#Div0,0.0,#Div0
possitive,0,0,1,0,1,0.0,#Div0,#Div0
local,0,14,7,0,21,0.0,#Div0,#Div0
outburst,0,0,0,1,1,#Div0,0.0,#Div0
testing,0,1,1,0,2,0.0,#Div0,#Div0
new,0,202,9,3,214,0.0,0.0,#Div0
fake,1,0,0,0,1,1.0,1.0,1.0
non-profit,0,0,3,0,3,0.0,#Div0,#Div0
decide,0,6,5,0,11,0.0,#Div0,#Div0
Greenhouse,0,0,0,1,1,#Div0,0.0,#Div0
nominate,0,0,1,0,1,0.0,#Div0,#Div0
worth,0,1,0,1,2,#Div0,0.0,#Div0
humane,0,0,1,0,1,0.0,#Div0,#Div0
expectative,0,1,1,0,2,0.0,#Div0,#Div0
simulate,0,0,1,0,1,0.0,#Div0,#Div0
carrier,0,0,0,1,1,#Div0,0.0,#Div0
disabled,0,0,1,0,1,0.0,#Div0,#Div0
electric,0,5,1,0,6,0.0,#Div0,#Div0
n,0,0,1,0,1,0.0,#Div0,#Div0
dagerousness,0,0,0,1,1,#Div0,0.0,#Div0
Japanese,0,6,2,0,8,0.0,#Div0,#Div0
ruch,1,0,0,0,1,1.0,1.0,1.0
suffer,0,0,0,1,1,#Div0,0.0,#Div0
bilological,0,0,1,0,1,0.0,#Div0,#Div0
trabel,0,1,1,0,2,0.0,#Div0,#Div0
under,0,2,0,1,3,#Div0,0.0,#Div0
hundred,0,0,0,1,1,#Div0,0.0,#Div0
resist,0,0,0,1,1,#Div0,0.0,#Div0
episodes,0,0,0,1,1,#Div0,0.0,#Div0
avaliable,0,0,1,0,1,0.0,#Div0,#Div0
Using,0,2,1,0,3,0.0,#Div0,#Div0
rigid,0,0,0,1,1,#Div0,0.0,#Div0
authentic,0,0,1,0,1,0.0,#Div0,#Div0
lose,4,2,1,4,11,0.8,0.5,0.6153846153846154
confess,0,0,0,1,1,#Div0,0.0,#Div0
between,0,17,0,2,19,#Div0,0.0,#Div0
Speacializing,0,0,1,0,1,0.0,#Div0,#Div0
Helping,0,0,1,0,1,0.0,#Div0,#Div0
rare,0,0,0,1,1,#Div0,0.0,#Div0
devotng,1,0,0,0,1,1.0,1.0,1.0
inflate,1,0,0,0,1,1.0,1.0,1.0
re,0,3,5,0,8,0.0,#Div0,#Div0
point,0,24,2,4,30,0.0,0.0,#Div0
precious,1,1,0,1,3,1.0,0.5,0.6666666666666666
leave,0,5,1,0,6,0.0,#Div0,#Div0
coordinating,0,0,0,1,1,#Div0,0.0,#Div0
our,0,107,0,1,108,#Div0,0.0,#Div0
prsonal,0,0,1,0,1,0.0,#Div0,#Div0
Educational,0,0,1,0,1,0.0,#Div0,#Div0
lazy,0,3,1,0,4,0.0,#Div0,#Div0
increases,0,1,0,1,2,#Div0,0.0,#Div0
plane,0,3,1,0,4,0.0,#Div0,#Div0
withotut,0,0,1,0,1,0.0,#Div0,#Div0
high,0,19,3,2,24,0.0,0.0,#Div0
extract,0,0,0,1,1,#Div0,0.0,#Div0
advertise,0,3,2,0,5,0.0,#Div0,#Div0
disaster,0,1,0,2,3,#Div0,0.0,#Div0
middle,0,1,0,2,3,#Div0,0.0,#Div0
reach,6,1,0,9,16,1.0,0.4,0.5714285714285715
rewarded,0,0,0,1,1,#Div0,0.0,#Div0
parallel,1,0,0,0,1,1.0,1.0,1.0
powerfull,1,0,0,0,1,1.0,1.0,1.0
arrive,0,1,1,0,2,0.0,#Div0,#Div0
area,0,5,0,1,6,#Div0,0.0,#Div0
grow,5,4,1,5,15,0.8333333333333334,0.5,0.625
built,0,2,0,3,5,#Div0,0.0,#Div0
fruitful,0,0,0,1,1,#Div0,0.0,#Div0
energetic,0,2,1,0,3,0.0,#Div0,#Div0
primay,0,0,1,0,1,0.0,#Div0,#Div0
surrounded,0,1,0,1,2,#Div0,0.0,#Div0
works,0,16,0,1,17,#Div0,0.0,#Div0
trap,0,0,0,1,1,#Div0,0.0,#Div0
carries,0,0,0,1,1,#Div0,0.0,#Div0
advantages,0,13,0,1,14,#Div0,0.0,#Div0
Long,0,0,1,0,1,0.0,#Div0,#Div0
attract,2,0,0,3,5,1.0,0.4,0.5714285714285715
person,0,131,0,1,132,#Div0,0.0,#Div0
less,0,42,0,4,46,#Div0,0.0,#Div0
introduce,0,0,2,0,2,0.0,#Div0,#Div0
spikes,0,0,0,1,1,#Div0,0.0,#Div0
restrict,1,1,0,0,2,1.0,1.0,1.0
ather,0,0,1,0,1,0.0,#Div0,#Div0
improve,0,24,6,0,30,0.0,#Div0,#Div0
affective,0,0,1,0,1,0.0,#Div0,#Div0
grant,0,0,1,2,3,0.0,0.0,#Div0
leads,0,1,0,10,11,#Div0,0.0,#Div0
relax,1,0,1,0,2,0.5,1.0,0.6666666666666666
shift,1,0,0,0,1,1.0,1.0,1.0
talk,0,10,9,0,19,0.0,#Div0,#Div0
such,0,63,11,0,74,0.0,#Div0,#Div0
attachment,0,0,0,2,2,#Div0,0.0,#Div0
immidetaly,0,0,1,0,1,0.0,#Div0,#Div0
horizontal,0,0,0,1,1,#Div0,0.0,#Div0
going,0,55,0,3,58,#Div0,0.0,#Div0
beilive,0,1,2,0,3,0.0,#Div0,#Div0
admire,0,0,1,0,1,0.0,#Div0,#Div0
matured,0,0,1,0,1,0.0,#Div0,#Div0
selling,0,3,0,1,4,#Div0,0.0,#Div0
aproach,1,0,0,0,1,1.0,1.0,1.0
take,6,33,33,9,81,0.15384615384615385,0.4,0.2222222222222222
learn,0,64,33,0,97,0.0,#Div0,#Div0
down,0,4,0,2,6,#Div0,0.0,#Div0
rush,0,0,0,1,1,#Div0,0.0,#Div0
strong,2,1,0,16,19,1.0,0.1111111111111111,0.19999999999999998
strongly,0,2,0,13,15,#Div0,0.0,#Div0
don,0,2,1,0,3,0.0,#Div0,#Div0
freak,0,0,1,0,1,0.0,#Div0,#Div0
immerse,0,0,0,1,1,#Div0,0.0,#Div0
big,1,19,12,4,36,0.07692307692307693,0.2,0.1111111111111111
blocked,0,0,0,1,1,#Div0,0.0,#Div0
sorses,0,0,0,1,1,#Div0,0.0,#Div0
pop,0,0,0,1,1,#Div0,0.0,#Div0
saling,0,0,1,0,1,0.0,#Div0,#Div0
challange,0,0,0,1,1,#Div0,0.0,#Div0
official,0,2,1,0,3,0.0,#Div0,#Div0
there,0,232,1,0,233,0.0,#Div0,#Div0
tons,0,0,0,1,1,#Div0,0.0,#Div0
true,0,35,1,0,36,0.0,#Div0,#Div0
unsatisfied,0,0,1,0,1,0.0,#Div0,#Div0
actual,0,2,1,0,3,0.0,#Div0,#Div0
final,0,1,2,0,3,0.0,#Div0,#Div0
ve,0,1,5,0,6,0.0,#Div0,#Div0
sit,0,0,0,1,1,#Div0,0.0,#Div0
sources,0,3,0,2,5,#Div0,0.0,#Div0
univeristy,0,0,1,0,1,0.0,#Div0,#Div0
task,0,1,0,1,2,#Div0,0.0,#Div0
breakdown,0,0,0,1,1,#Div0,0.0,#Div0
grew,0,1,0,2,3,#Div0,0.0,#Div0
succeeed,0,0,1,0,1,0.0,#Div0,#Div0
crash,0,0,0,1,1,#Div0,0.0,#Div0
disaggree,0,0,1,0,1,0.0,#Div0,#Div0
depend,0,3,1,0,4,0.0,#Div0,#Div0
paving,0,0,0,1,1,#Div0,0.0,#Div0
flexiblly,0,0,0,2,2,#Div0,0.0,#Div0
Working,0,0,1,0,1,0.0,#Div0,#Div0
spots,0,1,0,1,2,#Div0,0.0,#Div0
explosion,0,0,0,1,1,#Div0,0.0,#Div0
mean,0,12,9,0,21,0.0,#Div0,#Div0
eaten,0,0,0,1,1,#Div0,0.0,#Div0
irresponsible,0,0,1,0,1,0.0,#Div0,#Div0
Thai,0,1,1,0,2,0.0,#Div0,#Div0
former,0,0,1,0,1,0.0,#Div0,#Div0
ony,0,0,1,0,1,0.0,#Div0,#Div0
sexteen,0,0,1,0,1,0.0,#Div0,#Div0
comes,0,10,0,2,12,#Div0,0.0,#Div0
sorrounds,0,0,0,1,1,#Div0,0.0,#Div0
cuold,0,0,1,0,1,0.0,#Div0,#Div0
losing,0,0,0,4,4,#Div0,0.0,#Div0
ladder,0,0,0,3,3,#Div0,0.0,#Div0
regardless,0,3,1,0,4,0.0,#Div0,#Div0
fundamental,0,1,0,1,2,#Div0,0.0,#Div0
launguge,0,1,1,0,2,0.0,#Div0,#Div0
aobut,0,0,1,0,1,0.0,#Div0,#Div0
awful,0,2,1,0,3,0.0,#Div0,#Div0
ditailed,0,0,1,0,1,0.0,#Div0,#Div0
means,0,29,0,1,30,#Div0,0.0,#Div0
gerenal,0,0,1,0,1,0.0,#Div0,#Div0
endless,0,0,0,1,1,#Div0,0.0,#Div0
elementery,0,0,1,0,1,0.0,#Div0,#Div0
dangerous,0,3,0,4,7,#Div0,0.0,#Div0
current,0,5,1,0,6,0.0,#Div0,#Div0
stupid,0,0,0,1,1,#Div0,0.0,#Div0
taking,0,24,0,6,30,#Div0,0.0,#Div0
system,0,8,0,2,10,#Div0,0.0,#Div0
haviing,0,0,1,0,1,0.0,#Div0,#Div0
realy,0,1,1,0,2,0.0,#Div0,#Div0
relay,1,0,0,1,2,1.0,0.5,0.6666666666666666
differenet,0,0,1,0,1,0.0,#Div0,#Div0
talking,0,8,0,2,10,#Div0,0.0,#Div0
fixing,0,0,0,1,1,#Div0,0.0,#Div0
Next,0,1,1,0,2,0.0,#Div0,#Div0
opened,0,0,0,1,1,#Div0,0.0,#Div0
drastic,0,0,1,0,1,0.0,#Div0,#Div0
stability,0,0,0,2,2,#Div0,0.0,#Div0
nearer,0,0,0,1,1,#Div0,0.0,#Div0
early,0,6,0,1,7,#Div0,0.0,#Div0
