token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
Indeed,0,3,0,0,3,#Div0,#Div0,#Div0
trhere,0,1,0,0,1,#Div0,#Div0,#Div0
saing,0,1,0,0,1,#Div0,#Div0,#Div0
idea,0,59,0,0,59,#Div0,#Div0,#Div0
ends,0,1,0,0,1,#Div0,#Div0,#Div0
marketting,0,1,0,0,1,#Div0,#Div0,#Div0
grandparents,0,5,0,0,5,#Div0,#Div0,#Div0
estate,0,3,0,0,3,#Div0,#Div0,#Div0
haver,0,1,0,0,1,#Div0,#Div0,#Div0
convince,0,3,0,0,3,#Div0,#Div0,#Div0
Knowing,0,3,0,0,3,#Div0,#Div0,#Div0
wealth,0,3,0,0,3,#Div0,#Div0,#Div0
clean,0,4,0,0,4,#Div0,#Div0,#Div0
practices,0,1,0,0,1,#Div0,#Div0,#Div0
driving,0,3,0,0,3,#Div0,#Div0,#Div0
leisure,0,1,0,0,1,#Div0,#Div0,#Div0
post,0,1,0,0,1,#Div0,#Div0,#Div0
dgree,0,1,0,0,1,#Div0,#Div0,#Div0
cuctomers,0,1,0,0,1,#Div0,#Div0,#Div0
schools,0,6,0,0,6,#Div0,#Div0,#Div0
20-years-old,0,1,0,0,1,#Div0,#Div0,#Div0
elderly,0,1,1,0,2,0.0,#Div0,#Div0
shallow,0,0,0,1,1,#Div0,0.0,#Div0
refocus,0,0,0,1,1,#Div0,0.0,#Div0
volunteers,0,2,0,0,2,#Div0,#Div0,#Div0
participation,0,1,0,0,1,#Div0,#Div0,#Div0
doughter,0,1,0,0,1,#Div0,#Div0,#Div0
identify,0,1,0,0,1,#Div0,#Div0,#Div0
resolve,0,2,0,0,2,#Div0,#Div0,#Div0
speaker,0,1,0,0,1,#Div0,#Div0,#Div0
metro,0,1,0,0,1,#Div0,#Div0,#Div0
constantly,0,3,0,0,3,#Div0,#Div0,#Div0
skillls,0,1,0,0,1,#Div0,#Div0,#Div0
cant,0,2,0,0,2,#Div0,#Div0,#Div0
tests,0,4,0,0,4,#Div0,#Div0,#Div0
My,0,21,0,0,21,#Div0,#Div0,#Div0
medication,0,4,0,0,4,#Div0,#Div0,#Div0
helpfull,0,1,0,0,1,#Div0,#Div0,#Div0
acitive,0,1,0,0,1,#Div0,#Div0,#Div0
accelerating,0,0,0,1,1,#Div0,0.0,#Div0
charicristic,0,1,0,0,1,#Div0,#Div0,#Div0
chase,0,0,0,1,1,#Div0,0.0,#Div0
Also,0,22,0,0,22,#Div0,#Div0,#Div0
extremely,0,7,0,0,7,#Div0,#Div0,#Div0
simply,0,7,0,0,7,#Div0,#Div0,#Div0
techological,0,1,0,0,1,#Div0,#Div0,#Div0
often,0,25,0,0,25,#Div0,#Div0,#Div0
Thai,0,2,0,0,2,#Div0,#Div0,#Div0
homeless,0,1,0,0,1,#Div0,#Div0,#Div0
kidnapped,0,1,0,0,1,#Div0,#Div0,#Div0
passes,0,1,0,0,1,#Div0,#Div0,#Div0
sopping,0,1,0,0,1,#Div0,#Div0,#Div0
comunity,0,4,0,0,4,#Div0,#Div0,#Div0
existed,0,2,0,0,2,#Div0,#Div0,#Div0
As,0,36,0,0,36,#Div0,#Div0,#Div0
Yes,0,3,0,0,3,#Div0,#Div0,#Div0
central,0,1,0,0,1,#Div0,#Div0,#Div0
bought,0,7,0,0,7,#Div0,#Div0,#Div0
brain,0,9,0,0,9,#Div0,#Div0,#Div0
avalability,0,1,0,0,1,#Div0,#Div0,#Div0
responsabilty,0,1,0,0,1,#Div0,#Div0,#Div0
vivid,0,1,0,0,1,#Div0,#Div0,#Div0
archeological,0,1,0,0,1,#Div0,#Div0,#Div0
require,0,6,0,1,7,#Div0,0.0,#Div0
car,0,91,0,0,91,#Div0,#Div0,#Div0
safety,0,4,0,1,5,#Div0,0.0,#Div0
throught,0,3,0,0,3,#Div0,#Div0,#Div0
apportunities,0,1,0,0,1,#Div0,#Div0,#Div0
amny,0,1,0,0,1,#Div0,#Div0,#Div0
begining,0,3,0,0,3,#Div0,#Div0,#Div0
phase,0,0,0,2,2,#Div0,0.0,#Div0
their,0,355,0,0,355,#Div0,#Div0,#Div0
frighten,0,1,0,0,1,#Div0,#Div0,#Div0
cisrcustances,0,1,0,0,1,#Div0,#Div0,#Div0
Well,0,3,0,0,3,#Div0,#Div0,#Div0
manufacturers,0,1,0,0,1,#Div0,#Div0,#Div0
imperative,0,1,0,0,1,#Div0,#Div0,#Div0
holding,0,1,0,0,1,#Div0,#Div0,#Div0
prodoct,0,1,0,0,1,#Div0,#Div0,#Div0
creats,0,1,0,0,1,#Div0,#Div0,#Div0
easier,0,18,0,0,18,#Div0,#Div0,#Div0
companie,0,1,0,0,1,#Div0,#Div0,#Div0
site,0,7,0,0,7,#Div0,#Div0,#Div0
raise,0,1,0,0,1,#Div0,#Div0,#Div0
culural,0,1,0,0,1,#Div0,#Div0,#Div0
elementse,0,1,0,0,1,#Div0,#Div0,#Div0
regular,0,2,0,0,2,#Div0,#Div0,#Div0
bilological,0,1,0,0,1,#Div0,#Div0,#Div0
has,0,139,0,5,144,#Div0,0.0,#Div0
ruining,0,0,0,4,4,#Div0,0.0,#Div0
kinds,0,9,0,0,9,#Div0,#Div0,#Div0
video,0,1,0,0,1,#Div0,#Div0,#Div0
growth,0,6,0,4,10,#Div0,0.0,#Div0
stimulus,0,1,0,0,1,#Div0,#Div0,#Div0
acknowledged,0,1,0,0,1,#Div0,#Div0,#Div0
Sartori,0,1,0,0,1,#Div0,#Div0,#Div0
adversion,0,1,0,0,1,#Div0,#Div0,#Div0
Last,0,6,0,0,6,#Div0,#Div0,#Div0
lazing,0,1,0,0,1,#Div0,#Div0,#Div0
easily,0,20,0,0,20,#Div0,#Div0,#Div0
Public,0,2,0,0,2,#Div0,#Div0,#Div0
Shockingly,0,1,0,0,1,#Div0,#Div0,#Div0
enhanse,0,1,0,0,1,#Div0,#Div0,#Div0
..,0,2,0,0,2,#Div0,#Div0,#Div0
acquired,0,3,0,1,4,#Div0,0.0,#Div0
glass-making,0,1,0,0,1,#Div0,#Div0,#Div0
effort,0,10,0,0,10,#Div0,#Div0,#Div0
sign,0,1,0,2,3,#Div0,0.0,#Div0
market,0,12,0,0,12,#Div0,#Div0,#Div0
duties,0,3,0,0,3,#Div0,#Div0,#Div0
appears,0,1,0,0,1,#Div0,#Div0,#Div0
Than,0,1,0,0,1,#Div0,#Div0,#Div0
economic,0,7,0,0,7,#Div0,#Div0,#Div0
save,0,5,0,3,8,#Div0,0.0,#Div0
pediatritions,0,1,0,0,1,#Div0,#Div0,#Div0
send,0,1,0,1,2,#Div0,0.0,#Div0
institutions,0,1,0,0,1,#Div0,#Div0,#Div0
Big,0,1,0,0,1,#Div0,#Div0,#Div0
fought,0,0,0,1,1,#Div0,0.0,#Div0
imitate,0,1,0,0,1,#Div0,#Div0,#Div0
stongly,0,0,0,2,2,#Div0,0.0,#Div0
bad,0,17,0,0,17,#Div0,#Div0,#Div0
pharmacy,0,3,0,0,3,#Div0,#Div0,#Div0
evolution,0,0,0,1,1,#Div0,0.0,#Div0
govronment,0,1,0,0,1,#Div0,#Div0,#Div0
suffered,0,1,0,0,1,#Div0,#Div0,#Div0
categorizing,0,1,0,0,1,#Div0,#Div0,#Div0
specifically,0,3,0,0,3,#Div0,#Div0,#Div0
investments,0,1,0,0,1,#Div0,#Div0,#Div0
past,0,19,0,0,19,#Div0,#Div0,#Div0
question,0,22,0,0,22,#Div0,#Div0,#Div0
talked,0,3,0,0,3,#Div0,#Div0,#Div0
statment,0,15,0,0,15,#Div0,#Div0,#Div0
leaders,0,1,0,0,1,#Div0,#Div0,#Div0
document,0,1,0,0,1,#Div0,#Div0,#Div0
toshiba,0,4,0,0,4,#Div0,#Div0,#Div0
complained,0,1,0,0,1,#Div0,#Div0,#Div0
selfpleasing,0,2,0,0,2,#Div0,#Div0,#Div0
extend,0,0,0,1,1,#Div0,0.0,#Div0
retirment,0,1,0,0,1,#Div0,#Div0,#Div0
shop,0,5,0,0,5,#Div0,#Div0,#Div0
Your,0,3,0,0,3,#Div0,#Div0,#Div0
deseas,0,1,0,0,1,#Div0,#Div0,#Div0
doors,0,1,0,1,2,#Div0,0.0,#Div0
Depending,0,2,0,0,2,#Div0,#Div0,#Div0
ew,0,1,0,0,1,#Div0,#Div0,#Div0
go,0,65,6,10,81,0.0,0.0,#Div0
schuale,0,1,0,0,1,#Div0,#Div0,#Div0
careful,0,3,0,0,3,#Div0,#Div0,#Div0
Simply,0,1,0,0,1,#Div0,#Div0,#Div0
literature,0,2,0,0,2,#Div0,#Div0,#Div0
levels,0,2,0,0,2,#Div0,#Div0,#Div0
pollute,0,1,0,0,1,#Div0,#Div0,#Div0
quiet,0,1,0,0,1,#Div0,#Div0,#Div0
posters,0,1,0,0,1,#Div0,#Div0,#Div0
bed,0,1,0,0,1,#Div0,#Div0,#Div0
enhance,0,1,0,0,1,#Div0,#Div0,#Div0
Who,0,4,0,0,4,#Div0,#Div0,#Div0
loosing,0,0,0,1,1,#Div0,0.0,#Div0
business,0,32,0,0,32,#Div0,#Div0,#Div0
ambulances,0,1,0,0,1,#Div0,#Div0,#Div0
parallel,0,0,0,1,1,#Div0,0.0,#Div0
authority,0,1,0,0,1,#Div0,#Div0,#Div0
legally,0,1,0,0,1,#Div0,#Div0,#Div0
detamined,0,1,0,0,1,#Div0,#Div0,#Div0
partern,0,1,0,0,1,#Div0,#Div0,#Div0
9,0,1,0,0,1,#Div0,#Div0,#Div0
Angeles,0,1,0,0,1,#Div0,#Div0,#Div0
international,0,1,0,0,1,#Div0,#Div0,#Div0
surronded,0,0,0,1,1,#Div0,0.0,#Div0
many,0,200,20,0,220,0.0,#Div0,#Div0
survival,0,1,0,0,1,#Div0,#Div0,#Div0
professor,0,4,0,0,4,#Div0,#Div0,#Div0
goodsproducts,0,1,0,0,1,#Div0,#Div0,#Div0
absolutely,0,4,0,0,4,#Div0,#Div0,#Div0
appeared,0,1,0,0,1,#Div0,#Div0,#Div0
Form,0,1,0,0,1,#Div0,#Div0,#Div0
Mr,0,1,0,0,1,#Div0,#Div0,#Div0
NGO,0,1,0,0,1,#Div0,#Div0,#Div0
amusement,0,1,0,0,1,#Div0,#Div0,#Div0
early,0,6,0,1,7,#Div0,0.0,#Div0
develop,0,7,0,5,12,#Div0,0.0,#Div0
learing,0,2,0,0,2,#Div0,#Div0,#Div0
eightteen,0,1,0,0,1,#Div0,#Div0,#Div0
aeg,0,1,0,0,1,#Div0,#Div0,#Div0
educational,0,3,0,0,3,#Div0,#Div0,#Div0
mine,0,3,0,0,3,#Div0,#Div0,#Div0
enjoyit,0,1,0,0,1,#Div0,#Div0,#Div0
intruction,0,1,0,0,1,#Div0,#Div0,#Div0
believed,0,5,0,0,5,#Div0,#Div0,#Div0
oclock,0,2,0,0,2,#Div0,#Div0,#Div0
earn,0,3,0,0,3,#Div0,#Div0,#Div0
ownself,0,1,0,0,1,#Div0,#Div0,#Div0
products,0,93,0,0,93,#Div0,#Div0,#Div0
intelligent,0,2,0,0,2,#Div0,#Div0,#Div0
divided,0,0,0,1,1,#Div0,0.0,#Div0
side,0,5,0,2,7,#Div0,0.0,#Div0
traveler,0,1,0,0,1,#Div0,#Div0,#Div0
mindes,0,1,0,0,1,#Div0,#Div0,#Div0
truks,0,1,0,0,1,#Div0,#Div0,#Div0
complement,0,0,0,1,1,#Div0,0.0,#Div0
someone,0,19,0,0,19,#Div0,#Div0,#Div0
Shoten,0,1,0,0,1,#Div0,#Div0,#Div0
able,0,66,0,0,66,#Div0,#Div0,#Div0
the,0,2383,0,20,2403,#Div0,0.0,#Div0
cambodian,0,1,0,0,1,#Div0,#Div0,#Div0
son,0,5,0,0,5,#Div0,#Div0,#Div0
traveking,0,1,0,0,1,#Div0,#Div0,#Div0
state,0,6,0,0,6,#Div0,#Div0,#Div0
effecient,0,1,0,0,1,#Div0,#Div0,#Div0
biography,0,1,0,0,1,#Div0,#Div0,#Div0
against,0,6,0,1,7,#Div0,0.0,#Div0
Firtst,0,1,0,0,1,#Div0,#Div0,#Div0
weather,0,1,0,0,1,#Div0,#Div0,#Div0
summerize,0,1,0,0,1,#Div0,#Div0,#Div0
necessity,0,4,0,0,4,#Div0,#Div0,#Div0
assistance,0,1,0,0,1,#Div0,#Div0,#Div0
seem,0,36,0,0,36,#Div0,#Div0,#Div0
norm,0,1,0,0,1,#Div0,#Div0,#Div0
heshe,0,13,0,0,13,#Div0,#Div0,#Div0
intimacy,0,1,0,0,1,#Div0,#Div0,#Div0
dreaming,0,0,0,1,1,#Div0,0.0,#Div0
drop,0,0,0,2,2,#Div0,0.0,#Div0
Not,0,9,0,0,9,#Div0,#Div0,#Div0
hurm,0,0,0,1,1,#Div0,0.0,#Div0
enable,0,2,0,0,2,#Div0,#Div0,#Div0
contain,0,1,0,0,1,#Div0,#Div0,#Div0
taxi,0,1,0,0,1,#Div0,#Div0,#Div0
droughts,0,1,0,0,1,#Div0,#Div0,#Div0
harmful,0,1,0,0,1,#Div0,#Div0,#Div0
Mongolia,0,1,0,0,1,#Div0,#Div0,#Div0
co-relationship,0,1,0,0,1,#Div0,#Div0,#Div0
strongly,0,2,0,13,15,#Div0,0.0,#Div0
keeping,0,2,0,1,3,#Div0,0.0,#Div0
Lastly,0,6,0,0,6,#Div0,#Div0,#Div0
fron,0,2,0,0,2,#Div0,#Div0,#Div0
newspapper,0,1,0,0,1,#Div0,#Div0,#Div0
stories,0,1,0,0,1,#Div0,#Div0,#Div0
late,0,5,0,2,7,#Div0,0.0,#Div0
marketed,0,1,0,0,1,#Div0,#Div0,#Div0
feeling,0,8,0,0,8,#Div0,#Div0,#Div0
sizing,0,1,0,0,1,#Div0,#Div0,#Div0
liek,0,1,0,0,1,#Div0,#Div0,#Div0
fixing,0,0,0,1,1,#Div0,0.0,#Div0
polluting,0,1,0,0,1,#Div0,#Div0,#Div0
cleaner,0,1,0,0,1,#Div0,#Div0,#Div0
Friday,0,1,0,0,1,#Div0,#Div0,#Div0
provide,0,10,0,3,13,#Div0,0.0,#Div0
realistic,0,1,0,0,1,#Div0,#Div0,#Div0
pousposes,0,1,0,0,1,#Div0,#Div0,#Div0
superficial,0,0,0,1,1,#Div0,0.0,#Div0
prefe,0,1,0,0,1,#Div0,#Div0,#Div0
willing,0,9,0,1,10,#Div0,0.0,#Div0
matters,0,3,0,0,3,#Div0,#Div0,#Div0
derives,0,0,0,1,1,#Div0,0.0,#Div0
negatively,0,1,0,0,1,#Div0,#Div0,#Div0
tendency,0,3,0,0,3,#Div0,#Div0,#Div0
Teachers,0,2,0,0,2,#Div0,#Div0,#Div0
thir,0,1,0,0,1,#Div0,#Div0,#Div0
flowing,0,0,0,1,1,#Div0,0.0,#Div0
repsreesnted,0,1,0,0,1,#Div0,#Div0,#Div0
You,0,23,0,0,23,#Div0,#Div0,#Div0
successfful,0,1,0,0,1,#Div0,#Div0,#Div0
whey,0,1,0,0,1,#Div0,#Div0,#Div0
enjoyable,0,7,0,0,7,#Div0,#Div0,#Div0
benefitial,0,1,0,0,1,#Div0,#Div0,#Div0
original,0,2,0,1,3,#Div0,0.0,#Div0
fishing,0,1,0,0,1,#Div0,#Div0,#Div0
obstacles,0,0,0,1,1,#Div0,0.0,#Div0
church,0,4,0,0,4,#Div0,#Div0,#Div0
wast,0,0,0,2,2,#Div0,0.0,#Div0
date,0,2,0,0,2,#Div0,#Div0,#Div0
during,0,27,0,0,27,#Div0,#Div0,#Div0
opprtunity,0,1,0,0,1,#Div0,#Div0,#Div0
unuseful,0,1,0,0,1,#Div0,#Div0,#Div0
ships,0,4,0,0,4,#Div0,#Div0,#Div0
behind,0,1,0,6,7,#Div0,0.0,#Div0
Given,0,1,0,0,1,#Div0,#Div0,#Div0
abig,0,1,0,0,1,#Div0,#Div0,#Div0
Technology,0,1,0,0,1,#Div0,#Div0,#Div0
appreciation,0,3,0,0,3,#Div0,#Div0,#Div0
predict,0,1,0,0,1,#Div0,#Div0,#Div0
adding,0,1,0,0,1,#Div0,#Div0,#Div0
intended,0,1,0,0,1,#Div0,#Div0,#Div0
realizes,0,1,0,0,1,#Div0,#Div0,#Div0
U,0,2,0,0,2,#Div0,#Div0,#Div0
desicions,0,1,0,0,1,#Div0,#Div0,#Div0
probaly,0,1,0,0,1,#Div0,#Div0,#Div0
wonder,0,2,0,0,2,#Div0,#Div0,#Div0
seasons,0,1,0,0,1,#Div0,#Div0,#Div0
flower,0,0,0,1,1,#Div0,0.0,#Div0
bored,0,3,0,0,3,#Div0,#Div0,#Div0
On,0,27,0,0,27,#Div0,#Div0,#Div0
features,0,9,0,0,9,#Div0,#Div0,#Div0
prioreties,0,1,0,0,1,#Div0,#Div0,#Div0
He,0,22,0,0,22,#Div0,#Div0,#Div0
month,0,4,0,0,4,#Div0,#Div0,#Div0
spite,0,1,0,0,1,#Div0,#Div0,#Div0
immediately,0,1,0,0,1,#Div0,#Div0,#Div0
Regarding,0,1,0,0,1,#Div0,#Div0,#Div0
trying,0,32,0,0,32,#Div0,#Div0,#Div0
decent,0,2,0,0,2,#Div0,#Div0,#Div0
United,0,9,0,0,9,#Div0,#Div0,#Div0
black,0,1,0,0,1,#Div0,#Div0,#Div0
animals,0,3,0,1,4,#Div0,0.0,#Div0
city,0,29,0,0,29,#Div0,#Div0,#Div0
gravity,0,1,0,0,1,#Div0,#Div0,#Div0
specilaized,0,1,0,0,1,#Div0,#Div0,#Div0
exiciting,0,1,0,0,1,#Div0,#Div0,#Div0
ensures,0,1,0,0,1,#Div0,#Div0,#Div0
Having,0,5,0,0,5,#Div0,#Div0,#Div0
construction,0,2,0,0,2,#Div0,#Div0,#Div0
realize,0,7,0,0,7,#Div0,#Div0,#Div0
conciousness,0,1,0,0,1,#Div0,#Div0,#Div0
argue,0,4,0,0,4,#Div0,#Div0,#Div0
academic,0,42,0,0,42,#Div0,#Div0,#Div0
text,0,4,0,0,4,#Div0,#Div0,#Div0
parks,0,2,0,0,2,#Div0,#Div0,#Div0
no,0,68,0,0,68,#Div0,#Div0,#Div0
75,0,2,0,0,2,#Div0,#Div0,#Div0
families,0,10,0,0,10,#Div0,#Div0,#Div0
guiding,0,1,0,0,1,#Div0,#Div0,#Div0
definetly,0,1,0,0,1,#Div0,#Div0,#Div0
petrollium,0,1,0,0,1,#Div0,#Div0,#Div0
neighborhoods,0,1,0,0,1,#Div0,#Div0,#Div0
mastered,0,1,0,0,1,#Div0,#Div0,#Div0
logical,0,1,0,0,1,#Div0,#Div0,#Div0
obtained,0,0,0,1,1,#Div0,0.0,#Div0
beauty,0,3,0,0,3,#Div0,#Div0,#Div0
still,0,28,0,0,28,#Div0,#Div0,#Div0
neede,0,1,0,0,1,#Div0,#Div0,#Div0
connections,0,0,0,1,1,#Div0,0.0,#Div0
greatly,0,2,0,0,2,#Div0,#Div0,#Div0
possiblity,0,1,0,0,1,#Div0,#Div0,#Div0
am,0,63,0,0,63,#Div0,#Div0,#Div0
colloge,0,1,0,0,1,#Div0,#Div0,#Div0
colorful,0,1,0,0,1,#Div0,#Div0,#Div0
achive,0,1,0,0,1,#Div0,#Div0,#Div0
sucess,0,1,0,0,1,#Div0,#Div0,#Div0
situation,0,24,0,0,24,#Div0,#Div0,#Div0
spend,0,13,0,37,50,#Div0,0.0,#Div0
anew,0,2,0,0,2,#Div0,#Div0,#Div0
Products,0,1,0,0,1,#Div0,#Div0,#Div0
wight,0,2,0,0,2,#Div0,#Div0,#Div0
crash,0,0,0,1,1,#Div0,0.0,#Div0
Air,0,1,0,0,1,#Div0,#Div0,#Div0
previously,0,3,0,0,3,#Div0,#Div0,#Div0
lines,0,2,0,0,2,#Div0,#Div0,#Div0
non,0,2,0,0,2,#Div0,#Div0,#Div0
civilization,0,1,0,0,1,#Div0,#Div0,#Div0
three,0,12,0,0,12,#Div0,#Div0,#Div0
enjoyment,0,4,0,0,4,#Div0,#Div0,#Div0
similarity,0,1,0,0,1,#Div0,#Div0,#Div0
knowled,0,0,0,1,1,#Div0,0.0,#Div0
everything,0,20,0,0,20,#Div0,#Div0,#Div0
proirity,0,1,0,0,1,#Div0,#Div0,#Div0
keep,0,18,0,9,27,#Div0,0.0,#Div0
bodies,0,1,0,0,1,#Div0,#Div0,#Div0
steal,0,2,0,0,2,#Div0,#Div0,#Div0
overestimate,0,1,0,0,1,#Div0,#Div0,#Div0
releated,0,1,0,0,1,#Div0,#Div0,#Div0
bound,0,0,0,2,2,#Div0,0.0,#Div0
messege,0,0,0,1,1,#Div0,0.0,#Div0
abstract,0,1,0,0,1,#Div0,#Div0,#Div0
bono,0,1,0,0,1,#Div0,#Div0,#Div0
accurate,0,1,0,0,1,#Div0,#Div0,#Div0
knowldege,0,1,0,0,1,#Div0,#Div0,#Div0
beycicles,0,1,0,0,1,#Div0,#Div0,#Div0
corse,0,1,0,0,1,#Div0,#Div0,#Div0
proudly,0,1,0,0,1,#Div0,#Div0,#Div0
messages,0,0,0,1,1,#Div0,0.0,#Div0
above,0,20,0,0,20,#Div0,#Div0,#Div0
birthday,0,2,0,0,2,#Div0,#Div0,#Div0
situatio,0,1,0,0,1,#Div0,#Div0,#Div0
ever,0,16,0,0,16,#Div0,#Div0,#Div0
inconvinient,0,1,0,0,1,#Div0,#Div0,#Div0
agrree,0,1,0,0,1,#Div0,#Div0,#Div0
Milan,0,1,0,0,1,#Div0,#Div0,#Div0
aobut,0,1,0,0,1,#Div0,#Div0,#Div0
saved,0,2,0,1,3,#Div0,0.0,#Div0
ditailed,0,1,0,0,1,#Div0,#Div0,#Div0
100,0,2,0,0,2,#Div0,#Div0,#Div0
qualities,0,1,0,0,1,#Div0,#Div0,#Div0
moon,0,1,0,0,1,#Div0,#Div0,#Div0
biased,0,2,0,0,2,#Div0,#Div0,#Div0
suspecting,0,1,0,0,1,#Div0,#Div0,#Div0
sudinly,0,1,0,0,1,#Div0,#Div0,#Div0
Increasing,0,1,0,0,1,#Div0,#Div0,#Div0
y,0,1,0,0,1,#Div0,#Div0,#Div0
cured,0,1,0,0,1,#Div0,#Div0,#Div0
cream,0,2,0,0,2,#Div0,#Div0,#Div0
weare,0,1,0,0,1,#Div0,#Div0,#Div0
contained,0,0,0,1,1,#Div0,0.0,#Div0
Drink,0,1,0,0,1,#Div0,#Div0,#Div0
politician,0,1,0,0,1,#Div0,#Div0,#Div0
colored,0,1,0,0,1,#Div0,#Div0,#Div0
riding,0,1,0,0,1,#Div0,#Div0,#Div0
noone,0,1,0,0,1,#Div0,#Div0,#Div0
manipulate,0,1,0,0,1,#Div0,#Div0,#Div0
remembered,0,2,0,0,2,#Div0,#Div0,#Div0
drinks,0,3,0,0,3,#Div0,#Div0,#Div0
organize,0,11,0,0,11,#Div0,#Div0,#Div0
remember,0,19,0,0,19,#Div0,#Div0,#Div0
foundamental,0,1,0,0,1,#Div0,#Div0,#Div0
rapidly,0,3,0,1,4,#Div0,0.0,#Div0
decreasing,0,2,0,0,2,#Div0,#Div0,#Div0
exelent,0,1,0,0,1,#Div0,#Div0,#Div0
trips,0,8,0,0,8,#Div0,#Div0,#Div0
advantageas,0,1,0,0,1,#Div0,#Div0,#Div0
fluent,0,1,0,0,1,#Div0,#Div0,#Div0
ordered,0,3,0,0,3,#Div0,#Div0,#Div0
mistake,0,1,0,0,1,#Div0,#Div0,#Div0
hired,0,1,0,0,1,#Div0,#Div0,#Div0
been,0,57,0,0,57,#Div0,#Div0,#Div0
beautiful,0,6,0,0,6,#Div0,#Div0,#Div0
bragging,0,2,0,0,2,#Div0,#Div0,#Div0
temperatures,0,1,0,0,1,#Div0,#Div0,#Div0
fake,0,0,0,1,1,#Div0,0.0,#Div0
client,0,1,0,0,1,#Div0,#Div0,#Div0
producing,0,3,0,0,3,#Div0,#Div0,#Div0
ruin,0,0,0,1,1,#Div0,0.0,#Div0
impressions,0,1,0,0,1,#Div0,#Div0,#Div0
scientist,0,1,0,0,1,#Div0,#Div0,#Div0
exercise,0,5,0,0,5,#Div0,#Div0,#Div0
fanatic,0,0,0,1,1,#Div0,0.0,#Div0
doubt,0,6,0,0,6,#Div0,#Div0,#Div0
entertaining,0,1,0,0,1,#Div0,#Div0,#Div0
invented,0,3,0,0,3,#Div0,#Div0,#Div0
customers,0,19,0,0,19,#Div0,#Div0,#Div0
industrialization,0,1,0,0,1,#Div0,#Div0,#Div0
80s,0,2,0,0,2,#Div0,#Div0,#Div0
wives,0,1,0,0,1,#Div0,#Div0,#Div0
straight,0,0,0,1,1,#Div0,0.0,#Div0
responsible,0,6,0,0,6,#Div0,#Div0,#Div0
intrested,0,1,0,0,1,#Div0,#Div0,#Div0
users,0,3,0,0,3,#Div0,#Div0,#Div0
ignorant,0,1,0,0,1,#Div0,#Div0,#Div0
denifit,0,1,0,0,1,#Div0,#Div0,#Div0
boths,0,1,0,0,1,#Div0,#Div0,#Div0
knowledge,0,150,0,0,150,#Div0,#Div0,#Div0
stating,0,1,0,0,1,#Div0,#Div0,#Div0
such,0,74,0,0,74,#Div0,#Div0,#Div0
mentally,0,1,0,0,1,#Div0,#Div0,#Div0
eith,0,1,0,0,1,#Div0,#Div0,#Div0
knowldge,0,7,0,0,7,#Div0,#Div0,#Div0
worried,0,4,0,0,4,#Div0,#Div0,#Div0
mistakes,0,2,0,0,2,#Div0,#Div0,#Div0
one,0,211,0,0,211,#Div0,#Div0,#Div0
m,0,20,0,0,20,#Div0,#Div0,#Div0
espcially,0,1,0,0,1,#Div0,#Div0,#Div0
monthly,0,1,0,0,1,#Div0,#Div0,#Div0
eating,0,2,0,0,2,#Div0,#Div0,#Div0
scary,0,1,0,0,1,#Div0,#Div0,#Div0
peas,0,1,0,0,1,#Div0,#Div0,#Div0
Motivation,0,2,0,0,2,#Div0,#Div0,#Div0
electric,0,6,0,0,6,#Div0,#Div0,#Div0
reseached,0,1,0,0,1,#Div0,#Div0,#Div0
none,0,3,0,0,3,#Div0,#Div0,#Div0
constraints,0,0,0,1,1,#Div0,0.0,#Div0
Dells,0,1,0,0,1,#Div0,#Div0,#Div0
world,0,70,0,8,78,#Div0,0.0,#Div0
successes,0,1,0,0,1,#Div0,#Div0,#Div0
chld,0,1,0,0,1,#Div0,#Div0,#Div0
causing,0,1,0,0,1,#Div0,#Div0,#Div0
chain,0,0,0,2,2,#Div0,0.0,#Div0
nomal,0,1,0,0,1,#Div0,#Div0,#Div0
volunteer,0,1,0,0,1,#Div0,#Div0,#Div0
plaque,0,2,0,0,2,#Div0,#Div0,#Div0
tested,0,1,0,0,1,#Div0,#Div0,#Div0
malls,0,2,0,0,2,#Div0,#Div0,#Div0
Both,0,2,0,0,2,#Div0,#Div0,#Div0
meals,0,1,0,0,1,#Div0,#Div0,#Div0
dominated,0,0,0,1,1,#Div0,0.0,#Div0
nomades,0,1,0,0,1,#Div0,#Div0,#Div0
qualified,0,1,0,0,1,#Div0,#Div0,#Div0
harm,0,1,0,1,2,#Div0,0.0,#Div0
markets,0,1,0,0,1,#Div0,#Div0,#Div0
activity,0,7,0,0,7,#Div0,#Div0,#Div0
mind,0,29,0,0,29,#Div0,#Div0,#Div0
else,0,9,0,0,9,#Div0,#Div0,#Div0
stars,0,0,0,1,1,#Div0,0.0,#Div0
chemistry,0,2,0,0,2,#Div0,#Div0,#Div0
writing,0,4,0,0,4,#Div0,#Div0,#Div0
without,0,57,0,0,57,#Div0,#Div0,#Div0
accidently,0,0,0,1,1,#Div0,0.0,#Div0
feature,0,1,0,0,1,#Div0,#Div0,#Div0
birth,0,1,0,0,1,#Div0,#Div0,#Div0
stops,0,1,0,0,1,#Div0,#Div0,#Div0
bother,0,2,0,0,2,#Div0,#Div0,#Div0
reduces,0,0,0,1,1,#Div0,0.0,#Div0
toys,0,2,0,0,2,#Div0,#Div0,#Div0
