token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
,0,3,390,0,393,0.0,#Div0,#Div0
ladder,0,0,0,3,3,#Div0,0.0,#Div0
Reaching,0,0,0,1,1,#Div0,0.0,#Div0
today,0,0,3,0,3,#Div0,#Div0,#Div0
shoud,0,0,1,0,1,#Div0,#Div0,#Div0
quits,0,0,1,0,1,#Div0,#Div0,#Div0
base,0,0,0,2,2,#Div0,0.0,#Div0
Smith,0,0,1,0,1,#Div0,#Div0,#Div0
multiply,0,0,1,1,2,#Div0,0.0,#Div0
contrasted,0,0,1,0,1,#Div0,#Div0,#Div0
laud,0,0,1,0,1,#Div0,#Div0,#Div0
suppose,0,0,2,0,2,#Div0,#Div0,#Div0
close,0,0,0,1,1,#Div0,0.0,#Div0
decreases,0,0,1,0,1,#Div0,#Div0,#Div0
Shafeek,0,0,1,0,1,#Div0,#Div0,#Div0
Given,0,0,1,0,1,#Div0,#Div0,#Div0
unique,0,0,1,0,1,#Div0,#Div0,#Div0
category,0,0,2,0,2,#Div0,#Div0,#Div0
write,0,0,5,0,5,#Div0,#Div0,#Div0
guarantee,0,0,2,0,2,#Div0,#Div0,#Div0
recover,0,0,1,0,1,#Div0,#Div0,#Div0
developed,0,0,5,3,8,#Div0,0.0,#Div0
inorder,0,0,1,0,1,#Div0,#Div0,#Div0
substitute,0,0,1,0,1,#Div0,#Div0,#Div0
identified,0,0,2,0,2,#Div0,#Div0,#Div0
studio,0,0,1,0,1,#Div0,#Div0,#Div0
emerge,0,0,0,1,1,#Div0,0.0,#Div0
suit,0,0,1,1,2,#Div0,0.0,#Div0
confirm,0,0,1,0,1,#Div0,#Div0,#Div0
real,0,0,27,0,27,#Div0,#Div0,#Div0
define,0,0,3,0,3,#Div0,#Div0,#Div0
tons,0,0,0,1,1,#Div0,0.0,#Div0
concentrates,0,0,0,1,1,#Div0,0.0,#Div0
instant,0,0,1,0,1,#Div0,#Div0,#Div0
indepth,0,0,0,1,1,#Div0,0.0,#Div0
ll,0,0,5,0,5,#Div0,#Div0,#Div0
size,0,0,1,0,1,#Div0,#Div0,#Div0
waiting,0,0,4,0,4,#Div0,#Div0,#Div0
following,0,0,7,1,8,#Div0,0.0,#Div0
Rohn,0,0,1,0,1,#Div0,#Div0,#Div0
accepted,0,0,2,0,2,#Div0,#Div0,#Div0
chance,0,0,1,0,1,#Div0,#Div0,#Div0
don,0,0,3,0,3,#Div0,#Div0,#Div0
completed,0,0,1,0,1,#Div0,#Div0,#Div0
remember,0,0,15,0,15,#Div0,#Div0,#Div0
loans,0,0,1,0,1,#Div0,#Div0,#Div0
selected,0,0,1,0,1,#Div0,#Div0,#Div0
pursue,0,0,0,2,2,#Div0,0.0,#Div0
usefull,0,0,2,0,2,#Div0,#Div0,#Div0
game,0,0,2,0,2,#Div0,#Div0,#Div0
talk,0,10,8,0,18,0.0,#Div0,#Div0
plans,0,0,1,0,1,#Div0,#Div0,#Div0
disappear,0,0,2,1,3,#Div0,0.0,#Div0
shelter,0,0,1,0,1,#Div0,#Div0,#Div0
enter,0,1,2,0,3,0.0,#Div0,#Div0
half,0,0,1,0,1,#Div0,#Div0,#Div0
rare,0,0,0,1,1,#Div0,0.0,#Div0
undertaken,0,0,1,0,1,#Div0,#Div0,#Div0
design,0,0,5,0,5,#Div0,#Div0,#Div0
access,0,0,1,0,1,#Div0,#Div0,#Div0
horror,0,0,1,0,1,#Div0,#Div0,#Div0
bonds,0,0,0,2,2,#Div0,0.0,#Div0
smooth,0,0,0,1,1,#Div0,0.0,#Div0
lots,0,0,22,0,22,#Div0,#Div0,#Div0
unfamiliar,0,0,1,0,1,#Div0,#Div0,#Div0
asserted,0,0,1,0,1,#Div0,#Div0,#Div0
run,1,0,1,6,8,1.0,0.14285714285714285,0.25
attractivity,0,0,0,1,1,#Div0,0.0,#Div0
expanded,0,0,0,2,2,#Div0,0.0,#Div0
facing,0,0,0,2,2,#Div0,0.0,#Div0
effect,0,0,1,0,1,#Div0,#Div0,#Div0
listen,0,1,1,0,2,0.0,#Div0,#Div0
means,0,0,26,1,27,#Div0,0.0,#Div0
sticks,0,0,3,0,3,#Div0,#Div0,#Div0
license,0,0,1,0,1,#Div0,#Div0,#Div0
buys,0,0,1,0,1,#Div0,#Div0,#Div0
Italian,0,0,2,0,2,#Div0,#Div0,#Div0
jungle,0,0,0,2,2,#Div0,0.0,#Div0
reading,0,0,5,0,5,#Div0,#Div0,#Div0
love,0,0,10,0,10,#Div0,#Div0,#Div0
collect,0,0,1,0,1,#Div0,#Div0,#Div0
Spikes,0,0,0,1,1,#Div0,0.0,#Div0
law,0,0,1,1,2,#Div0,0.0,#Div0
balanced,0,0,0,1,1,#Div0,0.0,#Div0
educating,0,0,2,0,2,#Div0,#Div0,#Div0
Agreeing,0,0,1,0,1,#Div0,#Div0,#Div0
buy,0,0,34,1,35,#Div0,0.0,#Div0
happen,0,0,7,0,7,#Div0,#Div0,#Div0
sopping,0,0,1,0,1,#Div0,#Div0,#Div0
inspired,0,0,1,0,1,#Div0,#Div0,#Div0
wealthy,0,0,1,0,1,#Div0,#Div0,#Div0
yong,0,0,3,0,3,#Div0,#Div0,#Div0
foregin,0,0,3,0,3,#Div0,#Div0,#Div0
stay,0,0,8,1,9,#Div0,0.0,#Div0
attachment,0,0,0,1,1,#Div0,0.0,#Div0
ecology,0,0,1,0,1,#Div0,#Div0,#Div0
suffer,1,0,0,0,1,1.0,1.0,1.0
differents,0,0,1,0,1,#Div0,#Div0,#Div0
morgage,0,0,1,0,1,#Div0,#Div0,#Div0
reed,0,0,1,0,1,#Div0,#Div0,#Div0
accorded,0,0,1,0,1,#Div0,#Div0,#Div0
intended,0,0,1,0,1,#Div0,#Div0,#Div0
hidden,0,0,0,2,2,#Div0,0.0,#Div0
destroyed,0,0,1,0,1,#Div0,#Div0,#Div0
numerous,0,1,1,0,2,0.0,#Div0,#Div0
ecological,0,0,3,0,3,#Div0,#Div0,#Div0
powerful,0,0,0,1,1,#Div0,0.0,#Div0
technological,0,0,4,0,4,#Div0,#Div0,#Div0
groups,0,0,1,0,1,#Div0,#Div0,#Div0
measure,0,0,0,2,2,#Div0,0.0,#Div0
hackers,0,0,1,0,1,#Div0,#Div0,#Div0
helped,0,0,2,0,2,#Div0,#Div0,#Div0
overwhelm,0,0,0,1,1,#Div0,0.0,#Div0
answer,0,0,3,0,3,#Div0,#Div0,#Div0
share,0,0,0,1,1,#Div0,0.0,#Div0
periods,0,0,1,0,1,#Div0,#Div0,#Div0
ware,0,0,2,0,2,#Div0,#Div0,#Div0
Nowadays,0,0,1,0,1,#Div0,#Div0,#Div0
adays,0,0,3,0,3,#Div0,#Div0,#Div0
wander,0,0,1,0,1,#Div0,#Div0,#Div0
needed,0,0,13,0,13,#Div0,#Div0,#Div0
financial,0,0,7,0,7,#Div0,#Div0,#Div0
list,0,0,1,0,1,#Div0,#Div0,#Div0
discussing,0,0,1,0,1,#Div0,#Div0,#Div0
composed,0,0,1,0,1,#Div0,#Div0,#Div0
pizza,0,0,1,0,1,#Div0,#Div0,#Div0
walk,0,0,4,0,4,#Div0,#Div0,#Div0
change,0,0,28,0,28,#Div0,#Div0,#Div0
sleeping,0,0,3,0,3,#Div0,#Div0,#Div0
eighteen,0,0,1,0,1,#Div0,#Div0,#Div0
particular,0,0,16,0,16,#Div0,#Div0,#Div0
wondering,0,0,1,0,1,#Div0,#Div0,#Div0
neutral,0,0,0,2,2,#Div0,0.0,#Div0
specializing,0,0,7,0,7,#Div0,#Div0,#Div0
issues,0,0,1,0,1,#Div0,#Div0,#Div0
sufficient,0,0,4,0,4,#Div0,#Div0,#Div0
follwing,0,0,1,0,1,#Div0,#Div0,#Div0
christmas,0,0,1,0,1,#Div0,#Div0,#Div0
City,0,0,1,0,1,#Div0,#Div0,#Div0
self,0,0,5,0,5,#Div0,#Div0,#Div0
hang,0,0,0,1,1,#Div0,0.0,#Div0
nan,0,0,0,118,118,#Div0,0.0,#Div0
presents,0,0,2,0,2,#Div0,#Div0,#Div0
somthing,0,0,1,0,1,#Div0,#Div0,#Div0
cant,0,0,1,0,1,#Div0,#Div0,#Div0
maker,0,0,2,0,2,#Div0,#Div0,#Div0
tours,0,0,1,0,1,#Div0,#Div0,#Div0
reminding,0,0,1,0,1,#Div0,#Div0,#Div0
fresh,0,0,1,3,4,#Div0,0.0,#Div0
realm,0,0,1,0,1,#Div0,#Div0,#Div0
brand,0,0,1,0,1,#Div0,#Div0,#Div0
Depending,0,0,2,0,2,#Div0,#Div0,#Div0
chances,0,0,1,0,1,#Div0,#Div0,#Div0
chose,0,0,2,0,2,#Div0,#Div0,#Div0
brought,0,0,0,2,2,#Div0,0.0,#Div0
poins,0,0,1,0,1,#Div0,#Div0,#Div0
teacher,0,0,2,0,2,#Div0,#Div0,#Div0
difficult,0,0,4,1,5,#Div0,0.0,#Div0
economical,0,0,3,0,3,#Div0,#Div0,#Div0
manage,0,0,0,3,3,#Div0,0.0,#Div0
enlarge,0,0,0,2,2,#Div0,0.0,#Div0
habits,0,0,1,0,1,#Div0,#Div0,#Div0
taste,0,0,0,1,1,#Div0,0.0,#Div0
participate,0,0,3,0,3,#Div0,#Div0,#Div0
add,0,0,1,3,4,#Div0,0.0,#Div0
isolation,0,0,2,0,2,#Div0,#Div0,#Div0
famous,0,0,10,0,10,#Div0,#Div0,#Div0
inhabitants,0,0,2,0,2,#Div0,#Div0,#Div0
accurate,0,0,1,0,1,#Div0,#Div0,#Div0
hectic,0,0,0,2,2,#Div0,0.0,#Div0
contributes,0,0,0,1,1,#Div0,0.0,#Div0
succesful,0,0,2,0,2,#Div0,#Div0,#Div0
pressures,0,0,0,1,1,#Div0,0.0,#Div0
opted,0,0,1,0,1,#Div0,#Div0,#Div0
ask,0,0,10,0,10,#Div0,#Div0,#Div0
reminded,0,0,1,0,1,#Div0,#Div0,#Div0
atheistic,0,0,1,0,1,#Div0,#Div0,#Div0
creat,0,0,3,0,3,#Div0,#Div0,#Div0
conciliating,0,0,0,1,1,#Div0,0.0,#Div0
common,0,0,4,1,5,#Div0,0.0,#Div0
friends,0,0,2,0,2,#Div0,#Div0,#Div0
expressing,0,0,1,1,2,#Div0,0.0,#Div0
actor,0,0,0,1,1,#Div0,0.0,#Div0
contained,0,0,0,2,2,#Div0,0.0,#Div0
Organization,0,0,1,0,1,#Div0,#Div0,#Div0
lies,0,0,1,0,1,#Div0,#Div0,#Div0
relax,0,0,1,1,2,#Div0,0.0,#Div0
ex,0,0,1,0,1,#Div0,#Div0,#Div0
electrical,0,0,1,0,1,#Div0,#Div0,#Div0
fulfill,0,0,0,1,1,#Div0,0.0,#Div0
focuses,0,0,0,3,3,#Div0,0.0,#Div0
freak,0,0,1,0,1,#Div0,#Div0,#Div0
industry,0,1,3,0,4,0.0,#Div0,#Div0
recognized,0,0,1,0,1,#Div0,#Div0,#Div0
total,0,0,3,0,3,#Div0,#Div0,#Div0
generations,0,2,0,0,2,0.0,#Div0,#Div0
certain,0,0,19,0,19,#Div0,#Div0,#Div0
plenty,0,0,1,0,1,#Div0,#Div0,#Div0
fig-plastic,0,0,1,0,1,#Div0,#Div0,#Div0
symbol,0,0,0,2,2,#Div0,0.0,#Div0
resist,0,0,0,1,1,#Div0,0.0,#Div0
same,0,0,51,1,52,#Div0,0.0,#Div0
ordered,0,0,3,0,3,#Div0,#Div0,#Div0
become,0,0,31,2,33,#Div0,0.0,#Div0
modern,0,0,7,0,7,#Div0,#Div0,#Div0
verify,0,0,1,0,1,#Div0,#Div0,#Div0
Hut,0,0,1,0,1,#Div0,#Div0,#Div0
succesfull,0,0,2,0,2,#Div0,#Div0,#Div0
earn,0,0,3,0,3,#Div0,#Div0,#Div0
grate,0,0,1,0,1,#Div0,#Div0,#Div0
there,0,0,1,0,1,#Div0,#Div0,#Div0
philosopher,0,0,1,0,1,#Div0,#Div0,#Div0
unsatisfied,0,0,1,0,1,#Div0,#Div0,#Div0
producing,0,0,1,0,1,#Div0,#Div0,#Div0
acquire,0,0,1,1,2,#Div0,0.0,#Div0
link,0,0,1,0,1,#Div0,#Div0,#Div0
spraying,0,0,2,0,2,#Div0,#Div0,#Div0
prohibiting,0,0,1,0,1,#Div0,#Div0,#Div0
traveling,0,23,38,0,61,0.0,#Div0,#Div0
ve,0,0,6,0,6,#Div0,#Div0,#Div0
determines,0,0,1,0,1,#Div0,#Div0,#Div0
spilled,0,0,1,0,1,#Div0,#Div0,#Div0
sitting,0,0,1,0,1,#Div0,#Div0,#Div0
trying,0,0,32,0,32,#Div0,#Div0,#Div0
surface,0,1,0,0,1,0.0,#Div0,#Div0
gains,0,0,1,0,1,#Div0,#Div0,#Div0
bought,0,0,7,0,7,#Div0,#Div0,#Div0
categorizing,0,0,1,0,1,#Div0,#Div0,#Div0
kinds,0,0,8,0,8,#Div0,#Div0,#Div0
taken,0,0,2,0,2,#Div0,#Div0,#Div0
out,0,0,1,5,6,#Div0,0.0,#Div0
assistant,0,0,1,0,1,#Div0,#Div0,#Div0
Is,0,0,4,0,4,#Div0,#Div0,#Div0
watching,0,0,8,0,8,#Div0,#Div0,#Div0
key,0,0,0,3,3,#Div0,0.0,#Div0
profit,0,0,1,0,1,#Div0,#Div0,#Div0
catholic,0,0,2,0,2,#Div0,#Div0,#Div0
experienced,0,0,5,0,5,#Div0,#Div0,#Div0
pack,0,0,1,0,1,#Div0,#Div0,#Div0
neede,0,0,1,0,1,#Div0,#Div0,#Div0
zones,0,0,1,0,1,#Div0,#Div0,#Div0
accomodate,0,0,1,0,1,#Div0,#Div0,#Div0
marine,0,0,1,0,1,#Div0,#Div0,#Div0
expert,0,0,3,0,3,#Div0,#Div0,#Div0
NHS,0,0,1,0,1,#Div0,#Div0,#Div0
invent,0,0,1,0,1,#Div0,#Div0,#Div0
worse,0,0,1,0,1,#Div0,#Div0,#Div0
serious,0,0,2,0,2,#Div0,#Div0,#Div0
pioneered,0,0,1,0,1,#Div0,#Div0,#Div0
school-time,0,0,1,0,1,#Div0,#Div0,#Div0
subject,0,0,19,0,19,#Div0,#Div0,#Div0
matter,0,0,11,0,11,#Div0,#Div0,#Div0
recommend,0,0,1,0,1,#Div0,#Div0,#Div0
twenty,0,0,8,0,8,#Div0,#Div0,#Div0
railways,0,0,1,0,1,#Div0,#Div0,#Div0
scientists,0,0,1,0,1,#Div0,#Div0,#Div0
Traveling,0,0,6,0,6,#Div0,#Div0,#Div0
wanted,0,0,3,0,3,#Div0,#Div0,#Div0
discovered,0,0,3,0,3,#Div0,#Div0,#Div0
told,0,0,9,0,9,#Div0,#Div0,#Div0
Concerning,0,0,1,0,1,#Div0,#Div0,#Div0
replace,0,0,1,0,1,#Div0,#Div0,#Div0
prohibited,0,0,1,0,1,#Div0,#Div0,#Div0
features,0,0,4,0,4,#Div0,#Div0,#Div0
enhance,0,0,2,0,2,#Div0,#Div0,#Div0
politic,0,0,1,0,1,#Div0,#Div0,#Div0
afternoon,0,0,1,0,1,#Div0,#Div0,#Div0
fullfilling,0,0,1,1,2,#Div0,0.0,#Div0
adding,0,0,1,0,1,#Div0,#Div0,#Div0
labor,0,0,1,0,1,#Div0,#Div0,#Div0
class,0,0,4,0,4,#Div0,#Div0,#Div0
planning,0,0,4,0,4,#Div0,#Div0,#Div0
tp,0,0,1,0,1,#Div0,#Div0,#Div0
died,0,0,1,0,1,#Div0,#Div0,#Div0
beauty,0,0,2,0,2,#Div0,#Div0,#Div0
conduct,0,0,0,1,1,#Div0,0.0,#Div0
proactive,0,0,1,0,1,#Div0,#Div0,#Div0
record,0,0,1,0,1,#Div0,#Div0,#Div0
cream,0,0,1,0,1,#Div0,#Div0,#Div0
innovated,0,0,1,0,1,#Div0,#Div0,#Div0
compete,0,0,1,1,2,#Div0,0.0,#Div0
studying,0,9,13,0,22,0.0,#Div0,#Div0
finding,0,0,2,2,4,#Div0,0.0,#Div0
geographic,0,0,1,0,1,#Div0,#Div0,#Div0
furniture,0,0,1,0,1,#Div0,#Div0,#Div0
foreign,0,0,8,0,8,#Div0,#Div0,#Div0
goods,0,0,1,0,1,#Div0,#Div0,#Div0
Oman,0,0,1,0,1,#Div0,#Div0,#Div0
hav,0,0,1,0,1,#Div0,#Div0,#Div0
practice,0,0,2,0,2,#Div0,#Div0,#Div0
white-colored,0,0,1,0,1,#Div0,#Div0,#Div0
sink,0,1,0,0,1,0.0,#Div0,#Div0
fellow,0,0,1,0,1,#Div0,#Div0,#Div0
Jr,0,0,1,0,1,#Div0,#Div0,#Div0
age,0,0,1,1,2,#Div0,0.0,#Div0
Such,0,0,2,0,2,#Div0,#Div0,#Div0
vote,0,0,1,0,1,#Div0,#Div0,#Div0
regret,0,0,1,0,1,#Div0,#Div0,#Div0
arm,0,0,1,0,1,#Div0,#Div0,#Div0
misleading,0,0,1,4,5,#Div0,0.0,#Div0
fruitful,0,0,0,2,2,#Div0,0.0,#Div0
experiencing,0,0,2,0,2,#Div0,#Div0,#Div0
questions,0,0,1,0,1,#Div0,#Div0,#Div0
mountainous,0,0,1,0,1,#Div0,#Div0,#Div0
succeed,0,0,10,0,10,#Div0,#Div0,#Div0
appreciated,0,0,1,0,1,#Div0,#Div0,#Div0
confines,0,0,0,1,1,#Div0,0.0,#Div0
appear,0,0,1,0,1,#Div0,#Div0,#Div0
thought,0,0,8,0,8,#Div0,#Div0,#Div0
learning,0,0,35,0,35,#Div0,#Div0,#Div0
availability,0,0,2,0,2,#Div0,#Div0,#Div0
companys,0,1,1,0,2,0.0,#Div0,#Div0
governments,0,0,1,0,1,#Div0,#Div0,#Div0
chapter,0,0,1,0,1,#Div0,#Div0,#Div0
Nightingale,0,0,1,0,1,#Div0,#Div0,#Div0
beautiful,0,0,5,0,5,#Div0,#Div0,#Div0
stuffed,0,0,0,1,1,#Div0,0.0,#Div0
intimacy,0,0,1,0,1,#Div0,#Div0,#Div0
belong,0,0,0,4,4,#Div0,0.0,#Div0
Assets,0,0,1,0,1,#Div0,#Div0,#Div0
taught,0,0,7,1,8,#Div0,0.0,#Div0
technology,0,1,1,0,2,0.0,#Div0,#Div0
supervise,0,0,1,0,1,#Div0,#Div0,#Div0
brilliant,0,0,1,0,1,#Div0,#Div0,#Div0
ensuring,0,0,1,0,1,#Div0,#Div0,#Div0
action,0,0,1,0,1,#Div0,#Div0,#Div0
received,0,0,7,0,7,#Div0,#Div0,#Div0
pass,0,0,1,1,2,#Div0,0.0,#Div0
ridiculous,0,0,1,0,1,#Div0,#Div0,#Div0
competing,0,0,0,2,2,#Div0,0.0,#Div0
found,0,0,19,1,20,#Div0,0.0,#Div0
cost,0,0,7,0,7,#Div0,#Div0,#Div0
safe,0,0,1,1,2,#Div0,0.0,#Div0
complex,0,0,1,0,1,#Div0,#Div0,#Div0
concept,0,0,3,0,3,#Div0,#Div0,#Div0
avoiding,0,0,3,0,3,#Div0,#Div0,#Div0
era,0,0,0,3,3,#Div0,0.0,#Div0
remarkable,0,0,1,0,1,#Div0,#Div0,#Div0
complete,0,0,4,1,5,#Div0,0.0,#Div0
rates,0,0,1,0,1,#Div0,#Div0,#Div0
repeating,0,0,3,0,3,#Div0,#Div0,#Div0
pictures,0,0,0,1,1,#Div0,0.0,#Div0
image,0,0,1,1,2,#Div0,0.0,#Div0
orginal,0,0,1,0,1,#Div0,#Div0,#Div0
odd,0,0,1,0,1,#Div0,#Div0,#Div0
worldwide-best-seller,0,0,1,0,1,#Div0,#Div0,#Div0
defend,0,0,0,1,1,#Div0,0.0,#Div0
imitate,0,0,1,0,1,#Div0,#Div0,#Div0
meaningless,0,0,0,1,1,#Div0,0.0,#Div0
members,0,0,5,0,5,#Div0,#Div0,#Div0
scarce,0,0,1,0,1,#Div0,#Div0,#Div0
cases,0,0,1,0,1,#Div0,#Div0,#Div0
represented,0,0,2,0,2,#Div0,#Div0,#Div0
organize,0,0,10,0,10,#Div0,#Div0,#Div0
few,0,1,26,0,27,0.0,#Div0,#Div0
engine,0,0,0,2,2,#Div0,0.0,#Div0
Itza,0,0,1,0,1,#Div0,#Div0,#Div0
believes,0,0,2,0,2,#Div0,#Div0,#Div0
Alot,0,0,1,0,1,#Div0,#Div0,#Div0
eloquent,0,0,0,1,1,#Div0,0.0,#Div0
crowded,0,0,2,0,2,#Div0,#Div0,#Div0
activate,0,0,0,1,1,#Div0,0.0,#Div0
way,0,0,10,1,11,#Div0,0.0,#Div0
conducts,0,0,1,0,1,#Div0,#Div0,#Div0
acidic,0,0,1,0,1,#Div0,#Div0,#Div0
attention,0,0,1,0,1,#Div0,#Div0,#Div0
spread-out,0,0,0,1,1,#Div0,0.0,#Div0
grows,0,0,0,1,1,#Div0,0.0,#Div0
becasue,0,0,1,0,1,#Div0,#Div0,#Div0
resorts,0,0,1,0,1,#Div0,#Div0,#Div0
sustain,0,0,0,1,1,#Div0,0.0,#Div0
against,0,0,0,1,1,#Div0,0.0,#Div0
trend,0,0,1,0,1,#Div0,#Div0,#Div0
inconvenient,0,0,1,0,1,#Div0,#Div0,#Div0
ignore,0,0,2,0,2,#Div0,#Div0,#Div0
environment-friendly,0,0,1,0,1,#Div0,#Div0,#Div0
respect,0,0,3,2,5,#Div0,0.0,#Div0
broad,0,0,0,56,56,#Div0,0.0,#Div0
member,0,0,4,0,4,#Div0,#Div0,#Div0
interested,0,1,1,0,2,0.0,#Div0,#Div0
enjoying,0,0,14,0,14,#Div0,#Div0,#Div0
mnemonic,0,0,1,0,1,#Div0,#Div0,#Div0
skilled,0,0,1,0,1,#Div0,#Div0,#Div0
involved,0,0,7,0,7,#Div0,#Div0,#Div0
scarcity,0,0,1,0,1,#Div0,#Div0,#Div0
divided,0,0,0,1,1,#Div0,0.0,#Div0
commute,0,0,1,0,1,#Div0,#Div0,#Div0
stupid,0,0,0,1,1,#Div0,0.0,#Div0
exploring,1,0,0,1,2,1.0,0.5,0.6666666666666666
everyone,0,0,1,0,1,#Div0,#Div0,#Div0
decreased,0,0,1,0,1,#Div0,#Div0,#Div0
twentieth,0,0,3,0,3,#Div0,#Div0,#Div0
helps,0,0,11,0,11,#Div0,#Div0,#Div0
live,0,0,30,0,30,#Div0,#Div0,#Div0
wearing,0,0,1,0,1,#Div0,#Div0,#Div0
allocating,0,0,0,1,1,#Div0,0.0,#Div0
away,0,0,0,1,1,#Div0,0.0,#Div0
sense,0,0,6,0,6,#Div0,#Div0,#Div0
asset,0,0,0,1,1,#Div0,0.0,#Div0
dosent,0,0,1,0,1,#Div0,#Div0,#Div0
simulate,0,0,1,0,1,#Div0,#Div0,#Div0
kills,0,0,1,0,1,#Div0,#Div0,#Div0
preserving,0,0,0,1,1,#Div0,0.0,#Div0
realizing,0,0,1,0,1,#Div0,#Div0,#Div0
wiping,0,0,2,0,2,#Div0,#Div0,#Div0
notice,0,0,1,0,1,#Div0,#Div0,#Div0
resembles,0,0,1,0,1,#Div0,#Div0,#Div0
extend,0,0,0,1,1,#Div0,0.0,#Div0
belive,0,0,4,0,4,#Div0,#Div0,#Div0
great,0,0,19,1,20,#Div0,0.0,#Div0
compared,0,2,4,0,6,0.0,#Div0,#Div0
Government,0,0,1,0,1,#Div0,#Div0,#Div0
coordinating,0,0,0,1,1,#Div0,0.0,#Div0
forbidden,0,0,1,0,1,#Div0,#Div0,#Div0
Getting,0,0,0,1,1,#Div0,0.0,#Div0
necessary,0,0,5,0,5,#Div0,#Div0,#Div0
site,0,0,3,0,3,#Div0,#Div0,#Div0
turned,0,0,1,0,1,#Div0,#Div0,#Div0
faces,0,0,0,3,3,#Div0,0.0,#Div0
mechanical,0,0,2,0,2,#Div0,#Div0,#Div0
memorizing,0,0,7,0,7,#Div0,#Div0,#Div0
till,0,0,1,0,1,#Div0,#Div0,#Div0
next,0,0,7,0,7,#Div0,#Div0,#Div0
populating,0,0,1,0,1,#Div0,#Div0,#Div0
have,0,0,377,74,451,#Div0,0.0,#Div0
imagine,0,0,4,0,4,#Div0,#Div0,#Div0
green-house,0,0,0,1,1,#Div0,0.0,#Div0
fill,1,0,0,1,2,1.0,0.5,0.6666666666666666
ultimate,0,0,1,0,1,#Div0,#Div0,#Div0
chooses,0,0,1,0,1,#Div0,#Div0,#Div0
plan,0,0,16,0,16,#Div0,#Div0,#Div0
undestand,0,0,3,0,3,#Div0,#Div0,#Div0
tire,0,0,1,0,1,#Div0,#Div0,#Div0
physiological,0,0,1,0,1,#Div0,#Div0,#Div0
whats,0,0,1,0,1,#Div0,#Div0,#Div0
estimated,0,0,1,0,1,#Div0,#Div0,#Div0
agree,0,0,85,0,85,#Div0,#Div0,#Div0
end,0,0,5,3,8,#Div0,0.0,#Div0
transporting,0,0,2,0,2,#Div0,#Div0,#Div0
constructed,0,0,1,0,1,#Div0,#Div0,#Div0
facts,0,0,3,0,3,#Div0,#Div0,#Div0
nurse,0,0,1,0,1,#Div0,#Div0,#Div0
limitation,0,0,1,0,1,#Div0,#Div0,#Div0
truly,0,0,1,0,1,#Div0,#Div0,#Div0
fist,0,0,2,0,2,#Div0,#Div0,#Div0
boosted,0,0,0,1,1,#Div0,0.0,#Div0
reveals,0,0,0,2,2,#Div0,0.0,#Div0
pair,0,0,1,0,1,#Div0,#Div0,#Div0
wherever,0,0,1,0,1,#Div0,#Div0,#Div0
paid,0,0,3,0,3,#Div0,#Div0,#Div0
division,0,0,2,0,2,#Div0,#Div0,#Div0
improving,0,0,5,0,5,#Div0,#Div0,#Div0
irrespective,0,0,1,0,1,#Div0,#Div0,#Div0
stated,0,0,6,0,6,#Div0,#Div0,#Div0
father,0,0,1,0,1,#Div0,#Div0,#Div0
stores,0,0,0,1,1,#Div0,0.0,#Div0
innovative,0,0,4,0,4,#Div0,#Div0,#Div0
bring,0,0,4,4,8,#Div0,0.0,#Div0
straight,0,0,0,1,1,#Div0,0.0,#Div0
pollution,0,0,1,0,1,#Div0,#Div0,#Div0
volunteering,0,0,3,0,3,#Div0,#Div0,#Div0
skied,0,0,1,0,1,#Div0,#Div0,#Div0
interests,0,1,0,0,1,0.0,#Div0,#Div0
bunch,0,0,1,0,1,#Div0,#Div0,#Div0
gulf,0,0,1,0,1,#Div0,#Div0,#Div0
singing,0,0,2,0,2,#Div0,#Div0,#Div0
planes,0,0,1,0,1,#Div0,#Div0,#Div0
its,0,0,0,1,1,#Div0,0.0,#Div0
develop,0,0,6,7,13,#Div0,0.0,#Div0
courses,0,0,1,0,1,#Div0,#Div0,#Div0
guid,0,0,1,0,1,#Div0,#Div0,#Div0
importance,0,0,8,0,8,#Div0,#Div0,#Div0
brings,0,0,9,1,10,#Div0,0.0,#Div0
other,0,0,134,0,134,#Div0,#Div0,#Div0
wih,0,0,1,0,1,#Div0,#Div0,#Div0
optimistic,0,0,1,0,1,#Div0,#Div0,#Div0
leader,0,0,1,0,1,#Div0,#Div0,#Div0
outside,0,0,0,1,1,#Div0,0.0,#Div0
withdrawal,0,1,0,0,1,0.0,#Div0,#Div0
culture,0,0,2,0,2,#Div0,#Div0,#Div0
fiction,0,0,1,0,1,#Div0,#Div0,#Div0
Travelling,0,0,3,0,3,#Div0,#Div0,#Div0
maintaining,0,0,0,1,1,#Div0,0.0,#Div0
benefits,0,0,1,0,1,#Div0,#Div0,#Div0
layer,0,1,0,0,1,0.0,#Div0,#Div0
activitiy,0,0,1,0,1,#Div0,#Div0,#Div0
want,0,0,58,0,58,#Div0,#Div0,#Div0
principle,0,0,1,0,1,#Div0,#Div0,#Div0
formed,0,0,0,1,1,#Div0,0.0,#Div0
shiny,0,0,1,1,2,#Div0,0.0,#Div0
books,0,0,3,0,3,#Div0,#Div0,#Div0
waste,0,0,0,6,6,#Div0,0.0,#Div0
encouraging,0,0,1,0,1,#Div0,#Div0,#Div0
fundamental,0,0,0,1,1,#Div0,0.0,#Div0
