token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
raised,1,1,0,0,2,0.5,1.0,0.6666666666666666
specific,0,40,0,0,40,0.0,#Div0,#Div0
suggestion,0,1,0,0,1,0.0,#Div0,#Div0
allowing,0,0,1,0,1,#Div0,#Div0,#Div0
feel,3,37,0,0,40,0.075,1.0,0.13953488372093023
happened,0,9,0,0,9,0.0,#Div0,#Div0
hired,0,1,0,0,1,0.0,#Div0,#Div0
steady,3,0,0,1,4,1.0,0.75,0.8571428571428571
leading,1,2,0,1,4,0.3333333333333333,0.5,0.4
choosen,0,1,0,0,1,0.0,#Div0,#Div0
craizy,0,0,0,1,1,#Div0,0.0,#Div0
complained,0,1,0,0,1,0.0,#Div0,#Div0
genuine,0,1,0,0,1,0.0,#Div0,#Div0
costs,0,0,1,0,1,#Div0,#Div0,#Div0
expressions,0,2,0,0,2,0.0,#Div0,#Div0
Doctor,0,1,0,0,1,0.0,#Div0,#Div0
kills,0,1,0,0,1,0.0,#Div0,#Div0
mates,0,1,0,0,1,0.0,#Div0,#Div0
build,5,1,3,1,10,0.8333333333333334,0.8333333333333334,0.8333333333333334
collect,0,1,0,0,1,0.0,#Div0,#Div0
diffrent,0,4,0,0,4,0.0,#Div0,#Div0
connections,0,0,0,1,1,#Div0,0.0,#Div0
traditional,0,1,0,1,2,0.0,0.0,#Div0
ve,0,6,0,0,6,0.0,#Div0,#Div0
appreciated,0,0,1,0,1,#Div0,#Div0,#Div0
standing,0,1,0,0,1,0.0,#Div0,#Div0
greater,0,0,0,1,1,#Div0,0.0,#Div0
cover,1,1,0,1,3,0.5,0.5,0.5
supporting,2,0,0,0,2,1.0,1.0,1.0
living,0,11,0,0,11,0.0,#Div0,#Div0
dissapointed,0,1,0,0,1,0.0,#Div0,#Div0
withdrawal,0,0,1,0,1,#Div0,#Div0,#Div0
according,0,6,0,0,6,0.0,#Div0,#Div0
associated,0,3,0,0,3,0.0,#Div0,#Div0
image,1,1,0,5,7,0.5,0.16666666666666666,0.25
Club,0,1,0,0,1,0.0,#Div0,#Div0
ability,0,2,0,0,2,0.0,#Div0,#Div0
realized,0,4,0,0,4,0.0,#Div0,#Div0
over,0,0,0,4,4,#Div0,0.0,#Div0
site,0,0,3,0,3,#Div0,#Div0,#Div0
Market,0,1,0,0,1,0.0,#Div0,#Div0
various,0,11,0,0,11,0.0,#Div0,#Div0
showing,0,7,0,0,7,0.0,#Div0,#Div0
undermine,1,1,0,0,2,0.5,1.0,0.6666666666666666
been,0,14,23,0,37,0.0,#Div0,#Div0
foods,0,1,0,0,1,0.0,#Div0,#Div0
blast,0,0,0,1,1,#Div0,0.0,#Div0
sink,0,1,0,0,1,0.0,#Div0,#Div0
facility,0,1,0,0,1,0.0,#Div0,#Div0
essential,0,2,0,0,2,0.0,#Div0,#Div0
neo,0,1,0,0,1,0.0,#Div0,#Div0
open,5,1,0,5,11,0.8333333333333334,0.5,0.625
indirect,0,1,0,0,1,0.0,#Div0,#Div0
restriction,1,0,0,0,1,1.0,1.0,1.0
growing,6,3,0,1,10,0.6666666666666666,0.8571428571428571,0.75
adventure,1,0,0,0,1,1.0,1.0,1.0
M,0,1,0,0,1,0.0,#Div0,#Div0
model,0,0,2,1,3,#Div0,0.0,#Div0
touched,1,0,0,1,2,1.0,0.5,0.6666666666666666
of,0,0,0,9,9,#Div0,0.0,#Div0
urges,0,1,0,0,1,0.0,#Div0,#Div0
demand,0,1,0,0,1,0.0,#Div0,#Div0
sent,0,1,0,0,1,0.0,#Div0,#Div0
valid,0,1,0,0,1,0.0,#Div0,#Div0
dance,0,2,0,0,2,0.0,#Div0,#Div0
ex,0,1,0,0,1,0.0,#Div0,#Div0
meet,3,11,0,0,14,0.21428571428571427,1.0,0.35294117647058826
carrier,0,0,0,2,2,#Div0,0.0,#Div0
conduce,1,0,0,0,1,1.0,1.0,1.0
deep,3,0,0,3,6,1.0,0.5,0.6666666666666666
politic,0,1,0,0,1,0.0,#Div0,#Div0
instant,0,1,0,0,1,0.0,#Div0,#Div0
imagined,0,1,0,0,1,0.0,#Div0,#Div0
hidden,2,0,0,0,2,1.0,1.0,1.0
worlds,0,0,0,1,1,#Div0,0.0,#Div0
premises,1,0,0,0,1,1.0,1.0,1.0
reap,1,0,0,0,1,1.0,1.0,1.0
discourage,0,1,0,0,1,0.0,#Div0,#Div0
likes,0,3,0,0,3,0.0,#Div0,#Div0
gifted,0,0,0,1,1,#Div0,0.0,#Div0
posters,0,1,0,0,1,0.0,#Div0,#Div0
teach,2,9,0,0,11,0.18181818181818182,1.0,0.3076923076923077
thinking,0,10,0,0,10,0.0,#Div0,#Div0
additional,0,1,0,0,1,0.0,#Div0,#Div0
clarify,0,1,0,0,1,0.0,#Div0,#Div0
demands,0,1,0,1,2,0.0,0.0,#Div0
waited,0,2,0,0,2,0.0,#Div0,#Div0
long-distance,0,1,0,0,1,0.0,#Div0,#Div0
gon,0,1,0,0,1,0.0,#Div0,#Div0
physical,0,6,0,0,6,0.0,#Div0,#Div0
brilliant,0,1,0,0,1,0.0,#Div0,#Div0
worry,0,2,0,0,2,0.0,#Div0,#Div0
souls,0,1,0,0,1,0.0,#Div0,#Div0
tours,0,1,0,0,1,0.0,#Div0,#Div0
rates,0,0,1,0,1,#Div0,#Div0,#Div0
economical,0,3,0,0,3,0.0,#Div0,#Div0
solution,0,1,0,0,1,0.0,#Div0,#Div0
went,0,13,0,0,13,0.0,#Div0,#Div0
formed,1,0,0,0,1,1.0,1.0,1.0
straight,0,0,0,1,1,#Div0,0.0,#Div0
laugh,0,1,0,0,1,0.0,#Div0,#Div0
effecient,0,1,0,0,1,0.0,#Div0,#Div0
Modern,0,1,0,0,1,0.0,#Div0,#Div0
utilize,0,1,0,0,1,0.0,#Div0,#Div0
courses,0,0,1,0,1,#Div0,#Div0,#Div0
attained,0,1,0,0,1,0.0,#Div0,#Div0
card,0,0,1,0,1,#Div0,#Div0,#Div0
poins,0,1,0,0,1,0.0,#Div0,#Div0
regard,0,1,0,0,1,0.0,#Div0,#Div0
symbols,0,1,0,0,1,0.0,#Div0,#Div0
supplyment,0,0,0,1,1,#Div0,0.0,#Div0
enemys,0,0,0,1,1,#Div0,0.0,#Div0
semesters,1,0,0,0,1,1.0,1.0,1.0
resembles,0,1,0,0,1,0.0,#Div0,#Div0
definition,0,1,0,0,1,0.0,#Div0,#Div0
react,0,5,0,0,5,0.0,#Div0,#Div0
innovated,0,1,0,0,1,0.0,#Div0,#Div0
solid,1,0,0,0,1,1.0,1.0,1.0
manipulate,0,1,0,0,1,0.0,#Div0,#Div0
unions,0,1,0,0,1,0.0,#Div0,#Div0
meaningful,0,1,0,0,1,0.0,#Div0,#Div0
Increasing,0,0,1,0,1,#Div0,#Div0,#Div0
loads,0,1,0,0,1,0.0,#Div0,#Div0
scientists,0,1,0,0,1,0.0,#Div0,#Div0
back,0,0,0,3,3,#Div0,0.0,#Div0
by,0,0,0,3,3,#Div0,0.0,#Div0
hunger,0,0,0,1,1,#Div0,0.0,#Div0
enlargement,1,0,0,0,1,1.0,1.0,1.0
answered,0,1,0,0,1,0.0,#Div0,#Div0
endure,1,0,0,0,1,1.0,1.0,1.0
producer,0,1,0,0,1,0.0,#Div0,#Div0
dozens,0,1,0,0,1,0.0,#Div0,#Div0
sharp,1,0,0,0,1,1.0,1.0,1.0
spirit,0,0,0,1,1,#Div0,0.0,#Div0
civil,0,2,0,0,2,0.0,#Div0,#Div0
form,1,3,2,0,6,0.25,1.0,0.4
intresting,0,2,0,0,2,0.0,#Div0,#Div0
gases,0,1,0,0,1,0.0,#Div0,#Div0
associate,0,1,0,0,1,0.0,#Div0,#Div0
call,0,7,0,0,7,0.0,#Div0,#Div0
tones,1,0,0,0,1,1.0,1.0,1.0
drop,1,0,0,1,2,1.0,0.5,0.6666666666666666
channels,1,0,0,0,1,1.0,1.0,1.0
picturize,1,0,0,0,1,1.0,1.0,1.0
fanatic,1,0,0,0,1,1.0,1.0,1.0
feelings,0,1,0,0,1,0.0,#Div0,#Div0
born,1,3,0,1,5,0.25,0.5,0.3333333333333333
crash,0,0,0,1,1,#Div0,0.0,#Div0
there,0,1,0,0,1,0.0,#Div0,#Div0
Reducing,0,1,0,0,1,0.0,#Div0,#Div0
illiterate,0,1,0,0,1,0.0,#Div0,#Div0
realizing,0,1,0,0,1,0.0,#Div0,#Div0
following,1,7,0,0,8,0.125,1.0,0.2222222222222222
starts,0,2,0,0,2,0.0,#Div0,#Div0
Paolo,0,1,0,0,1,0.0,#Div0,#Div0
current,0,5,0,0,5,0.0,#Div0,#Div0
entering,2,0,0,0,2,1.0,1.0,1.0
whats,0,1,0,0,1,0.0,#Div0,#Div0
similar,0,1,0,0,1,0.0,#Div0,#Div0
haver,0,1,0,0,1,0.0,#Div0,#Div0
spots,0,0,0,1,1,#Div0,0.0,#Div0
fly,0,1,0,0,1,0.0,#Div0,#Div0
discard,1,0,0,0,1,1.0,1.0,1.0
accorded,0,1,0,0,1,0.0,#Div0,#Div0
courage,0,0,0,1,1,#Div0,0.0,#Div0
lines,0,1,1,0,2,0.0,#Div0,#Div0
activate,1,0,0,0,1,1.0,1.0,1.0
grows,1,0,0,0,1,1.0,1.0,1.0
discovering,0,1,0,0,1,0.0,#Div0,#Div0
Have,0,1,2,0,3,0.0,#Div0,#Div0
underlining,1,0,0,0,1,1.0,1.0,1.0
vertically,0,0,0,1,1,#Div0,0.0,#Div0
stopped,0,1,0,0,1,0.0,#Div0,#Div0
nominate,0,1,0,0,1,0.0,#Div0,#Div0
challeng,0,1,0,0,1,0.0,#Div0,#Div0
solve,0,7,0,0,7,0.0,#Div0,#Div0
capacity,0,0,1,0,1,#Div0,#Div0,#Div0
huge,1,10,0,0,11,0.09090909090909091,1.0,0.16666666666666669
concentrating,1,0,0,0,1,1.0,1.0,1.0
exists,0,1,0,0,1,0.0,#Div0,#Div0
Helping,0,1,0,0,1,0.0,#Div0,#Div0
air,0,1,0,0,1,0.0,#Div0,#Div0
inhabiting,0,1,0,0,1,0.0,#Div0,#Div0
stability,0,0,0,2,2,#Div0,0.0,#Div0
definite,0,1,0,0,1,0.0,#Div0,#Div0
die,0,1,0,0,1,0.0,#Div0,#Div0
core,1,0,0,2,3,1.0,0.3333333333333333,0.5
discussed,0,1,0,0,1,0.0,#Div0,#Div0
blame,0,1,0,0,1,0.0,#Div0,#Div0
survive,1,0,0,1,2,1.0,0.5,0.6666666666666666
wise,0,1,0,0,1,0.0,#Div0,#Div0
self-pleasing,0,2,0,0,2,0.0,#Div0,#Div0
happen,0,7,0,0,7,0.0,#Div0,#Div0
peak,0,0,0,1,1,#Div0,0.0,#Div0
allow,0,6,1,0,7,0.0,#Div0,#Div0
warmly,0,0,0,1,1,#Div0,0.0,#Div0
style,0,0,3,0,3,#Div0,#Div0,#Div0
helpful,0,1,0,0,1,0.0,#Div0,#Div0
represents,0,3,0,0,3,0.0,#Div0,#Div0
reserve,0,1,0,0,1,0.0,#Div0,#Div0
enjoy,0,94,0,0,94,0.0,#Div0,#Div0
topic,0,2,0,0,2,0.0,#Div0,#Div0
birth,1,0,0,0,1,1.0,1.0,1.0
thanks,0,1,0,0,1,0.0,#Div0,#Div0
lose,7,2,0,1,10,0.7777777777777778,0.875,0.823529411764706
sold,0,1,0,0,1,0.0,#Div0,#Div0
started,0,7,0,0,7,0.0,#Div0,#Div0
dress,0,1,0,0,1,0.0,#Div0,#Div0
duties,0,0,1,0,1,#Div0,#Div0,#Div0
green,0,0,0,1,1,#Div0,0.0,#Div0
elderly,0,1,0,0,1,0.0,#Div0,#Div0
source,0,0,1,0,1,#Div0,#Div0,#Div0
insure,1,0,0,0,1,1.0,1.0,1.0
ordered,0,3,0,0,3,0.0,#Div0,#Div0
lots,0,22,0,0,22,0.0,#Div0,#Div0
discover,5,2,0,1,8,0.7142857142857143,0.8333333333333334,0.7692307692307692
strictly,0,0,0,1,1,#Div0,0.0,#Div0
existance,0,1,0,0,1,0.0,#Div0,#Div0
presents,0,2,0,0,2,0.0,#Div0,#Div0
Total,0,1,0,0,1,0.0,#Div0,#Div0
assigned,0,0,1,0,1,#Div0,#Div0,#Div0
search,1,4,0,0,5,0.2,1.0,0.33333333333333337
after,0,0,0,2,2,#Div0,0.0,#Div0
Lonely,0,1,0,0,1,0.0,#Div0,#Div0
cleaning,0,2,0,0,2,0.0,#Div0,#Div0
success,0,2,0,0,2,0.0,#Div0,#Div0
Center,0,1,0,0,1,0.0,#Div0,#Div0
rest,0,4,1,0,5,0.0,#Div0,#Div0
explore,3,2,0,0,5,0.6,1.0,0.7499999999999999
held,1,0,0,0,1,1.0,1.0,1.0
price,0,3,0,1,4,0.0,0.0,#Div0
acquired,0,1,1,2,4,0.0,0.0,#Div0
helped,0,2,0,0,2,0.0,#Div0,#Div0
affected,0,2,0,0,2,0.0,#Div0,#Div0
chase,1,0,0,0,1,1.0,1.0,1.0
explanation,0,3,0,0,3,0.0,#Div0,#Div0
appartments,0,1,0,0,1,0.0,#Div0,#Div0
contributes,1,0,0,0,1,1.0,1.0,1.0
twenty-five,0,1,0,0,1,0.0,#Div0,#Div0
intrested,0,1,0,0,1,0.0,#Div0,#Div0
sopping,0,1,0,0,1,0.0,#Div0,#Div0
employ,0,1,0,0,1,0.0,#Div0,#Div0
manager,0,1,0,0,1,0.0,#Div0,#Div0
resist,1,0,0,0,1,1.0,1.0,1.0
diffused,1,0,0,0,1,1.0,1.0,1.0
non-profit,0,3,0,0,3,0.0,#Div0,#Div0
thorough,0,1,0,0,1,0.0,#Div0,#Div0
communicate,0,12,0,0,12,0.0,#Div0,#Div0
coin,0,0,0,1,1,#Div0,0.0,#Div0
shocking,1,0,0,0,1,1.0,1.0,1.0
recruiting,0,1,0,0,1,0.0,#Div0,#Div0
sight,0,1,0,1,2,0.0,0.0,#Div0
treated,0,1,0,0,1,0.0,#Div0,#Div0
Oman,0,1,0,0,1,0.0,#Div0,#Div0
fee,0,1,1,0,2,0.0,#Div0,#Div0
valuable,0,2,0,2,4,0.0,0.0,#Div0
finding,1,1,1,0,3,0.5,1.0,0.6666666666666666
ads,0,1,0,0,1,0.0,#Div0,#Div0
introduced,2,1,0,0,3,0.6666666666666666,1.0,0.8
equal,0,2,0,0,2,0.0,#Div0,#Div0
coming,0,3,0,0,3,0.0,#Div0,#Div0
shiny,0,1,0,1,2,0.0,0.0,#Div0
wake,0,3,0,0,3,0.0,#Div0,#Div0
men,0,2,0,0,2,0.0,#Div0,#Div0
edge,0,0,0,1,1,#Div0,0.0,#Div0
Young,0,2,0,0,2,0.0,#Div0,#Div0
zoo,0,0,0,1,1,#Div0,0.0,#Div0
example,0,8,0,1,9,0.0,0.0,#Div0
Concerning,0,1,0,0,1,0.0,#Div0,#Div0
undestand,0,3,0,0,3,0.0,#Div0,#Div0
volunteers,0,1,0,0,1,0.0,#Div0,#Div0
twenty,0,8,0,0,8,0.0,#Div0,#Div0
killers,0,0,0,1,1,#Div0,0.0,#Div0
sizing,0,1,0,0,1,0.0,#Div0,#Div0
be,0,74,224,0,298,0.0,#Div0,#Div0
guides,0,2,0,0,2,0.0,#Div0,#Div0
pace,0,0,0,1,1,#Div0,0.0,#Div0
provide,3,11,0,0,14,0.21428571428571427,1.0,0.35294117647058826
varied,0,1,0,0,1,0.0,#Div0,#Div0
moves,0,1,0,1,2,0.0,0.0,#Div0
front,0,1,1,0,2,0.0,#Div0,#Div0
professor,0,1,1,0,2,0.0,#Div0,#Div0
ideal,0,1,0,0,1,0.0,#Div0,#Div0
attend,0,5,0,0,5,0.0,#Div0,#Div0
bravery,0,0,0,1,1,#Div0,0.0,#Div0
commute,0,1,0,0,1,0.0,#Div0,#Div0
shier,0,0,0,1,1,#Div0,0.0,#Div0
sitting,0,1,0,0,1,0.0,#Div0,#Div0
distinguishing,0,1,0,0,1,0.0,#Div0,#Div0
load,1,0,0,2,3,1.0,0.3333333333333333,0.5
Based,0,0,1,0,1,#Div0,#Div0,#Div0
is,1,182,518,0,701,0.00546448087431694,1.0,0.010869565217391304
superficial,0,0,0,1,1,#Div0,0.0,#Div0
etc,0,1,0,0,1,0.0,#Div0,#Div0
producers,0,1,0,0,1,0.0,#Div0,#Div0
purposes,0,1,0,0,1,0.0,#Div0,#Div0
bare,1,0,0,0,1,1.0,1.0,1.0
sources,1,1,3,3,8,0.5,0.25,0.3333333333333333
fought,0,0,0,1,1,#Div0,0.0,#Div0
surround,1,0,0,0,1,1.0,1.0,1.0
practicable,0,1,0,0,1,0.0,#Div0,#Div0
nowdays,0,2,0,0,2,0.0,#Div0,#Div0
complicated,0,5,0,0,5,0.0,#Div0,#Div0
owns,0,1,0,0,1,0.0,#Div0,#Div0
exotic,1,0,0,0,1,1.0,1.0,1.0
acknowledging,0,0,1,0,1,#Div0,#Div0,#Div0
prefer,0,23,0,0,23,0.0,#Div0,#Div0
define,0,3,0,0,3,0.0,#Div0,#Div0
attachment,0,0,0,2,2,#Div0,0.0,#Div0
absurd,0,1,0,0,1,0.0,#Div0,#Div0
relieved,0,1,0,0,1,0.0,#Div0,#Div0
cold,0,1,0,0,1,0.0,#Div0,#Div0
fist,0,2,0,0,2,0.0,#Div0,#Div0
slope,0,1,0,0,1,0.0,#Div0,#Div0
scarce,0,1,0,0,1,0.0,#Div0,#Div0
fitting,0,0,0,1,1,#Div0,0.0,#Div0
deal,1,1,0,0,2,0.5,1.0,0.6666666666666666
someone,0,1,0,0,1,0.0,#Div0,#Div0
diet,0,1,0,0,1,0.0,#Div0,#Div0
misleading,3,1,0,0,4,0.75,1.0,0.8571428571428571
win,1,0,0,0,1,1.0,1.0,1.0
Italian,0,2,0,0,2,0.0,#Div0,#Div0
bunch,0,1,0,0,1,0.0,#Div0,#Div0
causing,0,1,0,0,1,0.0,#Div0,#Div0
athlete,0,1,0,0,1,0.0,#Div0,#Div0
tase,1,0,0,0,1,1.0,1.0,1.0
failed,0,2,0,0,2,0.0,#Div0,#Div0
achieve,0,1,8,0,9,0.0,#Div0,#Div0
principle,0,0,1,0,1,#Div0,#Div0,#Div0
forward,0,0,0,2,2,#Div0,0.0,#Div0
hypothetical,0,1,0,0,1,0.0,#Div0,#Div0
dear,0,1,0,0,1,0.0,#Div0,#Div0
depending,0,5,0,0,5,0.0,#Div0,#Div0
projects,0,1,0,0,1,0.0,#Div0,#Div0
wish,0,2,0,0,2,0.0,#Div0,#Div0
connect,1,0,0,4,5,1.0,0.2,0.33333333333333337
fancy,0,2,0,0,2,0.0,#Div0,#Div0
creams,0,1,0,0,1,0.0,#Div0,#Div0
gives,14,12,0,0,26,0.5384615384615384,1.0,0.7000000000000001
developing,1,6,2,0,9,0.14285714285714285,1.0,0.25
old-men,0,0,0,1,1,#Div0,0.0,#Div0
covers,1,0,0,0,1,1.0,1.0,1.0
First,0,2,0,0,2,0.0,#Div0,#Div0
Taking,0,0,1,2,3,#Div0,0.0,#Div0
welcomed,0,1,0,0,1,0.0,#Div0,#Div0
grate,0,1,0,0,1,0.0,#Div0,#Div0
activitiy,0,1,0,0,1,0.0,#Div0,#Div0
learn,0,79,0,0,79,0.0,#Div0,#Div0
facing,2,0,0,0,2,1.0,1.0,1.0
regardless,0,2,0,0,2,0.0,#Div0,#Div0
contained,1,0,0,0,1,1.0,1.0,1.0
undertand,0,1,0,0,1,0.0,#Div0,#Div0
observing,0,1,0,0,1,0.0,#Div0,#Div0
beacuse,0,1,0,0,1,0.0,#Div0,#Div0
ode,0,0,0,1,1,#Div0,0.0,#Div0
was,0,52,62,0,114,0.0,#Div0,#Div0
insult,0,1,0,0,1,0.0,#Div0,#Div0
medical,0,5,0,0,5,0.0,#Div0,#Div0
human,0,13,0,0,13,0.0,#Div0,#Div0
enough,0,35,0,0,35,0.0,#Div0,#Div0
choosing,0,1,1,0,2,0.0,#Div0,#Div0
hated,0,1,0,0,1,0.0,#Div0,#Div0
higher,0,0,0,4,4,#Div0,0.0,#Div0
cheat,2,0,0,0,2,1.0,1.0,1.0
providing,1,0,0,0,1,1.0,1.0,1.0
beleive,0,4,0,0,4,0.0,#Div0,#Div0
restrictions,0,0,0,2,2,#Div0,0.0,#Div0
roam,1,0,0,0,1,1.0,1.0,1.0
chance,0,1,0,0,1,0.0,#Div0,#Div0
Is,0,3,1,0,4,0.0,#Div0,#Div0
extra,2,2,0,0,4,0.5,1.0,0.6666666666666666
atheistic,0,1,0,0,1,0.0,#Div0,#Div0
eastern,0,1,0,0,1,0.0,#Div0,#Div0
experiment,1,2,0,0,3,0.3333333333333333,1.0,0.5
opportunity,0,2,0,0,2,0.0,#Div0,#Div0
cant,0,1,0,0,1,0.0,#Div0,#Div0
stayed,0,2,0,0,2,0.0,#Div0,#Div0
cost,0,1,6,0,7,0.0,#Div0,#Div0
polluting,0,1,0,0,1,0.0,#Div0,#Div0
Trying,0,1,0,0,1,0.0,#Div0,#Div0
stat,0,1,0,0,1,0.0,#Div0,#Div0
building,1,0,3,0,4,1.0,1.0,1.0
means,1,26,0,0,27,0.037037037037037035,1.0,0.07142857142857142
simulate,0,1,0,0,1,0.0,#Div0,#Div0
exact,0,2,0,0,2,0.0,#Div0,#Div0
lying,0,1,0,0,1,0.0,#Div0,#Div0
proper,0,2,0,0,2,0.0,#Div0,#Div0
moment,0,1,0,0,1,0.0,#Div0,#Div0
ther,0,1,0,0,1,0.0,#Div0,#Div0
intelligent,0,2,0,0,2,0.0,#Div0,#Div0
scratch,0,0,0,1,1,#Div0,0.0,#Div0
direction,0,0,0,2,2,#Div0,0.0,#Div0
scheduled,0,2,0,0,2,0.0,#Div0,#Div0
demanding,0,0,0,1,1,#Div0,0.0,#Div0
amount,0,5,8,0,13,0.0,#Div0,#Div0
decent,0,2,0,0,2,0.0,#Div0,#Div0
animals,0,0,0,1,1,#Div0,0.0,#Div0
detailed,0,2,0,0,2,0.0,#Div0,#Div0
calm,1,0,0,0,1,1.0,1.0,1.0
unnatural,0,1,0,0,1,0.0,#Div0,#Div0
John,0,1,0,0,1,0.0,#Div0,#Div0
effect,0,0,1,0,1,#Div0,#Div0,#Div0
categorizing,0,1,0,0,1,0.0,#Div0,#Div0
downsides,0,0,0,1,1,#Div0,0.0,#Div0
use,1,47,9,2,59,0.020833333333333332,0.3333333333333333,0.0392156862745098
rapidly,0,0,0,1,1,#Div0,0.0,#Div0
Effect,0,1,0,0,1,0.0,#Div0,#Div0
waste,5,0,0,0,5,1.0,1.0,1.0
possitive,0,1,0,0,1,0.0,#Div0,#Div0
above,0,1,0,0,1,0.0,#Div0,#Div0
express,0,1,0,0,1,0.0,#Div0,#Div0
imposed,1,0,0,0,1,1.0,1.0,1.0
catholic,0,2,0,0,2,0.0,#Div0,#Div0
describe,0,2,0,0,2,0.0,#Div0,#Div0
studied,0,16,0,0,16,0.0,#Div0,#Div0
virtue,1,0,0,0,1,1.0,1.0,1.0
talk,0,16,0,0,16,0.0,#Div0,#Div0
pictures,1,0,0,0,1,1.0,1.0,1.0
earn,0,3,0,0,3,0.0,#Div0,#Div0
eloquent,1,0,0,0,1,1.0,1.0,1.0
obtained,1,0,0,0,1,1.0,1.0,1.0
terms,0,0,1,0,1,#Div0,#Div0,#Div0
decided,0,5,1,0,6,0.0,#Div0,#Div0
guess,0,4,0,0,4,0.0,#Div0,#Div0
collected,1,0,0,0,1,1.0,1.0,1.0
realy,0,1,0,0,1,0.0,#Div0,#Div0
large,0,5,0,0,5,0.0,#Div0,#Div0
related,0,12,0,0,12,0.0,#Div0,#Div0
physiological,0,1,0,0,1,0.0,#Div0,#Div0
goal,1,2,0,2,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
background,1,2,0,2,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
multiply,1,1,0,0,2,0.5,1.0,0.6666666666666666
Marx,0,1,0,0,1,0.0,#Div0,#Div0
promoting,1,2,0,0,3,0.3333333333333333,1.0,0.5
color,0,0,2,1,3,#Div0,0.0,#Div0
doing,0,25,0,0,25,0.0,#Div0,#Div0
accessble,0,0,0,1,1,#Div0,0.0,#Div0
irrespective,0,0,1,0,1,#Div0,#Div0,#Div0
opposing,0,1,0,0,1,0.0,#Div0,#Div0
became,0,3,0,0,3,0.0,#Div0,#Div0
offered,0,1,0,0,1,0.0,#Div0,#Div0
protected,2,0,0,0,2,1.0,1.0,1.0
cosmetic,0,4,0,0,4,0.0,#Div0,#Div0
suppose,0,2,0,0,2,0.0,#Div0,#Div0
everyday,0,12,0,0,12,0.0,#Div0,#Div0
were,0,10,24,0,34,0.0,#Div0,#Div0
figure,0,2,0,0,2,0.0,#Div0,#Div0
difficult,1,4,0,0,5,0.2,1.0,0.33333333333333337
hiding,1,0,0,0,1,1.0,1.0,1.0
process,0,0,5,0,5,#Div0,#Div0,#Div0
riding,0,1,0,0,1,0.0,#Div0,#Div0
common,1,4,0,0,5,0.2,1.0,0.33333333333333337
wonderful,0,1,0,0,1,0.0,#Div0,#Div0
bored,0,2,1,0,3,0.0,#Div0,#Div0
unlimited,0,0,0,1,1,#Div0,0.0,#Div0
want,0,58,0,0,58,0.0,#Div0,#Div0
role,0,2,1,1,4,0.0,0.0,#Div0
career,0,2,0,0,2,0.0,#Div0,#Div0
dissappointed,0,1,0,0,1,0.0,#Div0,#Div0
chapter,0,1,0,0,1,0.0,#Div0,#Div0
Strongly,0,0,0,1,1,#Div0,0.0,#Div0
inter,0,3,0,0,3,0.0,#Div0,#Div0
radical,0,3,0,0,3,0.0,#Div0,#Div0
notes,0,1,0,0,1,0.0,#Div0,#Div0
figured,0,1,0,0,1,0.0,#Div0,#Div0
lazy,0,1,0,0,1,0.0,#Div0,#Div0
convinced,0,7,0,0,7,0.0,#Div0,#Div0
mainstream,1,0,0,0,1,1.0,1.0,1.0
selected,0,1,0,0,1,0.0,#Div0,#Div0
immigrated,0,1,0,0,1,0.0,#Div0,#Div0
loving,0,2,0,0,2,0.0,#Div0,#Div0
plans,0,0,1,0,1,#Div0,#Div0,#Div0
adays,0,3,0,0,3,0.0,#Div0,#Div0
communities,0,1,1,0,2,0.0,#Div0,#Div0
Leaving,0,1,0,0,1,0.0,#Div0,#Div0
off,0,0,0,1,1,#Div0,0.0,#Div0
magazines,0,1,0,0,1,0.0,#Div0,#Div0
permit,0,1,0,0,1,0.0,#Div0,#Div0
urban,0,1,0,0,1,0.0,#Div0,#Div0
investing,0,1,0,0,1,0.0,#Div0,#Div0
leave,0,6,0,0,6,0.0,#Div0,#Div0
married,0,2,0,0,2,0.0,#Div0,#Div0
endeavored,0,1,0,0,1,0.0,#Div0,#Div0
lives,0,5,4,0,9,0.0,#Div0,#Div0
Thats,0,1,0,0,1,0.0,#Div0,#Div0
calculate,1,1,0,0,2,0.5,1.0,0.6666666666666666
appreciation,0,0,1,0,1,#Div0,#Div0,#Div0
punched,0,1,0,0,1,0.0,#Div0,#Div0
atmosphere,1,0,0,0,1,1.0,1.0,1.0
organize,0,10,0,0,10,0.0,#Div0,#Div0
Broad,0,0,0,1,1,#Div0,0.0,#Div0
confirm,0,1,0,0,1,0.0,#Div0,#Div0
m,0,15,0,0,15,0.0,#Div0,#Div0
India,0,1,0,0,1,0.0,#Div0,#Div0
being,0,6,12,0,18,0.0,#Div0,#Div0
this,0,0,0,1,1,#Div0,0.0,#Div0
none,0,1,0,0,1,0.0,#Div0,#Div0
consumption,0,1,0,0,1,0.0,#Div0,#Div0
acitivity,0,1,0,0,1,0.0,#Div0,#Div0
wrning,0,0,0,1,1,#Div0,0.0,#Div0
concentrated,1,0,0,0,1,1.0,1.0,1.0
removes,0,1,0,0,1,0.0,#Div0,#Div0
built,3,1,1,0,5,0.75,1.0,0.8571428571428571
Specializing,0,3,0,0,3,0.0,#Div0,#Div0
