token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
county-level,0,1,0,0,1,0.0,#Div0,#Div0
mean,0,23,3,0,26,0.0,#Div0,#Div0
sink,0,2,0,0,2,0.0,#Div0,#Div0
pinnacle,0,0,0,2,2,#Div0,0.0,#Div0
justify,0,3,0,0,3,0.0,#Div0,#Div0
Chinese,0,0,3,0,3,#Div0,#Div0,#Div0
challenged,0,0,0,6,6,#Div0,0.0,#Div0
vie,1,0,0,0,1,1.0,1.0,1.0
maintain,0,6,0,0,6,0.0,#Div0,#Div0
establish,0,3,0,0,3,0.0,#Div0,#Div0
black,0,5,0,0,5,0.0,#Div0,#Div0
logical,0,0,1,0,1,#Div0,#Div0,#Div0
flag,0,2,0,0,2,0.0,#Div0,#Div0
tax,0,1,0,0,1,0.0,#Div0,#Div0
perform,0,1,0,0,1,0.0,#Div0,#Div0
handicap,0,1,0,0,1,0.0,#Div0,#Div0
attend,0,1,0,0,1,0.0,#Div0,#Div0
Protecting,2,0,0,0,2,1.0,1.0,1.0
congressional,0,1,0,0,1,0.0,#Div0,#Div0
perceived,0,0,1,0,1,#Div0,#Div0,#Div0
relieves,0,0,0,2,2,#Div0,0.0,#Div0
accidental,0,2,0,0,2,0.0,#Div0,#Div0
start,0,9,0,0,9,0.0,#Div0,#Div0
unconditional,0,1,0,0,1,0.0,#Div0,#Div0
stolen,0,0,0,4,4,#Div0,0.0,#Div0
Chasm,0,0,0,1,1,#Div0,0.0,#Div0
pay,0,12,0,0,12,0.0,#Div0,#Div0
lessen,0,2,0,0,2,0.0,#Div0,#Div0
degrade,0,1,0,0,1,0.0,#Div0,#Div0
Photographed,0,1,0,0,1,0.0,#Div0,#Div0
distinct,0,1,0,0,1,0.0,#Div0,#Div0
producing,0,0,0,2,2,#Div0,0.0,#Div0
table,0,1,0,0,1,0.0,#Div0,#Div0
fellow,0,2,1,0,3,0.0,#Div0,#Div0
hold,0,15,0,0,15,0.0,#Div0,#Div0
stress,0,2,0,0,2,0.0,#Div0,#Div0
material,0,2,0,0,2,0.0,#Div0,#Div0
view,0,2,0,0,2,0.0,#Div0,#Div0
vibrate,0,2,0,0,2,0.0,#Div0,#Div0
fanatical,0,1,0,0,1,0.0,#Div0,#Div0
minor,0,0,2,0,2,#Div0,#Div0,#Div0
impoverish,0,2,0,0,2,0.0,#Div0,#Div0
bearish,0,2,0,0,2,0.0,#Div0,#Div0
freeze,0,3,0,0,3,0.0,#Div0,#Div0
law-abiding,0,2,0,0,2,0.0,#Div0,#Div0
restrict,0,2,0,0,2,0.0,#Div0,#Div0
exercise,0,1,0,0,1,0.0,#Div0,#Div0
undo,0,1,0,0,1,0.0,#Div0,#Div0
infest,0,2,0,0,2,0.0,#Div0,#Div0
satisfy,0,1,0,0,1,0.0,#Div0,#Div0
revel,0,1,0,0,1,0.0,#Div0,#Div0
sit,0,2,0,0,2,0.0,#Div0,#Div0
demand,0,4,0,0,4,0.0,#Div0,#Div0
helped,0,0,0,2,2,#Div0,0.0,#Div0
citizens,0,1,0,0,1,0.0,#Div0,#Div0
gun,0,82,0,0,82,0.0,#Div0,#Div0
guess,0,1,0,0,1,0.0,#Div0,#Div0
produced,0,0,0,2,2,#Div0,0.0,#Div0
threatened,0,0,0,2,2,#Div0,0.0,#Div0
extra,0,3,0,0,3,0.0,#Div0,#Div0
creep,0,1,0,0,1,0.0,#Div0,#Div0
eleven,0,1,0,0,1,0.0,#Div0,#Div0
smart,0,3,0,0,3,0.0,#Div0,#Div0
carry,0,1,10,0,11,0.0,#Div0,#Div0
supported,0,0,0,1,1,#Div0,0.0,#Div0
Courting,0,1,0,0,1,0.0,#Div0,#Div0
casualties,0,0,0,3,3,#Div0,0.0,#Div0
punishment,0,0,0,2,2,#Div0,0.0,#Div0
pull,0,2,0,0,2,0.0,#Div0,#Div0
discrete,0,1,0,0,1,0.0,#Div0,#Div0
uncontrollable,0,1,0,0,1,0.0,#Div0,#Div0
Palestinian,0,1,2,0,3,0.0,#Div0,#Div0
sell,3,14,0,0,17,0.17647058823529413,1.0,0.3
maximum,0,0,2,0,2,#Div0,#Div0,#Div0
public-spirited,0,1,0,0,1,0.0,#Div0,#Div0
convince,0,4,0,0,4,0.0,#Div0,#Div0
pursue,0,1,0,0,1,0.0,#Div0,#Div0
go,0,60,0,0,60,0.0,#Div0,#Div0
sexual,0,0,1,0,1,#Div0,#Div0,#Div0
collateral,0,2,0,0,2,0.0,#Div0,#Div0
visit,0,1,0,0,1,0.0,#Div0,#Div0
interventionist,0,1,0,0,1,0.0,#Div0,#Div0
flinty,0,1,0,0,1,0.0,#Div0,#Div0
fought,0,0,0,4,4,#Div0,0.0,#Div0
convert,0,1,0,0,1,0.0,#Div0,#Div0
emphasize,0,1,0,0,1,0.0,#Div0,#Div0
former,0,7,0,0,7,0.0,#Div0,#Div0
invest,0,3,0,0,3,0.0,#Div0,#Div0
propose,0,15,0,0,15,0.0,#Div0,#Div0
adult,0,1,0,0,1,0.0,#Div0,#Div0
hurts,0,0,0,3,3,#Div0,0.0,#Div0
define,0,4,0,0,4,0.0,#Div0,#Div0
equalize,0,2,0,0,2,0.0,#Div0,#Div0
commemorate,0,1,0,0,1,0.0,#Div0,#Div0
clear,0,1,2,0,3,0.0,#Div0,#Div0
non,0,1,0,0,1,0.0,#Div0,#Div0
flower,0,0,0,1,1,#Div0,0.0,#Div0
accept,0,2,7,0,9,0.0,#Div0,#Div0
fresh,0,0,1,0,1,#Div0,#Div0,#Div0
served,0,0,0,1,1,#Div0,0.0,#Div0
rich,0,1,5,0,6,0.0,#Div0,#Div0
limit,0,4,0,0,4,0.0,#Div0,#Div0
cabinet,0,1,0,0,1,0.0,#Div0,#Div0
plunge,0,1,0,0,1,0.0,#Div0,#Div0
bring,0,10,12,0,22,0.0,#Div0,#Div0
focus,0,15,0,0,15,0.0,#Div0,#Div0
spineless,0,1,0,0,1,0.0,#Div0,#Div0
oppose,9,27,0,0,36,0.25,1.0,0.4
shin,0,1,0,0,1,0.0,#Div0,#Div0
external,0,1,0,0,1,0.0,#Div0,#Div0
lethal,0,1,0,0,1,0.0,#Div0,#Div0
affirmative,0,2,0,0,2,0.0,#Div0,#Div0
malicious,0,1,0,0,1,0.0,#Div0,#Div0
Sound,0,1,0,0,1,0.0,#Div0,#Div0
ordinary,0,2,0,0,2,0.0,#Div0,#Div0
statistical,0,1,1,0,2,0.0,#Div0,#Div0
increasing,0,0,0,2,2,#Div0,0.0,#Div0
derail,0,1,0,0,1,0.0,#Div0,#Div0
white,0,4,0,0,4,0.0,#Div0,#Div0
centralize,0,1,0,0,1,0.0,#Div0,#Div0
eventual,0,1,0,0,1,0.0,#Div0,#Div0
send,0,1,0,0,1,0.0,#Div0,#Div0
contest,0,0,0,1,1,#Div0,0.0,#Div0
Team,0,1,0,0,1,0.0,#Div0,#Div0
hello,0,1,0,0,1,0.0,#Div0,#Div0
continued,0,0,1,0,1,#Div0,#Div0,#Div0
voracious,0,1,0,0,1,0.0,#Div0,#Div0
lawful,0,4,0,0,4,0.0,#Div0,#Div0
overwhelm,0,2,0,0,2,0.0,#Div0,#Div0
spruce,0,1,0,0,1,0.0,#Div0,#Div0
competitive,0,5,0,1,6,0.0,0.0,#Div0
battling,0,0,0,1,1,#Div0,0.0,#Div0
cheer,0,1,0,0,1,0.0,#Div0,#Div0
spiritual,0,1,1,0,2,0.0,#Div0,#Div0
following,0,0,1,0,1,#Div0,#Div0,#Div0
call,0,13,0,0,13,0.0,#Div0,#Div0
ultra-meg-millionaire,0,1,0,0,1,0.0,#Div0,#Div0
rigid,0,1,0,0,1,0.0,#Div0,#Div0
destruction,0,0,0,6,6,#Div0,0.0,#Div0
oval,0,1,0,0,1,0.0,#Div0,#Div0
stretch,0,1,0,0,1,0.0,#Div0,#Div0
celebrate,0,4,0,0,4,0.0,#Div0,#Div0
receive,0,8,0,0,8,0.0,#Div0,#Div0
train,0,1,0,0,1,0.0,#Div0,#Div0
lie,0,2,0,1,3,0.0,0.0,#Div0
defending,0,0,0,7,7,#Div0,0.0,#Div0
nurture,0,2,0,0,2,0.0,#Div0,#Div0
legislate,0,1,0,0,1,0.0,#Div0,#Div0
spoil,0,2,0,0,2,0.0,#Div0,#Div0
expend,0,1,0,0,1,0.0,#Div0,#Div0
buried,0,0,0,2,2,#Div0,0.0,#Div0
monetary,0,4,0,0,4,0.0,#Div0,#Div0
reverse,0,4,0,0,4,0.0,#Div0,#Div0
conflicting,0,1,0,0,1,0.0,#Div0,#Div0
smooth,0,0,2,0,2,#Div0,#Div0,#Div0
insure,0,2,0,0,2,0.0,#Div0,#Div0
wide-ranging,0,2,0,0,2,0.0,#Div0,#Div0
parliaments,0,1,0,0,1,0.0,#Div0,#Div0
anticipated,0,1,0,0,1,0.0,#Div0,#Div0
popular,0,3,4,0,7,0.0,#Div0,#Div0
dark,0,3,3,0,6,0.0,#Div0,#Div0
iron-fitted,0,1,0,0,1,0.0,#Div0,#Div0
serious,0,0,2,0,2,#Div0,#Div0,#Div0
official,0,1,0,0,1,0.0,#Div0,#Div0
trajectory,0,0,0,2,2,#Div0,0.0,#Div0
assume,0,1,1,0,2,0.0,#Div0,#Div0
ail,0,2,0,0,2,0.0,#Div0,#Div0
unwarranted,0,1,0,0,1,0.0,#Div0,#Div0
qualify,0,1,0,0,1,0.0,#Div0,#Div0
typical,0,3,0,0,3,0.0,#Div0,#Div0
endure,0,3,0,0,3,0.0,#Div0,#Div0
Suffered,0,1,0,0,1,0.0,#Div0,#Div0
spin,0,1,0,0,1,0.0,#Div0,#Div0
participate,0,3,0,0,3,0.0,#Div0,#Div0
correlate,0,1,0,0,1,0.0,#Div0,#Div0
hat,0,0,0,2,2,#Div0,0.0,#Div0
suffer,0,3,0,0,3,0.0,#Div0,#Div0
Most-modern,0,1,0,0,1,0.0,#Div0,#Div0
favor,0,4,0,0,4,0.0,#Div0,#Div0
crank,0,1,0,0,1,0.0,#Div0,#Div0
addicts,0,0,0,2,2,#Div0,0.0,#Div0
progression,0,0,0,3,3,#Div0,0.0,#Div0
Race,0,0,0,1,1,#Div0,0.0,#Div0
posthumous,0,1,0,0,1,0.0,#Div0,#Div0
de-sang,0,1,0,0,1,0.0,#Div0,#Div0
bullish,0,2,0,0,2,0.0,#Div0,#Div0
lassies-faire,0,1,0,0,1,0.0,#Div0,#Div0
pubic,0,4,0,0,4,0.0,#Div0,#Div0
outgun,0,1,0,0,1,0.0,#Div0,#Div0
guilty,0,1,0,0,1,0.0,#Div0,#Div0
structural,0,0,1,0,1,#Div0,#Div0,#Div0
describe,0,5,0,0,5,0.0,#Div0,#Div0
petulant,0,1,0,0,1,0.0,#Div0,#Div0
intermingle,0,2,0,0,2,0.0,#Div0,#Div0
elite,0,1,0,0,1,0.0,#Div0,#Div0
fee,0,3,0,0,3,0.0,#Div0,#Div0
Has,0,2,0,0,2,0.0,#Div0,#Div0
building,0,0,0,1,1,#Div0,0.0,#Div0
»,0,1,0,0,1,0.0,#Div0,#Div0
races,0,0,0,1,1,#Div0,0.0,#Div0
Get,0,1,0,0,1,0.0,#Div0,#Div0
extract,0,3,0,0,3,0.0,#Div0,#Div0
settled,0,1,0,0,1,0.0,#Div0,#Div0
gain,0,2,0,0,2,0.0,#Div0,#Div0
bold,0,1,0,0,1,0.0,#Div0,#Div0
terroristic,0,2,0,0,2,0.0,#Div0,#Div0
keep,0,21,0,0,21,0.0,#Div0,#Div0
quest,0,0,0,3,3,#Div0,0.0,#Div0
Indian,0,0,1,0,1,#Div0,#Div0,#Div0
engenders,0,0,0,1,1,#Div0,0.0,#Div0
offers,0,0,0,1,1,#Div0,0.0,#Div0
vary,0,2,0,0,2,0.0,#Div0,#Div0
harass,0,1,0,0,1,0.0,#Div0,#Div0
English,0,1,0,0,1,0.0,#Div0,#Div0
Working,0,1,0,0,1,0.0,#Div0,#Div0
frontal,0,1,0,0,1,0.0,#Div0,#Div0
claws of,0,0,0,1,1,#Div0,0.0,#Div0
representative,0,2,0,0,2,0.0,#Div0,#Div0
Take,0,0,2,0,2,#Div0,#Div0,#Div0
exacerbate,0,5,0,0,5,0.0,#Div0,#Div0
useful,0,1,1,0,2,0.0,#Div0,#Div0
fund,0,2,0,0,2,0.0,#Div0,#Div0
end,0,6,0,0,6,0.0,#Div0,#Div0
remove,0,4,0,0,4,0.0,#Div0,#Div0
conflict,0,0,0,2,2,#Div0,0.0,#Div0
startling,0,2,0,0,2,0.0,#Div0,#Div0
nineteenth,0,4,0,0,4,0.0,#Div0,#Div0
renew,0,1,0,0,1,0.0,#Div0,#Div0
pimp,0,0,0,3,3,#Div0,0.0,#Div0
regard,0,4,0,0,4,0.0,#Div0,#Div0
father,0,0,0,2,2,#Div0,0.0,#Div0
impose,0,8,0,0,8,0.0,#Div0,#Div0
utter,0,1,0,0,1,0.0,#Div0,#Div0
dilute,4,1,0,0,5,0.8,1.0,0.888888888888889
block,0,2,0,2,4,0.0,0.0,#Div0
veneration,0,0,0,3,3,#Div0,0.0,#Div0
upper,0,0,3,0,3,#Div0,#Div0,#Div0
non-extent,0,1,0,0,1,0.0,#Div0,#Div0
rifle,0,1,0,0,1,0.0,#Div0,#Div0
dominant,0,0,2,0,2,#Div0,#Div0,#Div0
deadly,0,3,0,0,3,0.0,#Div0,#Div0
sponsor,0,1,0,0,1,0.0,#Div0,#Div0
working,0,2,0,0,2,0.0,#Div0,#Div0
assault-weapon,0,1,0,0,1,0.0,#Div0,#Div0
trick,0,1,0,0,1,0.0,#Div0,#Div0
western,0,2,3,0,5,0.0,#Div0,#Div0
only,0,4,4,0,8,0.0,#Div0,#Div0
examine,0,1,0,0,1,0.0,#Div0,#Div0
communist,0,0,2,0,2,#Div0,#Div0,#Div0
industrial,0,0,2,0,2,#Div0,#Div0,#Div0
contribute,0,2,1,0,3,0.0,#Div0,#Div0
armed,0,0,4,0,4,#Div0,#Div0,#Div0
bereft,0,1,0,0,1,0.0,#Div0,#Div0
reduces,0,0,0,7,7,#Div0,0.0,#Div0
floods,0,0,0,2,2,#Div0,0.0,#Div0
reject,0,2,0,0,2,0.0,#Div0,#Div0
stanch,0,1,0,0,1,0.0,#Div0,#Div0
Congressional,0,1,0,0,1,0.0,#Div0,#Div0
inadequate,0,1,0,0,1,0.0,#Div0,#Div0
front,0,1,3,0,4,0.0,#Div0,#Div0
economic,0,5,25,0,30,0.0,#Div0,#Div0
felt,0,1,0,0,1,0.0,#Div0,#Div0
plummeted,0,0,0,2,2,#Div0,0.0,#Div0
gun-discarding,0,1,0,0,1,0.0,#Div0,#Div0
glorifies,0,0,0,1,1,#Div0,0.0,#Div0
impacts,0,0,0,2,2,#Div0,0.0,#Div0
suppress,0,2,0,0,2,0.0,#Div0,#Div0
comment,0,2,0,0,2,0.0,#Div0,#Div0
sword,0,0,0,1,1,#Div0,0.0,#Div0
torture,0,0,0,1,1,#Div0,0.0,#Div0
sue,0,1,0,0,1,0.0,#Div0,#Div0
strike,0,1,0,0,1,0.0,#Div0,#Div0
roars,0,0,0,1,1,#Div0,0.0,#Div0
scored,1,0,0,0,1,1.0,1.0,1.0
broad-based,0,2,0,0,2,0.0,#Div0,#Div0
work,0,29,0,0,29,0.0,#Div0,#Div0
preferred,0,0,2,0,2,#Div0,#Div0,#Div0
junior-level,0,1,0,0,1,0.0,#Div0,#Div0
obstruct,0,2,0,0,2,0.0,#Div0,#Div0
satanic,0,1,0,0,1,0.0,#Div0,#Div0
red,0,0,7,0,7,#Div0,#Div0,#Div0
Trying,0,4,0,0,4,0.0,#Div0,#Div0
UK,0,2,0,0,2,0.0,#Div0,#Div0
glorifying,0,0,0,7,7,#Div0,0.0,#Div0
tell,0,15,0,0,15,0.0,#Div0,#Div0
perfect,0,0,3,0,3,#Div0,#Div0,#Div0
boiling,0,0,0,1,1,#Div0,0.0,#Div0
attain,0,1,0,0,1,0.0,#Div0,#Div0
spring,0,1,0,0,1,0.0,#Div0,#Div0
many,0,34,0,0,34,0.0,#Div0,#Div0
mind,0,3,0,0,3,0.0,#Div0,#Div0
self-righteous,0,3,0,0,3,0.0,#Div0,#Div0
floor,0,0,0,2,2,#Div0,0.0,#Div0
cater,0,1,0,0,1,0.0,#Div0,#Div0
trumps,0,0,0,2,2,#Div0,0.0,#Div0
leech,0,1,0,0,1,0.0,#Div0,#Div0
announced,0,1,0,0,1,0.0,#Div0,#Div0
overturn,0,3,0,0,3,0.0,#Div0,#Div0
pointless,0,1,0,0,1,0.0,#Div0,#Div0
jail,0,1,0,0,1,0.0,#Div0,#Div0
hobble,0,1,0,0,1,0.0,#Div0,#Div0
contemplate,0,2,0,0,2,0.0,#Div0,#Div0
make,0,82,0,0,82,0.0,#Div0,#Div0
dig,0,1,0,0,1,0.0,#Div0,#Div0
thin,0,1,0,0,1,0.0,#Div0,#Div0
cool,0,2,0,0,2,0.0,#Div0,#Div0
conservative,0,3,2,0,5,0.0,#Div0,#Div0
African,0,1,1,0,2,0.0,#Div0,#Div0
fly,0,5,0,0,5,0.0,#Div0,#Div0
place,0,2,0,0,2,0.0,#Div0,#Div0
firearms-related,0,1,0,0,1,0.0,#Div0,#Div0
endangered,0,0,0,1,1,#Div0,0.0,#Div0
net,0,0,2,0,2,#Div0,#Div0,#Div0
handle,0,0,1,0,1,#Div0,#Div0,#Div0
ignore,0,4,0,0,4,0.0,#Div0,#Div0
determine,0,2,0,0,2,0.0,#Div0,#Div0
mimic,0,1,0,0,1,0.0,#Div0,#Div0
petty,0,1,0,0,1,0.0,#Div0,#Div0
faceless,0,1,0,0,1,0.0,#Div0,#Div0
cheat,0,1,0,0,1,0.0,#Div0,#Div0
individual,0,14,0,0,14,0.0,#Div0,#Div0
author,0,1,0,0,1,0.0,#Div0,#Div0
forget€_,0,1,0,0,1,0.0,#Div0,#Div0
solo,0,1,0,0,1,0.0,#Div0,#Div0
exclusive,0,0,1,0,1,#Div0,#Div0,#Div0
expeditious,0,2,0,0,2,0.0,#Div0,#Div0
transform,0,3,0,0,3,0.0,#Div0,#Div0
targeted,0,0,0,1,1,#Div0,0.0,#Div0
poverty,0,3,0,0,3,0.0,#Div0,#Div0
Show,0,0,1,0,1,#Div0,#Div0,#Div0
fallen,0,0,0,1,1,#Div0,0.0,#Div0
liberation,0,0,0,2,2,#Div0,0.0,#Div0
gloss,0,1,0,0,1,0.0,#Div0,#Div0
form,0,4,0,0,4,0.0,#Div0,#Div0
forced,0,1,0,0,1,0.0,#Div0,#Div0
caustic,0,1,0,0,1,0.0,#Div0,#Div0
estate-tax,0,1,0,0,1,0.0,#Div0,#Div0
result,0,3,0,0,3,0.0,#Div0,#Div0
cripples,0,0,0,1,1,#Div0,0.0,#Div0
civil,0,2,10,0,12,0.0,#Div0,#Div0
rightsdefined,0,1,0,0,1,0.0,#Div0,#Div0
played,0,0,0,2,2,#Div0,0.0,#Div0
document,0,2,0,0,2,0.0,#Div0,#Div0
bonfire,0,0,0,1,1,#Div0,0.0,#Div0
adopt,0,2,3,0,5,0.0,#Div0,#Div0
successful,0,1,1,0,2,0.0,#Div0,#Div0
involve,0,5,4,0,9,0.0,#Div0,#Div0
drop,0,4,0,0,4,0.0,#Div0,#Div0
Logical,0,5,0,0,5,0.0,#Div0,#Div0
oppress,0,2,0,0,2,0.0,#Div0,#Div0
illicit,0,1,0,0,1,0.0,#Div0,#Div0
earned,0,2,0,0,2,0.0,#Div0,#Div0
need,0,30,0,0,30,0.0,#Div0,#Div0
reveal,0,7,0,0,7,0.0,#Div0,#Div0
ten,0,1,0,0,1,0.0,#Div0,#Div0
door,0,0,0,2,2,#Div0,0.0,#Div0
u,0,1,0,0,1,0.0,#Div0,#Div0
utopian,0,1,0,0,1,0.0,#Div0,#Div0
victims,0,0,0,3,3,#Div0,0.0,#Div0
Liberal,0,3,0,0,3,0.0,#Div0,#Div0
promote,0,21,0,0,21,0.0,#Div0,#Div0
race,0,3,0,4,7,0.0,0.0,#Div0
subservient,0,1,0,0,1,0.0,#Div0,#Div0
venous,0,1,0,0,1,0.0,#Div0,#Div0
erase,0,3,0,0,3,0.0,#Div0,#Div0
matter,0,1,0,0,1,0.0,#Div0,#Div0
tremendous,0,0,3,0,3,#Div0,#Div0,#Div0
enforce,1,1,0,0,2,0.5,1.0,0.6666666666666666
dismiss,0,1,0,0,1,0.0,#Div0,#Div0
live,0,10,0,0,10,0.0,#Div0,#Div0
hear,0,9,0,0,9,0.0,#Div0,#Div0
insist,0,2,0,0,2,0.0,#Div0,#Div0
achieve,0,6,3,0,9,0.0,#Div0,#Div0
like,0,9,0,0,9,0.0,#Div0,#Div0
tribal,0,1,2,0,3,0.0,#Div0,#Div0
swim,0,2,0,0,2,0.0,#Div0,#Div0
cry,0,3,0,0,3,0.0,#Div0,#Div0
stalk,0,1,0,0,1,0.0,#Div0,#Div0
job,0,0,0,1,1,#Div0,0.0,#Div0
exacting,0,0,0,1,1,#Div0,0.0,#Div0
According,0,1,2,0,3,0.0,#Div0,#Div0
outgo,0,1,0,0,1,0.0,#Div0,#Div0
believes,0,0,0,1,1,#Div0,0.0,#Div0
baseball,0,0,0,1,1,#Div0,0.0,#Div0
discuss,0,6,0,0,6,0.0,#Div0,#Div0
multiple,0,1,0,0,1,0.0,#Div0,#Div0
cultural,0,1,4,0,5,0.0,#Div0,#Div0
electoral,0,0,1,0,1,#Div0,#Div0,#Div0
disprove,0,1,0,0,1,0.0,#Div0,#Div0
depths,0,0,0,3,3,#Div0,0.0,#Div0
date,0,2,0,0,2,0.0,#Div0,#Div0
fly out,0,0,0,1,1,#Div0,0.0,#Div0
demolished,0,0,0,1,1,#Div0,0.0,#Div0
recognize,0,2,0,0,2,0.0,#Div0,#Div0
drag,0,6,0,0,6,0.0,#Div0,#Div0
scare,0,2,0,0,2,0.0,#Div0,#Div0
lata,0,1,0,0,1,0.0,#Div0,#Div0
pass,0,16,0,0,16,0.0,#Div0,#Div0
tastes,0,0,0,2,2,#Div0,0.0,#Div0
bringing,0,0,0,1,1,#Div0,0.0,#Div0
credible,0,1,0,0,1,0.0,#Div0,#Div0
stable,0,0,1,0,1,#Div0,#Div0,#Div0
ship,0,1,0,0,1,0.0,#Div0,#Div0
safeguarded,0,0,0,1,1,#Div0,0.0,#Div0
Are,0,2,0,0,2,0.0,#Div0,#Div0
.I,0,1,0,0,1,0.0,#Div0,#Div0
surmount,0,1,0,0,1,0.0,#Div0,#Div0
crazy,0,2,0,0,2,0.0,#Div0,#Div0
overcoming,0,0,0,1,1,#Div0,0.0,#Div0
non-profit,0,3,0,0,3,0.0,#Div0,#Div0
small,0,3,5,0,8,0.0,#Div0,#Div0
witness,0,2,0,0,2,0.0,#Div0,#Div0
Warming,1,0,0,0,1,1.0,1.0,1.0
charge,0,7,0,0,7,0.0,#Div0,#Div0
science,0,1,0,0,1,0.0,#Div0,#Div0
fall,0,14,0,0,14,0.0,#Div0,#Div0
sleep,0,1,0,0,1,0.0,#Div0,#Div0
Saudi,0,0,1,0,1,#Div0,#Div0,#Div0
cultivation,0,0,0,1,1,#Div0,0.0,#Div0
credentials,0,1,0,0,1,0.0,#Div0,#Div0
encumbers,0,0,0,1,1,#Div0,0.0,#Div0
say,0,81,0,0,81,0.0,#Div0,#Div0
swell,0,2,0,0,2,0.0,#Div0,#Div0
diagnosis,0,0,0,1,1,#Div0,0.0,#Div0
grind,0,2,0,0,2,0.0,#Div0,#Div0
evil,10,6,0,8,24,0.625,0.5555555555555556,0.5882352941176471
defrauded,0,0,0,1,1,#Div0,0.0,#Div0
offer,0,11,0,0,11,0.0,#Div0,#Div0
endangers,0,0,0,1,1,#Div0,0.0,#Div0
illuminates,0,0,0,4,4,#Div0,0.0,#Div0
conceive,0,1,0,0,1,0.0,#Div0,#Div0
mistake,0,1,0,0,1,0.0,#Div0,#Div0
count,0,1,0,0,1,0.0,#Div0,#Div0
unlimited,0,1,0,0,1,0.0,#Div0,#Div0
attribute,0,1,0,0,1,0.0,#Div0,#Div0
defraud,1,2,0,0,3,0.3333333333333333,1.0,0.5
perpetrate,0,1,0,0,1,0.0,#Div0,#Div0
benefit,0,10,0,0,10,0.0,#Div0,#Div0
spread,0,3,2,1,6,0.0,0.0,#Div0
clean,0,1,1,0,2,0.0,#Div0,#Div0
foreign,0,2,7,0,9,0.0,#Div0,#Div0
loathe,0,1,0,0,1,0.0,#Div0,#Div0
annihilation,0,0,0,1,1,#Div0,0.0,#Div0
delude,0,1,0,0,1,0.0,#Div0,#Div0
issue,0,1,0,0,1,0.0,#Div0,#Div0
influence,0,1,0,0,1,0.0,#Div0,#Div0
warn,0,3,0,0,3,0.0,#Div0,#Div0
purport,0,1,0,0,1,0.0,#Div0,#Div0
criticize,0,1,0,0,1,0.0,#Div0,#Div0
shallow,0,0,1,0,1,#Div0,#Div0,#Div0
libertarian,0,2,0,0,2,0.0,#Div0,#Div0
tortuous,0,2,0,0,2,0.0,#Div0,#Div0
comport,0,1,0,0,1,0.0,#Div0,#Div0
called,0,1,0,0,1,0.0,#Div0,#Div0
immoral,0,1,0,0,1,0.0,#Div0,#Div0
equitable,0,1,0,0,1,0.0,#Div0,#Div0
fat cat,0,0,0,1,1,#Div0,0.0,#Div0
fight,49,52,0,6,107,0.48514851485148514,0.8909090909090909,0.6282051282051282
various,0,4,0,0,4,0.0,#Div0,#Div0
god,0,0,0,2,2,#Div0,0.0,#Div0
marriage,0,1,0,0,1,0.0,#Div0,#Div0
fulfil,0,1,0,0,1,0.0,#Div0,#Div0
user-friendly,0,1,0,0,1,0.0,#Div0,#Div0
prepare,0,2,0,0,2,0.0,#Div0,#Div0
dupe,0,1,0,0,1,0.0,#Div0,#Div0
interstate,0,1,0,0,1,0.0,#Div0,#Div0
secure,1,0,0,0,1,1.0,1.0,1.0
overdose,0,2,0,1,3,0.0,0.0,#Div0
manipulated,0,0,0,1,1,#Div0,0.0,#Div0
romanticize,0,1,0,0,1,0.0,#Div0,#Div0
ops,0,1,0,0,1,0.0,#Div0,#Div0
unethical,0,1,0,0,1,0.0,#Div0,#Div0
protectionist,0,1,0,0,1,0.0,#Div0,#Div0
alleviates,0,0,0,8,8,#Div0,0.0,#Div0
drama,0,0,0,1,1,#Div0,0.0,#Div0
Wins,1,0,0,1,2,1.0,0.5,0.6666666666666666
would-be,0,1,0,0,1,0.0,#Div0,#Div0
term,0,1,0,0,1,0.0,#Div0,#Div0
wound,0,1,0,0,1,0.0,#Div0,#Div0
subsequent,0,0,2,0,2,#Div0,#Div0,#Div0
old,0,3,3,0,6,0.0,#Div0,#Div0
mourn,0,1,0,0,1,0.0,#Div0,#Div0
devour,0,1,0,0,1,0.0,#Div0,#Div0
Owning,0,1,0,0,1,0.0,#Div0,#Div0
fair,0,0,1,0,1,#Div0,#Div0,#Div0
storm,0,0,0,2,2,#Div0,0.0,#Div0
inform,0,2,0,0,2,0.0,#Div0,#Div0
file,0,3,0,0,3,0.0,#Div0,#Div0
buying,0,0,0,3,3,#Div0,0.0,#Div0
fear,0,4,0,0,4,0.0,#Div0,#Div0
solidify,0,1,0,0,1,0.0,#Div0,#Div0
attacking,0,0,0,16,16,#Div0,0.0,#Div0
knock,0,1,0,0,1,0.0,#Div0,#Div0
roll,0,3,0,0,3,0.0,#Div0,#Div0
reckless,0,2,0,0,2,0.0,#Div0,#Div0
preserves,0,0,0,1,1,#Div0,0.0,#Div0
reason,0,3,0,0,3,0.0,#Div0,#Div0
Only,0,1,0,0,1,0.0,#Div0,#Div0
glorify,4,7,0,0,11,0.36363636363636365,1.0,0.5333333333333333
impede,0,2,0,0,2,0.0,#Div0,#Div0
authoritarian,0,1,0,0,1,0.0,#Div0,#Div0
combat,10,2,0,0,12,0.8333333333333334,1.0,0.9090909090909091
