token,tp_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
canotget,0,1,0,2,0.0,#Div0,#Div0
wall,0,1,0,2,0.0,#Div0,#Div0
grant,1,1,1,4,0.5,0.5,0.5
ourself,0,1,0,2,0.0,#Div0,#Div0
environmental,0,1,0,5,0.0,#Div0,#Div0
end,1,2,2,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
repared,1,0,1,2,1.0,0.5,0.6666666666666666
opposite,0,2,0,4,0.0,#Div0,#Div0
healthy,1,0,1,2,1.0,0.5,0.6666666666666666
straight,0,0,1,1,#Div0,0.0,#Div0
current,0,3,0,8,0.0,#Div0,#Div0
Attending,0,1,0,2,0.0,#Div0,#Div0
mostof,0,1,0,2,0.0,#Div0,#Div0
much,0,26,0,52,0.0,#Div0,#Div0
mental,0,2,0,6,0.0,#Div0,#Div0
following,0,3,1,10,0.0,0.0,#Div0
viceversa,0,1,0,2,0.0,#Div0,#Div0
additional,0,1,0,2,0.0,#Div0,#Div0
reserve,0,2,0,4,0.0,#Div0,#Div0
white,0,1,0,2,0.0,#Div0,#Div0
energetic,0,1,0,2,0.0,#Div0,#Div0
focussed,1,0,1,2,1.0,0.5,0.6666666666666666
ll,0,5,0,10,0.0,#Div0,#Div0
engage,0,3,0,6,0.0,#Div0,#Div0
junk,0,0,2,2,#Div0,0.0,#Div0
behavior,0,1,0,2,0.0,#Div0,#Div0
eith,0,1,0,2,0.0,#Div0,#Div0
senior,0,2,0,4,0.0,#Div0,#Div0
precious,1,1,2,5,0.5,0.3333333333333333,0.4
flexibility,0,0,2,2,#Div0,0.0,#Div0
join,0,6,0,12,0.0,#Div0,#Div0
regret,0,2,0,4,0.0,#Div0,#Div0
respect,2,4,2,12,0.3333333333333333,0.5,0.4
strange,0,3,0,6,0.0,#Div0,#Div0
optimize,1,0,1,2,1.0,0.5,0.6666666666666666
guided,0,4,0,8,0.0,#Div0,#Div0
difficult,1,4,1,10,0.2,0.5,0.28571428571428575
manipulate,0,1,0,2,0.0,#Div0,#Div0
unstable,0,0,1,1,#Div0,0.0,#Div0
pampered,1,0,1,2,1.0,0.5,0.6666666666666666
Successful,0,3,0,6,0.0,#Div0,#Div0
throught,0,2,0,4,0.0,#Div0,#Div0
junior,0,1,0,2,0.0,#Div0,#Div0
habbits,0,0,1,1,#Div0,0.0,#Div0
big,2,19,8,56,0.09523809523809523,0.2,0.12903225806451613
richness,0,0,1,1,#Div0,0.0,#Div0
adays,0,3,0,6,0.0,#Div0,#Div0
studied,0,1,0,1,0.0,#Div0,#Div0
Let,0,1,0,2,0.0,#Div0,#Div0
trade,0,1,0,2,0.0,#Div0,#Div0
greet,0,1,0,1,0.0,#Div0,#Div0
opt,0,1,0,2,0.0,#Div0,#Div0
independant,0,1,0,2,0.0,#Div0,#Div0
stages,0,0,2,2,#Div0,0.0,#Div0
thats,0,1,0,2,0.0,#Div0,#Div0
blend,1,0,1,2,1.0,0.5,0.6666666666666666
healthier,0,0,1,1,#Div0,0.0,#Div0
plan,0,19,0,38,0.0,#Div0,#Div0
visualize,1,0,2,3,1.0,0.3333333333333333,0.5
didnotmake,0,1,0,2,0.0,#Div0,#Div0
weak,1,0,4,5,1.0,0.2,0.33333333333333337
meaning,0,1,0,2,0.0,#Div0,#Div0
Being,0,0,0,1,#Div0,#Div0,#Div0
bind,0,2,0,4,0.0,#Div0,#Div0
former,0,1,0,2,0.0,#Div0,#Div0
philosophical,0,1,0,2,0.0,#Div0,#Div0
relative,0,2,0,4,0.0,#Div0,#Div0
Theoretical,0,1,0,2,0.0,#Div0,#Div0
plannning,0,1,0,2,0.0,#Div0,#Div0
actual,0,3,0,6,0.0,#Div0,#Div0
struggle,1,1,1,4,0.5,0.5,0.5
from,0,0,12,12,#Div0,0.0,#Div0
Inter,0,1,0,2,0.0,#Div0,#Div0
volunteer,0,3,0,6,0.0,#Div0,#Div0
welcome,0,1,0,2,0.0,#Div0,#Div0
funny,0,1,0,2,0.0,#Div0,#Div0
ethical,0,2,0,4,0.0,#Div0,#Div0
intersting,0,1,0,2,0.0,#Div0,#Div0
Helping,0,1,0,2,0.0,#Div0,#Div0
brand,0,1,0,2,0.0,#Div0,#Div0
eighteen,0,1,0,2,0.0,#Div0,#Div0
exercise,0,2,0,4,0.0,#Div0,#Div0
intruduced,0,0,1,1,#Div0,0.0,#Div0
math,0,1,0,2,0.0,#Div0,#Div0
memorize,0,9,0,18,0.0,#Div0,#Div0
truly,0,1,0,2,0.0,#Div0,#Div0
Japanese,0,6,0,14,0.0,#Div0,#Div0
have,62,567,66,1262,0.0985691573926868,0.484375,0.16380449141347425
logical,0,1,0,2,0.0,#Div0,#Div0
Knowing,0,0,0,3,#Div0,#Div0,#Div0
alter,0,1,0,2,0.0,#Div0,#Div0
joung,0,1,0,2,0.0,#Div0,#Div0
blow,0,1,0,2,0.0,#Div0,#Div0
marine,0,1,0,2,0.0,#Div0,#Div0
rainy,0,1,0,2,0.0,#Div0,#Div0
under,0,0,1,1,#Div0,0.0,#Div0
selfish,0,3,0,6,0.0,#Div0,#Div0
result,0,4,0,8,0.0,#Div0,#Div0
recognize,0,2,0,4,0.0,#Div0,#Div0
hope,0,1,0,2,0.0,#Div0,#Div0
tomorrow,0,0,2,2,#Div0,0.0,#Div0
thi,0,1,0,2,0.0,#Div0,#Div0
constant,0,2,0,4,0.0,#Div0,#Div0
donotreach,0,1,0,2,0.0,#Div0,#Div0
environment,0,0,1,1,#Div0,0.0,#Div0
accquire,1,0,1,2,1.0,0.5,0.6666666666666666
limit,1,4,3,12,0.2,0.25,0.22222222222222224
era,0,0,5,5,#Div0,0.0,#Div0
at,0,0,1,1,#Div0,0.0,#Div0
devices,0,0,1,1,#Div0,0.0,#Div0
rigid,0,0,1,1,#Div0,0.0,#Div0
donottake,0,1,0,2,0.0,#Div0,#Div0
Imagine,0,1,0,2,0.0,#Div0,#Div0
hidden,2,0,2,4,1.0,0.5,0.6666666666666666
wipe,0,3,0,6,0.0,#Div0,#Div0
same,1,51,1,104,0.019230769230769232,0.5,0.037037037037037035
sufficient,0,4,0,8,0.0,#Div0,#Div0
endless,1,0,1,2,1.0,0.5,0.6666666666666666
put,6,4,6,20,0.6,0.5,0.5454545454545454
memorise,0,3,0,6,0.0,#Div0,#Div0
undestand,0,3,0,6,0.0,#Div0,#Div0
do,0,275,0,550,0.0,#Div0,#Div0
shows,0,0,2,2,#Div0,0.0,#Div0
increases,0,0,1,1,#Div0,0.0,#Div0
intresting,0,2,0,4,0.0,#Div0,#Div0
areas,0,0,1,1,#Div0,0.0,#Div0
like,0,32,0,64,0.0,#Div0,#Div0
substained,1,0,1,2,1.0,0.5,0.6666666666666666
stores,0,0,1,1,#Div0,0.0,#Div0
Reaching,1,0,1,2,1.0,0.5,0.6666666666666666
esthetic,0,1,0,2,0.0,#Div0,#Div0
die,0,2,0,4,0.0,#Div0,#Div0
nowadays,0,3,0,6,0.0,#Div0,#Div0
strict,0,0,1,1,#Div0,0.0,#Div0
felt,1,5,1,12,0.16666666666666666,0.5,0.25
weight,0,0,1,1,#Div0,0.0,#Div0
inflate,1,0,1,2,1.0,0.5,0.6666666666666666
native,0,1,0,2,0.0,#Div0,#Div0
foretasted,1,0,1,2,1.0,0.5,0.6666666666666666
responds,0,0,1,1,#Div0,0.0,#Div0
shape,0,0,1,1,#Div0,0.0,#Div0
surprise,0,2,0,4,0.0,#Div0,#Div0
challenging,0,1,1,3,0.0,0.0,#Div0
roots,0,0,1,1,#Div0,0.0,#Div0
rich,0,3,3,9,0.0,0.0,#Div0
score,0,1,0,2,0.0,#Div0,#Div0
spot,0,0,1,1,#Div0,0.0,#Div0
incorrect,1,0,1,2,1.0,0.5,0.6666666666666666
similar,0,1,0,2,0.0,#Div0,#Div0
addicted,0,0,1,1,#Div0,0.0,#Div0
Indian,0,1,0,2,0.0,#Div0,#Div0
indepth,1,0,1,2,1.0,0.5,0.6666666666666666
a,0,0,6,6,#Div0,0.0,#Div0
practice,0,6,0,12,0.0,#Div0,#Div0
used,0,0,1,1,#Div0,0.0,#Div0
websites,0,1,0,2,0.0,#Div0,#Div0
oving,1,0,1,2,1.0,0.5,0.6666666666666666
right,0,10,0,23,0.0,#Div0,#Div0
preserving,0,0,1,1,#Div0,0.0,#Div0
see,5,57,5,124,0.08064516129032258,0.5,0.13888888888888887
burst,0,0,1,1,#Div0,0.0,#Div0
face,14,7,14,42,0.6666666666666666,0.5,0.5714285714285715
potentials,0,0,1,1,#Div0,0.0,#Div0
canotsay,0,1,0,2,0.0,#Div0,#Div0
Viceversa,0,1,0,2,0.0,#Div0,#Div0
technical,0,1,0,2,0.0,#Div0,#Div0
consider,0,18,0,41,0.0,#Div0,#Div0
supported,0,0,6,6,#Div0,0.0,#Div0
metropolitan,0,1,0,2,0.0,#Div0,#Div0
grate,0,1,0,2,0.0,#Div0,#Div0
undermine,1,1,1,4,0.5,0.5,0.5
set,0,1,0,2,0.0,#Div0,#Div0
active,4,0,6,10,1.0,0.4,0.5714285714285715
donotfeel,0,1,0,2,0.0,#Div0,#Div0
litte,0,0,1,1,#Div0,0.0,#Div0
broad,49,0,50,99,1.0,0.494949494949495,0.6621621621621622
Asian,0,1,0,2,0.0,#Div0,#Div0
signs,0,0,1,1,#Div0,0.0,#Div0
restrict,1,2,1,6,0.3333333333333333,0.5,0.4
seek,2,1,2,6,0.6666666666666666,0.5,0.5714285714285715
conciliate,0,1,0,2,0.0,#Div0,#Div0
rice,0,1,0,2,0.0,#Div0,#Div0
carrier,0,0,1,1,#Div0,0.0,#Div0
sustaine,1,0,1,2,1.0,0.5,0.6666666666666666
suffuring,1,0,1,2,1.0,0.5,0.6666666666666666
conclude,0,2,0,7,0.0,#Div0,#Div0
keep-it-safe,0,0,1,1,#Div0,0.0,#Div0
meet,3,15,3,36,0.16666666666666666,0.5,0.25
usefull,0,2,0,4,0.0,#Div0,#Div0
inter,0,3,0,6,0.0,#Div0,#Div0
cultural,0,7,0,14,0.0,#Div0,#Div0
telling,0,0,1,1,#Div0,0.0,#Div0
comforatable,0,0,1,1,#Div0,0.0,#Div0
construct,0,1,0,2,0.0,#Div0,#Div0
aim,0,1,0,2,0.0,#Div0,#Div0
dosent,0,1,0,2,0.0,#Div0,#Div0
acquired,0,0,1,1,#Div0,0.0,#Div0
core,0,0,3,3,#Div0,0.0,#Div0
sons,0,0,1,1,#Div0,0.0,#Div0
lie,0,2,0,4,0.0,#Div0,#Div0
stupid,0,0,1,1,#Div0,0.0,#Div0
fancy,0,2,0,4,0.0,#Div0,#Div0
struggling,0,0,1,1,#Div0,0.0,#Div0
occur,0,5,0,10,0.0,#Div0,#Div0
enough,0,35,0,70,0.0,#Div0,#Div0
tempt,0,1,0,2,0.0,#Div0,#Div0
children,0,0,1,1,#Div0,0.0,#Div0
urge,0,1,0,2,0.0,#Div0,#Div0
gets,0,0,1,1,#Div0,0.0,#Div0
rejected,0,0,1,1,#Div0,0.0,#Div0
Modern,0,1,0,2,0.0,#Div0,#Div0
cure,0,1,0,2,0.0,#Div0,#Div0
attachment,0,0,2,2,#Div0,0.0,#Div0
Intelligent,0,1,0,2,0.0,#Div0,#Div0
hundred,0,0,1,1,#Div0,0.0,#Div0
n,0,1,0,2,0.0,#Div0,#Div0
ensure,0,2,0,4,0.0,#Div0,#Div0
benefit,0,4,0,8,0.0,#Div0,#Div0
block,0,1,0,2,0.0,#Div0,#Div0
tend,0,11,0,22,0.0,#Div0,#Div0
unusual,0,1,0,2,0.0,#Div0,#Div0
regardless,0,1,0,2,0.0,#Div0,#Div0
pass,1,4,1,10,0.2,0.5,0.28571428571428575
entire,0,2,0,4,0.0,#Div0,#Div0
better,0,3,0,6,0.0,#Div0,#Div0
rapidly,0,0,1,1,#Div0,0.0,#Div0
works,0,0,1,1,#Div0,0.0,#Div0
pursue,2,1,2,6,0.6666666666666666,0.5,0.5714285714285715
reachable,0,0,1,1,#Div0,0.0,#Div0
consume,2,2,0,6,0.5,1.0,0.6666666666666666
arrange,0,1,0,2,0.0,#Div0,#Div0
Last,0,2,0,4,0.0,#Div0,#Div0
keeping,0,0,1,1,#Div0,0.0,#Div0
find,3,41,11,118,0.06818181818181818,0.21428571428571427,0.10344827586206896
comming,0,1,0,2,0.0,#Div0,#Div0
feel,3,37,3,80,0.075,0.5,0.13043478260869565
narrow,0,0,1,1,#Div0,0.0,#Div0
solve,0,8,0,16,0.0,#Div0,#Div0
produce,1,8,1,18,0.1111111111111111,0.5,0.1818181818181818
encourage,0,5,0,10,0.0,#Div0,#Div0
dedicate,6,3,6,18,0.6666666666666666,0.5,0.5714285714285715
aobut,0,1,0,2,0.0,#Div0,#Div0
destroy,0,3,0,4,0.0,#Div0,#Div0
pushed,0,0,1,1,#Div0,0.0,#Div0
donotuse,0,1,0,2,0.0,#Div0,#Div0
yong,0,3,0,6,0.0,#Div0,#Div0
univeristy,0,1,0,2,0.0,#Div0,#Div0
succeed,0,13,0,26,0.0,#Div0,#Div0
reduce,1,6,1,14,0.14285714285714285,0.5,0.22222222222222224
belong,2,0,2,4,1.0,0.5,0.6666666666666666
crowded,0,1,0,2,0.0,#Div0,#Div0
English,0,0,0,1,#Div0,#Div0,#Div0
doesnotcare,0,1,0,2,0.0,#Div0,#Div0
Know,0,0,0,1,#Div0,#Div0,#Div0
toshiba,0,3,0,6,0.0,#Div0,#Div0
necessary,0,5,0,10,0.0,#Div0,#Div0
attend,0,9,0,18,0.0,#Div0,#Div0
expose,0,4,0,8,0.0,#Div0,#Div0
representative,0,1,0,2,0.0,#Div0,#Div0
isolation,0,1,0,2,0.0,#Div0,#Div0
craizy,0,0,1,1,#Div0,0.0,#Div0
attact,1,0,1,2,1.0,0.5,0.6666666666666666
settle,1,0,1,2,1.0,0.5,0.6666666666666666
shine,2,0,2,4,1.0,0.5,0.6666666666666666
hide,0,1,0,2,0.0,#Div0,#Div0
affirm,0,2,0,4,0.0,#Div0,#Div0
socialize,0,2,0,4,0.0,#Div0,#Div0
private,1,10,1,22,0.09090909090909091,0.5,0.15384615384615385
handle,1,2,1,6,0.3333333333333333,0.5,0.4
hear,0,5,0,10,0.0,#Div0,#Div0
self,0,5,0,10,0.0,#Div0,#Div0
pride,0,1,0,2,0.0,#Div0,#Div0
tasteless,0,0,1,1,#Div0,0.0,#Div0
avoided,0,0,1,1,#Div0,0.0,#Div0
confine,0,1,0,2,0.0,#Div0,#Div0
pay,4,8,5,25,0.3333333333333333,0.4444444444444444,0.380952380952381
accessble,0,0,1,1,#Div0,0.0,#Div0
sick,0,1,0,1,0.0,#Div0,#Div0
restrictions,0,0,2,2,#Div0,0.0,#Div0
delight,0,1,0,2,0.0,#Div0,#Div0
needy,0,4,0,8,0.0,#Div0,#Div0
white-colored,0,1,0,2,0.0,#Div0,#Div0
go,8,122,9,238,0.06153846153846154,0.47058823529411764,0.108843537414966
innovative,0,4,0,8,0.0,#Div0,#Div0
inhabit,0,1,0,2,0.0,#Div0,#Div0
forget,1,2,1,6,0.3333333333333333,0.5,0.4
answer,0,4,0,8,0.0,#Div0,#Div0
search,1,7,1,12,0.125,0.5,0.2
Total,0,1,0,2,0.0,#Div0,#Div0
decline,0,1,0,2,0.0,#Div0,#Div0
master,1,1,1,4,0.5,0.5,0.5
classic,0,1,0,2,0.0,#Div0,#Div0
agricultural,0,0,0,1,#Div0,#Div0,#Div0
journey,0,0,2,2,#Div0,0.0,#Div0
advatages,0,0,1,1,#Div0,0.0,#Div0
basis,0,0,3,3,#Div0,0.0,#Div0
Leaving,0,1,0,2,0.0,#Div0,#Div0
town,0,0,2,2,#Div0,0.0,#Div0
twentieth,0,3,0,6,0.0,#Div0,#Div0
differentiate,0,1,0,2,0.0,#Div0,#Div0
on,0,0,13,13,#Div0,0.0,#Div0
worths,0,1,0,2,0.0,#Div0,#Div0
catch,1,0,1,2,1.0,0.5,0.6666666666666666
relate,0,12,0,24,0.0,#Div0,#Div0
favorite,0,1,0,3,0.0,#Div0,#Div0
order,0,3,0,6,0.0,#Div0,#Div0
to,0,0,3,3,#Div0,0.0,#Div0
role,0,0,1,1,#Div0,0.0,#Div0
upon,0,0,1,1,#Div0,0.0,#Div0
European,0,2,0,5,0.0,#Div0,#Div0
unselfish,0,1,0,2,0.0,#Div0,#Div0
inside,0,0,2,2,#Div0,0.0,#Div0
bing,0,1,0,2,0.0,#Div0,#Div0
thru,0,0,1,1,#Div0,0.0,#Div0
chase,1,0,1,2,1.0,0.5,0.6666666666666666
established,0,0,3,3,#Div0,0.0,#Div0
misleading,1,0,3,4,1.0,0.25,0.4
beeing,0,1,0,2,0.0,#Div0,#Div0
warmth,0,0,1,1,#Div0,0.0,#Div0
appriciate,0,0,3,3,#Div0,0.0,#Div0
view,0,0,6,6,#Div0,0.0,#Div0
stability,0,0,2,2,#Div0,0.0,#Div0
only,0,8,0,16,0.0,#Div0,#Div0
deform,0,1,0,2,0.0,#Div0,#Div0
carry,1,1,3,7,0.5,0.25,0.3333333333333333
adn,0,1,0,2,0.0,#Div0,#Div0
concentrate,1,3,1,8,0.25,0.5,0.3333333333333333
keys,0,0,1,1,#Div0,0.0,#Div0
max,0,0,1,1,#Div0,0.0,#Div0
call,0,19,0,37,0.0,#Div0,#Div0
devotng,1,0,1,2,1.0,0.5,0.6666666666666666
doesnotwork,0,1,0,2,0.0,#Div0,#Div0
enlargement,0,0,1,1,#Div0,0.0,#Div0
forty,0,1,0,2,0.0,#Div0,#Div0
previous,0,0,0,1,#Div0,#Div0,#Div0
odd,0,1,0,2,0.0,#Div0,#Div0
approaching,0,0,1,1,#Div0,0.0,#Div0
rules,0,0,1,1,#Div0,0.0,#Div0
famous,0,10,0,20,0.0,#Div0,#Div0
eloquent,1,0,1,2,1.0,0.5,0.6666666666666666
online,0,1,0,2,0.0,#Div0,#Div0
widen,0,1,0,2,0.0,#Div0,#Div0
evolve,0,1,0,2,0.0,#Div0,#Div0
realy,0,1,0,2,0.0,#Div0,#Div0
virtual,0,1,0,2,0.0,#Div0,#Div0
sightsee,0,1,0,2,0.0,#Div0,#Div0
overpushed,1,0,1,2,1.0,0.5,0.6666666666666666
Compared,0,1,0,2,0.0,#Div0,#Div0
matured,0,1,0,2,0.0,#Div0,#Div0
semester,0,0,1,1,#Div0,0.0,#Div0
runs,0,0,1,1,#Div0,0.0,#Div0
canottrust,0,1,0,2,0.0,#Div0,#Div0
design,0,3,0,6,0.0,#Div0,#Div0
bad,0,11,0,23,0.0,#Div0,#Div0
surround,1,2,1,6,0.3333333333333333,0.5,0.4
bit,0,0,1,1,#Div0,0.0,#Div0
professional,0,3,0,7,0.0,#Div0,#Div0
connecting,0,0,1,1,#Div0,0.0,#Div0
part-time,0,1,0,2,0.0,#Div0,#Div0
Is,0,3,0,7,0.0,#Div0,#Div0
endeavor,0,1,0,2,0.0,#Div0,#Div0
guess,0,5,0,10,0.0,#Div0,#Div0
stand,1,2,2,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
donotknow,0,2,0,4,0.0,#Div0,#Div0
grand,0,2,0,4,0.0,#Div0,#Div0
damage,0,0,1,1,#Div0,0.0,#Div0
Acording,0,1,0,2,0.0,#Div0,#Div0
fanatic,1,0,1,2,1.0,0.5,0.6666666666666666
introduced,0,0,1,1,#Div0,0.0,#Div0
wonotlose,0,1,0,2,0.0,#Div0,#Div0
data,0,1,0,2,0.0,#Div0,#Div0
doesnotkonw,0,1,0,2,0.0,#Div0,#Div0
help,1,154,2,311,0.0064516129032258064,0.3333333333333333,0.012658227848101266
scientific,0,6,0,12,0.0,#Div0,#Div0
consequences,0,0,1,1,#Div0,0.0,#Div0
hold,2,2,2,8,0.5,0.5,0.5
asset,0,0,1,1,#Div0,0.0,#Div0
devoting,0,0,1,1,#Div0,0.0,#Div0
confines,0,0,1,1,#Div0,0.0,#Div0
dislike,0,3,0,6,0.0,#Div0,#Div0
laugh,0,1,0,2,0.0,#Div0,#Div0
geographic,0,1,0,2,0.0,#Div0,#Div0
read,0,15,0,30,0.0,#Div0,#Div0
suport,1,0,1,2,1.0,0.5,0.6666666666666666
gifted,0,0,1,1,#Div0,0.0,#Div0
mountainous,0,1,0,2,0.0,#Div0,#Div0
circulate,0,2,0,4,0.0,#Div0,#Div0
mnemonic,0,1,0,2,0.0,#Div0,#Div0
raise,0,8,0,16,0.0,#Div0,#Div0
advantages,0,0,1,1,#Div0,0.0,#Div0
complex,0,0,0,1,#Div0,#Div0,#Div0
stongly,0,0,2,2,#Div0,0.0,#Div0
obvious,0,2,0,4,0.0,#Div0,#Div0
describe,0,6,0,12,0.0,#Div0,#Div0
outburst,0,0,1,1,#Div0,0.0,#Div0
contained,0,0,1,1,#Div0,0.0,#Div0
energy,0,0,1,1,#Div0,0.0,#Div0
deeply,1,0,8,9,1.0,0.1111111111111111,0.19999999999999998
overtake,0,1,0,2,0.0,#Div0,#Div0
theirown,0,1,0,2,0.0,#Div0,#Div0
age,0,2,2,6,0.0,0.0,#Div0
didn,0,2,0,4,0.0,#Div0,#Div0
vary,0,1,0,2,0.0,#Div0,#Div0
determine,0,5,0,10,0.0,#Div0,#Div0
fist,0,2,0,4,0.0,#Div0,#Div0
hectic,1,0,1,2,1.0,0.5,0.6666666666666666
pull,1,0,1,2,1.0,0.5,0.6666666666666666
canotblame,0,1,0,2,0.0,#Div0,#Div0
shiny,0,1,1,3,0.0,0.0,#Div0
continous,0,1,0,2,0.0,#Div0,#Div0
Use,1,0,1,2,1.0,0.5,0.6666666666666666
fight,3,0,3,6,1.0,0.5,0.6666666666666666
authentic,0,1,0,2,0.0,#Div0,#Div0
ruining,0,0,4,4,#Div0,0.0,#Div0
poeple,0,1,0,2,0.0,#Div0,#Div0
choose,0,14,0,38,0.0,#Div0,#Div0
solid,0,0,2,2,#Div0,0.0,#Div0
ranges,0,0,1,1,#Div0,0.0,#Div0
aslo,0,1,0,2,0.0,#Div0,#Div0
youg,0,1,0,2,0.0,#Div0,#Div0
personal,0,14,0,45,0.0,#Div0,#Div0
choise,0,1,0,2,0.0,#Div0,#Div0
present,0,13,0,28,0.0,#Div0,#Div0
special,0,5,0,12,0.0,#Div0,#Div0
intencity,0,0,2,2,#Div0,0.0,#Div0
grows,0,0,1,1,#Div0,0.0,#Div0
donotbother,0,1,0,2,0.0,#Div0,#Div0
convincing,0,2,0,4,0.0,#Div0,#Div0
proportioned,0,0,1,1,#Div0,0.0,#Div0
horror,0,1,0,2,0.0,#Div0,#Div0
spill,0,1,0,2,0.0,#Div0,#Div0
accomodate,0,1,0,2,0.0,#Div0,#Div0
acidic,0,1,0,2,0.0,#Div0,#Div0
handling,0,0,2,2,#Div0,0.0,#Div0
financial,0,4,0,11,0.0,#Div0,#Div0
hurt,0,1,0,2,0.0,#Div0,#Div0
decent,0,2,0,4,0.0,#Div0,#Div0
Specializing,0,2,0,4,0.0,#Div0,#Div0
thrill,0,1,0,2,0.0,#Div0,#Div0
coordinate,0,0,0,1,#Div0,#Div0,#Div0
admire,0,3,0,6,0.0,#Div0,#Div0
collected,0,0,1,1,#Div0,0.0,#Div0
position,0,0,3,3,#Div0,0.0,#Div0
successes,0,2,0,4,0.0,#Div0,#Div0
goes,0,0,1,1,#Div0,0.0,#Div0
worlds,0,0,1,1,#Div0,0.0,#Div0
changed,0,0,1,1,#Div0,0.0,#Div0
travel,0,91,0,151,0.0,#Div0,#Div0
relying,0,0,1,1,#Div0,0.0,#Div0
devastating,0,0,1,1,#Div0,0.0,#Div0
manualized,0,1,0,2,0.0,#Div0,#Div0
t,0,4,0,8,0.0,#Div0,#Div0
totaly,0,1,0,2,0.0,#Div0,#Div0
improve,0,34,0,68,0.0,#Div0,#Div0
quite,0,1,0,2,0.0,#Div0,#Div0
first,2,23,2,50,0.08,0.5,0.13793103448275865
many,0,196,0,369,0.0,#Div0,#Div0
rewarded,0,0,1,1,#Div0,0.0,#Div0
known,0,1,0,2,0.0,#Div0,#Div0
portable,0,1,0,2,0.0,#Div0,#Div0
breakdown,0,0,1,1,#Div0,0.0,#Div0
camp,0,1,0,2,0.0,#Div0,#Div0
intense,1,0,1,2,1.0,0.5,0.6666666666666666
spreaded,0,0,1,1,#Div0,0.0,#Div0
air,0,1,0,2,0.0,#Div0,#Div0
dangerous,0,0,4,4,#Div0,0.0,#Div0
pricy,0,1,0,2,0.0,#Div0,#Div0
supports,0,0,2,2,#Div0,0.0,#Div0
emotionally,0,1,0,2,0.0,#Div0,#Div0
comfortably,0,0,1,1,#Div0,0.0,#Div0
consetrating,1,0,1,2,1.0,0.5,0.6666666666666666
behave,0,2,0,3,0.0,#Div0,#Div0
characterize,0,2,0,4,0.0,#Div0,#Div0
proportion,0,1,1,3,0.0,0.0,#Div0
clean,0,4,0,8,0.0,#Div0,#Div0
wasnotthe,0,1,0,2,0.0,#Div0,#Div0
eaten,0,0,1,1,#Div0,0.0,#Div0
probaly,0,1,0,2,0.0,#Div0,#Div0
free,14,2,14,32,0.875,0.5,0.6363636363636364
vision,0,0,3,3,#Div0,0.0,#Div0
balance,0,1,1,3,0.0,0.0,#Div0
strictly,0,0,1,1,#Div0,0.0,#Div0
musical,0,1,0,2,0.0,#Div0,#Div0
likely,0,1,0,2,0.0,#Div0,#Div0
creative,0,2,0,6,0.0,#Div0,#Div0
forces,0,0,1,1,#Div0,0.0,#Div0
specify,0,2,0,4,0.0,#Div0,#Div0
credible,0,1,0,2,0.0,#Div0,#Div0
Studying,0,1,0,2,0.0,#Div0,#Div0
visit,0,31,0,62,0.0,#Div0,#Div0
imposed,0,0,1,1,#Div0,0.0,#Div0
detail,0,1,0,2,0.0,#Div0,#Div0
survive,1,0,2,3,1.0,0.3333333333333333,0.5
providing,0,0,1,1,#Div0,0.0,#Div0
academic,0,40,0,82,0.0,#Div0,#Div0
distract,1,0,1,2,1.0,0.5,0.6666666666666666
model,0,0,1,1,#Div0,0.0,#Div0
old-men,0,0,1,1,#Div0,0.0,#Div0
international,0,1,0,2,0.0,#Div0,#Div0
send,1,2,1,6,0.3333333333333333,0.5,0.4
loose,2,2,2,8,0.5,0.5,0.5
promoting,0,0,1,1,#Div0,0.0,#Div0
improvment,0,0,1,1,#Div0,0.0,#Div0
grown,0,0,2,2,#Div0,0.0,#Div0
foreing,0,1,0,2,0.0,#Div0,#Div0
surrounded,0,0,1,1,#Div0,0.0,#Div0
discount,0,1,0,2,0.0,#Div0,#Div0
progress,0,2,0,4,0.0,#Div0,#Div0
piece,0,0,1,1,#Div0,0.0,#Div0
bother,0,2,0,4,0.0,#Div0,#Div0
Second,0,2,0,4,0.0,#Div0,#Div0
curly,0,1,0,2,0.0,#Div0,#Div0
competing,0,0,2,2,#Div0,0.0,#Div0
whenever,0,1,0,2,0.0,#Div0,#Div0
spenting,1,0,1,2,1.0,0.5,0.6666666666666666
or,0,0,1,1,#Div0,0.0,#Div0
leave,0,13,0,25,0.0,#Div0,#Div0
bear,0,4,0,8,0.0,#Div0,#Div0
part,0,0,11,11,#Div0,0.0,#Div0
thirst,0,0,1,1,#Div0,0.0,#Div0
climb,1,1,1,4,0.5,0.5,0.5
instruments,0,0,1,1,#Div0,0.0,#Div0
live,0,47,0,93,0.0,#Div0,#Div0
parallel,1,0,1,2,1.0,0.5,0.6666666666666666
covers,0,0,1,1,#Div0,0.0,#Div0
facts,0,1,0,2,0.0,#Div0,#Div0
increasing,0,0,1,1,#Div0,0.0,#Div0
clear,2,1,10,14,0.6666666666666666,0.16666666666666666,0.26666666666666666
common,1,4,1,10,0.2,0.5,0.28571428571428575
meaningless,0,0,1,1,#Div0,0.0,#Div0
elementary,0,1,0,2,0.0,#Div0,#Div0
ve,0,6,0,12,0.0,#Div0,#Div0
angles,0,0,1,1,#Div0,0.0,#Div0
