token,tp_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
Taking,0,0,1,1,#Div0,0.0,#Div0
time-consuming,1,0,0,1,1.0,1.0,1.0
formed,0,0,1,1,#Div0,0.0,#Div0
approriate,0,0,0,1,#Div0,#Div0,#Div0
perfect,0,1,0,1,0.0,#Div0,#Div0
genetic,0,1,0,1,0.0,#Div0,#Div0
eyes,0,0,1,1,#Div0,0.0,#Div0
focus,0,0,7,7,#Div0,0.0,#Div0
gives,0,0,7,7,#Div0,0.0,#Div0
sacrificing,0,0,1,1,#Div0,0.0,#Div0
Human,0,0,0,1,#Div0,#Div0,#Div0
law,0,0,1,1,#Div0,0.0,#Div0
frozen,0,1,0,1,0.0,#Div0,#Div0
on,0,0,9,9,#Div0,0.0,#Div0
signs,0,0,1,1,#Div0,0.0,#Div0
follwing,0,0,0,1,#Div0,#Div0,#Div0
builds,0,0,2,2,#Div0,0.0,#Div0
big,1,15,7,35,0.0625,0.125,0.08333333333333333
studied,0,1,0,1,0.0,#Div0,#Div0
everyday,0,10,0,10,0.0,#Div0,#Div0
fits,0,0,2,2,#Div0,0.0,#Div0
sufficient,0,4,0,4,0.0,#Div0,#Div0
approach,0,0,6,6,#Div0,0.0,#Div0
wasting,0,0,2,2,#Div0,0.0,#Div0
detailed,0,1,0,1,0.0,#Div0,#Div0
grate,0,0,0,1,#Div0,#Div0,#Div0
environment-friendly,0,0,0,1,#Div0,#Div0,#Div0
knowledge,0,0,1,1,#Div0,0.0,#Div0
master,0,0,1,1,#Div0,0.0,#Div0
shy,0,1,0,1,0.0,#Div0,#Div0
the,0,0,13,13,#Div0,0.0,#Div0
fought,0,0,1,1,#Div0,0.0,#Div0
stems,0,0,1,1,#Div0,0.0,#Div0
gets,0,0,1,1,#Div0,0.0,#Div0
rule,0,0,1,1,#Div0,0.0,#Div0
numerous,0,1,0,2,0.0,#Div0,#Div0
historical,0,6,0,6,0.0,#Div0,#Div0
power,0,0,2,2,#Div0,0.0,#Div0
fixing,0,0,1,1,#Div0,0.0,#Div0
around,0,0,3,3,#Div0,0.0,#Div0
building,0,0,1,1,#Div0,0.0,#Div0
talking,0,0,1,1,#Div0,0.0,#Div0
destination,0,0,1,1,#Div0,0.0,#Div0
remote,1,1,0,2,0.5,1.0,0.6666666666666666
zoo,0,0,1,1,#Div0,0.0,#Div0
measure,0,0,2,2,#Div0,0.0,#Div0
balanced,0,0,1,1,#Div0,0.0,#Div0
overall,0,1,0,2,0.0,#Div0,#Div0
bit,0,0,1,1,#Div0,0.0,#Div0
busy,0,1,2,3,0.0,0.0,#Div0
brought,0,0,2,2,#Div0,0.0,#Div0
back,0,0,2,2,#Div0,0.0,#Div0
long,0,10,2,12,0.0,0.0,#Div0
feel,0,0,2,2,#Div0,0.0,#Div0
share,0,0,2,2,#Div0,0.0,#Div0
control,0,0,2,2,#Div0,0.0,#Div0
final,0,3,0,3,0.0,#Div0,#Div0
crash,0,0,1,1,#Div0,0.0,#Div0
build,0,0,3,3,#Div0,0.0,#Div0
shrugged,0,0,1,1,#Div0,0.0,#Div0
permanent,0,1,0,1,0.0,#Div0,#Div0
solid,0,0,2,2,#Div0,0.0,#Div0
natural,1,1,0,2,0.5,1.0,0.6666666666666666
anew,0,1,0,1,0.0,#Div0,#Div0
step,0,0,2,2,#Div0,0.0,#Div0
greater,0,0,1,1,#Div0,0.0,#Div0
Thai,0,0,0,1,#Div0,#Div0,#Div0
animal,0,0,0,1,#Div0,#Div0,#Div0
eith,0,0,0,1,#Div0,#Div0,#Div0
crucial,0,1,0,1,0.0,#Div0,#Div0
max,0,0,1,1,#Div0,0.0,#Div0
position,0,0,3,3,#Div0,0.0,#Div0
pay,0,0,1,1,#Div0,0.0,#Div0
various,0,10,0,11,0.0,#Div0,#Div0
closer,0,0,1,1,#Div0,0.0,#Div0
possible,0,2,0,2,0.0,#Div0,#Div0
at,0,0,1,1,#Div0,0.0,#Div0
Spikes,0,0,1,1,#Div0,0.0,#Div0
avalible,0,0,1,1,#Div0,0.0,#Div0
traditional,0,1,1,2,0.0,0.0,#Div0
successful,0,40,0,41,0.0,#Div0,#Div0
past,0,5,0,5,0.0,#Div0,#Div0
encouraging,0,1,0,1,0.0,#Div0,#Div0
spread,0,0,1,1,#Div0,0.0,#Div0
advanced,1,5,1,7,0.16666666666666666,0.5,0.25
neutral,1,0,0,1,1.0,1.0,1.0
having,0,0,3,3,#Div0,0.0,#Div0
relative,0,1,0,2,0.0,#Div0,#Div0
nice,0,6,0,6,0.0,#Div0,#Div0
multiply,0,0,1,1,#Div0,0.0,#Div0
path,0,0,3,3,#Div0,0.0,#Div0
jungle,0,0,1,1,#Div0,0.0,#Div0
complexities,0,0,1,1,#Div0,0.0,#Div0
dragged,0,0,1,1,#Div0,0.0,#Div0
learning,0,1,0,1,0.0,#Div0,#Div0
favorite,0,1,0,2,0.0,#Div0,#Div0
form,0,0,1,1,#Div0,0.0,#Div0
needy,0,3,0,3,0.0,#Div0,#Div0
into,0,0,7,7,#Div0,0.0,#Div0
eastern,0,1,0,1,0.0,#Div0,#Div0
loose,0,0,1,1,#Div0,0.0,#Div0
pains,0,0,1,1,#Div0,0.0,#Div0
actual,0,3,0,3,0.0,#Div0,#Div0
points,0,0,1,1,#Div0,0.0,#Div0
entrepreneurial,0,0,0,1,#Div0,#Div0,#Div0
odd,0,1,0,1,0.0,#Div0,#Div0
rare,1,0,0,1,1.0,1.0,1.0
strongly,0,0,7,7,#Div0,0.0,#Div0
previous,0,0,0,1,#Div0,#Div0,#Div0
sources,0,0,2,2,#Div0,0.0,#Div0
work,0,0,1,1,#Div0,0.0,#Div0
enable,0,1,0,1,0.0,#Div0,#Div0
eminent,0,1,0,1,0.0,#Div0,#Div0
memorizing,0,0,0,1,#Div0,#Div0,#Div0
runs,0,0,1,1,#Div0,0.0,#Div0
forming,0,0,2,2,#Div0,0.0,#Div0
disabled,0,1,0,1,0.0,#Div0,#Div0
discover,0,0,3,3,#Div0,0.0,#Div0
poeple,0,0,0,1,#Div0,#Div0,#Div0
funny,0,1,0,1,0.0,#Div0,#Div0
rise,0,0,1,1,#Div0,0.0,#Div0
productive,0,1,0,1,0.0,#Div0,#Div0
common,1,4,0,5,0.2,1.0,0.33333333333333337
optimize,0,0,1,1,#Div0,0.0,#Div0
school-time,0,0,0,1,#Div0,#Div0,#Div0
fresh,1,1,2,4,0.5,0.3333333333333333,0.4
indirect,0,1,0,1,0.0,#Div0,#Div0
trucks,0,0,1,1,#Div0,0.0,#Div0
come,0,0,1,1,#Div0,0.0,#Div0
standard,0,1,0,1,0.0,#Div0,#Div0
appealing,0,0,1,1,#Div0,0.0,#Div0
long-distance,0,1,0,1,0.0,#Div0,#Div0
discovery,0,0,3,3,#Div0,0.0,#Div0
stand,0,0,1,1,#Div0,0.0,#Div0
former,0,1,0,1,0.0,#Div0,#Div0
struck,0,0,1,1,#Div0,0.0,#Div0
reap,0,0,1,1,#Div0,0.0,#Div0
late,1,0,1,2,1.0,0.5,0.6666666666666666
depicted,0,0,1,1,#Div0,0.0,#Div0
ony,0,1,0,1,0.0,#Div0,#Div0
conception,0,0,1,1,#Div0,0.0,#Div0
contemporary,0,3,0,3,0.0,#Div0,#Div0
putting,0,0,1,1,#Div0,0.0,#Div0
non-profit,0,3,0,3,0.0,#Div0,#Div0
means,0,0,1,1,#Div0,0.0,#Div0
responsible,0,2,0,2,0.0,#Div0,#Div0
far,0,0,2,2,#Div0,0.0,#Div0
necessary,0,5,0,5,0.0,#Div0,#Div0
expensive,0,6,0,7,0.0,#Div0,#Div0
cheat,0,0,1,1,#Div0,0.0,#Div0
financial,0,3,0,7,0.0,#Div0,#Div0
feed,0,0,1,1,#Div0,0.0,#Div0
environmental,0,1,0,4,0.0,#Div0,#Div0
credible,0,1,0,1,0.0,#Div0,#Div0
trials,0,0,1,1,#Div0,0.0,#Div0
diminish,0,0,1,1,#Div0,0.0,#Div0
benificial,0,2,0,2,0.0,#Div0,#Div0
pursuing,0,0,1,1,#Div0,0.0,#Div0
Chinese,0,0,0,1,#Div0,#Div0,#Div0
Total,0,1,0,1,0.0,#Div0,#Div0
huge,0,8,1,11,0.0,0.0,#Div0
blocked,0,0,1,1,#Div0,0.0,#Div0
graphic,0,1,0,2,0.0,#Div0,#Div0
disappear,0,0,1,1,#Div0,0.0,#Div0
relevant,0,1,0,1,0.0,#Div0,#Div0
human,0,6,0,13,0.0,#Div0,#Div0
industrial,0,2,0,2,0.0,#Div0,#Div0
useful,0,4,0,4,0.0,#Div0,#Div0
teach,0,0,1,1,#Div0,0.0,#Div0
visibility,0,0,2,2,#Div0,0.0,#Div0
complete,1,1,0,4,0.5,1.0,0.6666666666666666
leading,0,0,2,2,#Div0,0.0,#Div0
percent,0,0,1,1,#Div0,0.0,#Div0
primises,0,0,1,1,#Div0,0.0,#Div0
abandon,0,0,1,1,#Div0,0.0,#Div0
risky,0,8,0,8,0.0,#Div0,#Div0
class,0,0,1,1,#Div0,0.0,#Div0
dedicate,0,0,6,6,#Div0,0.0,#Div0
grows,0,0,1,1,#Div0,0.0,#Div0
reachable,0,0,1,1,#Div0,0.0,#Div0
laud,0,1,0,1,0.0,#Div0,#Div0
steady,2,0,1,3,1.0,0.6666666666666666,0.8
shattered,0,0,1,1,#Div0,0.0,#Div0
t,0,0,0,3,#Div0,#Div0,#Div0
single,0,5,0,8,0.0,#Div0,#Div0
old,0,29,0,33,0.0,#Div0,#Div0
developed,1,1,1,3,0.5,0.5,0.5
fullfilling,0,0,1,1,#Div0,0.0,#Div0
small,3,9,0,14,0.25,1.0,0.4
spreaded,0,0,1,1,#Div0,0.0,#Div0
third,0,0,0,1,#Div0,#Div0,#Div0
nightmare,0,0,1,1,#Div0,0.0,#Div0
spends,0,0,2,2,#Div0,0.0,#Div0
possitive,0,1,0,1,0.0,#Div0,#Div0
electric,0,4,0,5,0.0,#Div0,#Div0
commercial,0,2,0,2,0.0,#Div0,#Div0
fake,0,0,2,2,#Div0,0.0,#Div0
mundane,0,1,0,1,0.0,#Div0,#Div0
wast,0,0,2,2,#Div0,0.0,#Div0
handling,0,0,2,2,#Div0,0.0,#Div0
economical,0,3,0,3,0.0,#Div0,#Div0
carrier,0,0,1,1,#Div0,0.0,#Div0
easy,0,4,1,5,0.0,0.0,#Div0
beautiful,0,5,0,5,0.0,#Div0,#Div0
very,0,0,1,1,#Div0,0.0,#Div0
expands,0,0,1,1,#Div0,0.0,#Div0
developing,0,1,1,2,0.0,0.0,#Div0
connector,0,0,1,1,#Div0,0.0,#Div0
useless,2,1,0,3,0.6666666666666666,1.0,0.8
tied,0,0,1,1,#Div0,0.0,#Div0
foregin,0,3,0,3,0.0,#Div0,#Div0
normal,0,8,0,8,0.0,#Div0,#Div0
Academic,0,0,0,1,#Div0,#Div0,#Div0
spenting,0,0,1,1,#Div0,0.0,#Div0
quite,0,1,0,1,0.0,#Div0,#Div0
strengthen,0,0,1,1,#Div0,0.0,#Div0
miss,0,0,3,3,#Div0,0.0,#Div0
way,0,0,3,3,#Div0,0.0,#Div0
lead,0,0,9,9,#Div0,0.0,#Div0
complicated,0,2,0,3,0.0,#Div0,#Div0
breakdown,0,0,1,1,#Div0,0.0,#Div0
obtain,0,0,5,5,#Div0,0.0,#Div0
margin,0,0,1,1,#Div0,0.0,#Div0
multiplying,0,0,1,1,#Div0,0.0,#Div0
fist,0,0,0,2,#Div0,#Div0,#Div0
sons,0,0,1,1,#Div0,0.0,#Div0
entire,0,2,0,2,0.0,#Div0,#Div0
attached,0,0,1,1,#Div0,0.0,#Div0
conection,0,0,1,1,#Div0,0.0,#Div0
hypothetical,0,1,0,1,0.0,#Div0,#Div0
accessble,0,0,1,1,#Div0,0.0,#Div0
microsoft,0,1,0,1,0.0,#Div0,#Div0
twentieth,0,0,0,3,#Div0,#Div0,#Div0
basesd,0,0,1,1,#Div0,0.0,#Div0
awful,0,1,0,1,0.0,#Div0,#Div0
contribut,0,0,1,1,#Div0,0.0,#Div0
simple,1,7,0,9,0.125,1.0,0.2222222222222222
relay,0,0,2,2,#Div0,0.0,#Div0
grand,0,2,0,2,0.0,#Div0,#Div0
wheel,0,0,1,1,#Div0,0.0,#Div0
musical,0,1,0,1,0.0,#Div0,#Div0
acknowledged,0,1,0,1,0.0,#Div0,#Div0
noisy,0,2,0,2,0.0,#Div0,#Div0
aloof,0,1,0,1,0.0,#Div0,#Div0
mechanical,0,0,0,2,#Div0,#Div0,#Div0
ather,0,1,0,1,0.0,#Div0,#Div0
roam,0,0,1,1,#Div0,0.0,#Div0
unemployed,0,1,0,1,0.0,#Div0,#Div0
comfortably,0,0,1,1,#Div0,0.0,#Div0
ruin,0,0,1,1,#Div0,0.0,#Div0
killers,0,0,1,1,#Div0,0.0,#Div0
hobby,0,0,0,1,#Div0,#Div0,#Div0
absurd,0,1,0,1,0.0,#Div0,#Div0
journey,0,0,2,2,#Div0,0.0,#Div0
wider,0,0,3,3,#Div0,0.0,#Div0
comforatable,0,0,1,1,#Div0,0.0,#Div0
proactive,0,1,0,1,0.0,#Div0,#Div0
toshiba,0,2,0,3,0.0,#Div0,#Div0
value,0,0,2,2,#Div0,0.0,#Div0
vast,1,2,2,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
safe,0,1,2,4,0.0,0.0,#Div0
animals,0,0,1,1,#Div0,0.0,#Div0
overcome,0,0,2,2,#Div0,0.0,#Div0
much,0,25,0,26,0.0,#Div0,#Div0
NHS,0,1,0,1,0.0,#Div0,#Div0
yong,0,3,0,3,0.0,#Div0,#Div0
pictures,0,0,1,1,#Div0,0.0,#Div0
struggling,0,0,1,1,#Div0,0.0,#Div0
reassuring,0,1,0,1,0.0,#Div0,#Div0
self,0,2,0,2,0.0,#Div0,#Div0
enjoyable,0,3,0,3,0.0,#Div0,#Div0
eliminates,0,0,1,1,#Div0,0.0,#Div0
COMPLETE,0,0,0,1,#Div0,#Div0,#Div0
side,0,0,1,1,#Div0,0.0,#Div0
Next,0,1,0,1,0.0,#Div0,#Div0
major,0,6,0,7,0.0,#Div0,#Div0
introduced,0,0,1,1,#Div0,0.0,#Div0
inter,0,3,0,3,0.0,#Div0,#Div0
prized,0,0,1,1,#Div0,0.0,#Div0
consume,0,0,1,1,#Div0,0.0,#Div0
ecological,0,0,0,3,#Div0,#Div0,#Div0
asset,0,0,1,1,#Div0,0.0,#Div0
advancement,0,0,1,1,#Div0,0.0,#Div0
lack,0,0,2,2,#Div0,0.0,#Div0
areas,0,0,1,1,#Div0,0.0,#Div0
spikes,0,0,1,1,#Div0,0.0,#Div0
give,1,1,29,31,0.5,0.03333333333333333,0.0625
experiments,0,0,1,1,#Div0,0.0,#Div0
confident,0,0,1,1,#Div0,0.0,#Div0
abig,0,1,0,1,0.0,#Div0,#Div0
use,0,0,1,1,#Div0,0.0,#Div0
liek,0,1,0,1,0.0,#Div0,#Div0
sides,0,0,2,2,#Div0,0.0,#Div0
worth,0,0,1,1,#Div0,0.0,#Div0
deriving,0,0,1,1,#Div0,0.0,#Div0
after,0,0,1,1,#Div0,0.0,#Div0
soft,0,0,1,1,#Div0,0.0,#Div0
real,0,18,0,27,0.0,#Div0,#Div0
definite,0,1,0,1,0.0,#Div0,#Div0
impact,0,0,1,1,#Div0,0.0,#Div0
confortable,0,0,1,1,#Div0,0.0,#Div0
expert,0,1,0,1,0.0,#Div0,#Div0
reject,0,0,1,1,#Div0,0.0,#Div0
its,0,0,1,1,#Div0,0.0,#Div0
usefull,0,2,0,2,0.0,#Div0,#Div0
continous,0,1,0,1,0.0,#Div0,#Div0
consetrating,0,0,1,1,#Div0,0.0,#Div0
marketting,0,1,0,1,0.0,#Div0,#Div0
suffuring,0,0,1,1,#Div0,0.0,#Div0
space,0,0,4,4,#Div0,0.0,#Div0
near,0,0,1,2,#Div0,0.0,#Div0
point,0,0,3,3,#Div0,0.0,#Div0
craizy,0,0,1,1,#Div0,0.0,#Div0
predicted,0,0,0,1,#Div0,#Div0,#Div0
educational,0,4,0,4,0.0,#Div0,#Div0
based,0,0,6,6,#Div0,0.0,#Div0
focussed,1,0,0,1,1.0,1.0,1.0
drop,0,0,1,1,#Div0,0.0,#Div0
lost,0,0,2,2,#Div0,0.0,#Div0
exciting,0,2,0,2,0.0,#Div0,#Div0
sixteen,0,0,0,1,#Div0,#Div0,#Div0
rush,1,0,1,2,1.0,0.5,0.6666666666666666
platform,0,0,1,1,#Div0,0.0,#Div0
reached,0,0,6,6,#Div0,0.0,#Div0
drastic,0,1,0,1,0.0,#Div0,#Div0
dominated,0,0,1,1,#Div0,0.0,#Div0
aslo,0,0,0,1,#Div0,#Div0,#Div0
large,0,5,0,5,0.0,#Div0,#Div0
golden,0,0,2,2,#Div0,0.0,#Div0
principal,0,0,0,2,#Div0,#Div0,#Div0
pull,0,0,1,1,#Div0,0.0,#Div0
middle,0,2,0,2,0.0,#Div0,#Div0
green-house,0,0,1,1,#Div0,0.0,#Div0
surprising,0,1,0,1,0.0,#Div0,#Div0
ridiculous,0,1,0,1,0.0,#Div0,#Div0
understanding,0,5,0,5,0.0,#Div0,#Div0
exhaust,0,1,0,1,0.0,#Div0,#Div0
leaving,0,0,1,1,#Div0,0.0,#Div0
evolution,0,0,1,1,#Div0,0.0,#Div0
risk,0,0,1,1,#Div0,0.0,#Div0
uncontrollable,0,1,0,1,0.0,#Div0,#Div0
steps,0,0,1,1,#Div0,0.0,#Div0
piece,0,0,1,1,#Div0,0.0,#Div0
Sources,0,0,1,1,#Div0,0.0,#Div0
above,0,0,0,1,#Div0,#Div0,#Div0
to,0,0,2,2,#Div0,0.0,#Div0
connect,0,0,2,2,#Div0,0.0,#Div0
mess,0,0,1,1,#Div0,0.0,#Div0
current,0,3,0,5,0.0,#Div0,#Div0
wooden,0,1,0,1,0.0,#Div0,#Div0
catastrophic,0,0,1,1,#Div0,0.0,#Div0
base,0,0,3,3,#Div0,0.0,#Div0
mainstream,1,0,0,1,1.0,1.0,1.0
hidden,0,0,4,4,#Div0,0.0,#Div0
calculate,0,0,1,1,#Div0,0.0,#Div0
abstract,0,2,0,2,0.0,#Div0,#Div0
carries,0,0,1,1,#Div0,0.0,#Div0
unstable,0,0,1,1,#Div0,0.0,#Div0
repared,0,0,1,1,#Div0,0.0,#Div0
perspective,0,0,1,1,#Div0,0.0,#Div0
ideal,0,1,0,1,0.0,#Div0,#Div0
bonds,0,0,1,1,#Div0,0.0,#Div0
warmth,0,0,1,1,#Div0,0.0,#Div0
philosophical,0,1,0,1,0.0,#Div0,#Div0
have,0,0,52,52,#Div0,0.0,#Div0
moves,0,0,1,1,#Div0,0.0,#Div0
promenet,0,0,1,1,#Div0,0.0,#Div0
official,0,0,0,2,#Div0,#Div0,#Div0
example,0,0,1,1,#Div0,0.0,#Div0
social,0,11,0,19,0.0,#Div0,#Div0
junior,0,1,0,1,0.0,#Div0,#Div0
adn,0,1,0,1,0.0,#Div0,#Div0
Educational,0,1,0,1,0.0,#Div0,#Div0
core,0,0,2,2,#Div0,0.0,#Div0
pushed,0,0,1,1,#Div0,0.0,#Div0
covers,0,0,1,1,#Div0,0.0,#Div0
dont,0,1,0,2,0.0,#Div0,#Div0
there,0,1,0,1,0.0,#Div0,#Div0
rough,0,0,2,3,#Div0,0.0,#Div0
area,0,0,1,1,#Div0,0.0,#Div0
fight,0,0,3,3,#Div0,0.0,#Div0
age,0,0,2,2,#Div0,0.0,#Div0
Other,0,1,0,2,0.0,#Div0,#Div0
medical,0,3,0,5,0.0,#Div0,#Div0
finding,0,0,1,1,#Div0,0.0,#Div0
willing,0,0,1,1,#Div0,0.0,#Div0
safety,0,0,1,1,#Div0,0.0,#Div0
gaining,0,0,1,1,#Div0,0.0,#Div0
selfish,0,3,0,3,0.0,#Div0,#Div0
individual,0,3,0,4,0.0,#Div0,#Div0
providing,0,0,1,1,#Div0,0.0,#Div0
surronded,0,0,1,1,#Div0,0.0,#Div0
devoting,0,0,1,1,#Div0,0.0,#Div0
comparative,0,1,0,1,0.0,#Div0,#Div0
start,0,0,1,1,#Div0,0.0,#Div0
this,0,0,1,1,#Div0,0.0,#Div0
Red,0,1,0,1,0.0,#Div0,#Div0
Long,0,1,0,1,0.0,#Div0,#Div0
lazy,0,1,0,1,0.0,#Div0,#Div0
weight,0,0,1,1,#Div0,0.0,#Div0
physiological,0,0,0,1,#Div0,#Div0,#Div0
trafic,0,0,0,1,#Div0,#Div0,#Div0
public,0,16,0,18,0.0,#Div0,#Div0
wide,0,0,18,18,#Div0,0.0,#Div0
become,0,0,1,1,#Div0,0.0,#Div0
fitting,0,0,1,1,#Div0,0.0,#Div0
proportion,0,0,1,1,#Div0,0.0,#Div0
evry,0,2,0,2,0.0,#Div0,#Div0
attractive,0,1,0,1,0.0,#Div0,#Div0
legend,0,0,1,1,#Div0,0.0,#Div0
floor,0,0,1,1,#Div0,0.0,#Div0
manage,0,0,2,2,#Div0,0.0,#Div0
defence,0,0,1,1,#Div0,0.0,#Div0
part-time,0,1,0,1,0.0,#Div0,#Div0
upcoming,0,1,0,1,0.0,#Div0,#Div0
sophisticated,0,2,0,2,0.0,#Div0,#Div0
tolerating,0,0,1,1,#Div0,0.0,#Div0
sector,0,0,1,1,#Div0,0.0,#Div0
rewarding,0,0,2,2,#Div0,0.0,#Div0
endure,0,0,1,1,#Div0,0.0,#Div0
relied,0,0,1,1,#Div0,0.0,#Div0
meaningful,0,1,0,1,0.0,#Div0,#Div0
saved,0,0,1,1,#Div0,0.0,#Div0
faces,0,0,3,3,#Div0,0.0,#Div0
downsides,0,0,1,1,#Div0,0.0,#Div0
twenty-five,0,0,0,1,#Div0,#Div0,#Div0
advertisement,0,2,0,5,0.0,#Div0,#Div0
exposed,0,0,1,1,#Div0,0.0,#Div0
limited,2,1,2,5,0.6666666666666666,0.5,0.5714285714285715
conciliating,0,0,1,1,#Div0,0.0,#Div0
load,0,0,1,1,#Div0,0.0,#Div0
online,0,1,0,1,0.0,#Div0,#Div0
succesful,0,2,0,2,0.0,#Div0,#Div0
embed,0,0,1,1,#Div0,0.0,#Div0
crowd,0,0,1,1,#Div0,0.0,#Div0
interrupting,0,1,0,1,0.0,#Div0,#Div0
cover,0,0,1,1,#Div0,0.0,#Div0
mountainous,0,1,0,1,0.0,#Div0,#Div0
felt,0,0,1,1,#Div0,0.0,#Div0
underground,0,1,0,1,0.0,#Div0,#Div0
symbol,0,0,1,1,#Div0,0.0,#Div0
marginal,1,0,0,1,1.0,1.0,1.0
interact,0,0,1,1,#Div0,0.0,#Div0
sociological,0,1,0,1,0.0,#Div0,#Div0
protected,1,0,1,2,1.0,0.5,0.6666666666666666
attributed,0,1,0,1,0.0,#Div0,#Div0
surve,0,0,1,1,#Div0,0.0,#Div0
typical,0,4,0,5,0.0,#Div0,#Div0
connected,0,0,1,1,#Div0,0.0,#Div0
first,2,8,0,25,0.2,1.0,0.33333333333333337
only,0,8,0,8,0.0,#Div0,#Div0
shed,0,0,1,1,#Div0,0.0,#Div0
rules,0,0,1,1,#Div0,0.0,#Div0
stongly,0,0,1,1,#Div0,0.0,#Div0
young,0,174,0,186,0.0,#Div0,#Div0
reach,0,0,9,9,#Div0,0.0,#Div0
energetic,0,1,0,1,0.0,#Div0,#Div0
potencial,0,1,0,1,0.0,#Div0,#Div0
important,0,34,0,36,0.0,#Div0,#Div0
concentration,0,0,1,1,#Div0,0.0,#Div0
intensity,0,0,1,1,#Div0,0.0,#Div0
cultural,0,7,0,7,0.0,#Div0,#Div0
general,0,6,0,18,0.0,#Div0,#Div0
special,0,4,0,7,0.0,#Div0,#Div0
wonderful,0,1,0,1,0.0,#Div0,#Div0
undermine,0,0,1,1,#Div0,0.0,#Div0
cool,1,1,0,2,0.5,1.0,0.6666666666666666
free,12,2,2,16,0.8571428571428571,0.8571428571428571,0.8571428571428571
wonderfull,0,1,0,1,0.0,#Div0,#Div0
losing,0,0,3,3,#Div0,0.0,#Div0
serve,0,0,1,1,#Div0,0.0,#Div0
fanatic,1,0,0,1,1.0,1.0,1.0
constraints,0,0,1,1,#Div0,0.0,#Div0
chain,0,0,1,1,#Div0,0.0,#Div0
fulfill,0,0,1,1,#Div0,0.0,#Div0
politic,0,1,0,1,0.0,#Div0,#Div0
starting,0,0,1,1,#Div0,0.0,#Div0
attractions,0,0,1,1,#Div0,0.0,#Div0
seize,0,0,1,1,#Div0,0.0,#Div0
widening,0,0,1,1,#Div0,0.0,#Div0
mechanically,0,0,1,1,#Div0,0.0,#Div0
brilliant,0,1,0,1,0.0,#Div0,#Div0
same,1,49,0,52,0.02,1.0,0.0392156862745098
false,1,3,0,4,0.25,1.0,0.4
achieved,0,0,1,1,#Div0,0.0,#Div0
support,0,0,11,11,#Div0,0.0,#Div0
challenging,0,0,1,2,#Div0,0.0,#Div0
view,0,0,4,4,#Div0,0.0,#Div0
related,0,1,0,1,0.0,#Div0,#Div0
conscience,0,0,1,1,#Div0,0.0,#Div0
keys,0,0,1,1,#Div0,0.0,#Div0
generic,0,1,0,1,0.0,#Div0,#Div0
doors,0,0,1,1,#Div0,0.0,#Div0
light,0,0,2,2,#Div0,0.0,#Div0
further,0,3,0,3,0.0,#Div0,#Div0
paving,0,0,1,1,#Div0,0.0,#Div0
mnemonic,0,0,0,1,#Div0,#Div0,#Div0
blast,0,0,1,1,#Div0,0.0,#Div0
engine,0,0,1,1,#Div0,0.0,#Div0
filling,0,0,1,1,#Div0,0.0,#Div0
parallel,1,0,0,1,1.0,1.0,1.0
so-called,0,2,0,2,0.0,#Div0,#Div0
stupid,0,0,1,1,#Div0,0.0,#Div0
required,0,1,0,2,0.0,#Div0,#Div0
go,0,0,6,6,#Div0,0.0,#Div0
actor,0,0,1,1,#Div0,0.0,#Div0
correction,0,0,1,1,#Div0,0.0,#Div0
spending,0,0,4,4,#Div0,0.0,#Div0
pricy,0,1,0,1,0.0,#Div0,#Div0
worthless,0,0,1,1,#Div0,0.0,#Div0
dynamic,1,0,2,3,1.0,0.3333333333333333,0.5
catch,0,0,1,1,#Div0,0.0,#Div0
alternative,0,2,0,3,0.0,#Div0,#Div0
effective,0,2,0,2,0.0,#Div0,#Div0
edge,0,0,1,1,#Div0,0.0,#Div0
central,0,1,0,1,0.0,#Div0,#Div0
brith,0,0,1,1,#Div0,0.0,#Div0
psychological,0,1,0,1,0.0,#Div0,#Div0
focuses,0,0,1,1,#Div0,0.0,#Div0
Few,0,1,0,1,0.0,#Div0,#Div0
create,0,0,1,1,#Div0,0.0,#Div0
following,0,3,1,7,0.0,0.0,#Div0
Big,0,1,0,1,0.0,#Div0,#Div0
focused,0,0,2,2,#Div0,0.0,#Div0
coordinating,0,0,1,1,#Div0,0.0,#Div0
open,1,0,6,7,1.0,0.14285714285714285,0.25
horror,0,1,0,1,0.0,#Div0,#Div0
physical,0,2,0,6,0.0,#Div0,#Div0
irresponsible,0,1,0,1,0.0,#Div0,#Div0
taking,0,0,3,3,#Div0,0.0,#Div0
diffused,0,0,2,2,#Div0,0.0,#Div0
rejected,0,0,1,1,#Div0,0.0,#Div0
available,3,1,0,6,0.75,1.0,0.8571428571428571
additional,0,1,0,1,0.0,#Div0,#Div0
taste,0,0,2,2,#Div0,0.0,#Div0
phase,0,0,2,2,#Div0,0.0,#Div0
aspects,0,0,1,1,#Div0,0.0,#Div0
vegetable,0,0,0,1,#Div0,#Div0,#Div0
optimistic,0,0,0,1,#Div0,#Div0,#Div0
develop,0,0,5,5,#Div0,0.0,#Div0
precious,1,1,0,2,0.5,1.0,0.6666666666666666
thi,0,0,0,1,#Div0,#Div0,#Div0
playing,0,0,2,2,#Div0,0.0,#Div0
growth,0,0,2,2,#Div0,0.0,#Div0
add,0,0,2,2,#Div0,0.0,#Div0
